featureid	bac84	bac85	bac87	bac90	bac106	bac107	bac161	bac174	bac180	bac181	bac185	bac187	bac190	bac194	bac197	bac198	bac220	bac221	bac224	bac232	bac242	bac249	bac251	bac253	bac255	bac261	bac266	bac271	bac273	bac278	bac284	bac286	bac288	bac289	bac292	bac293	bac298	bac302	bac304	bac313	bac325	bac406	bac422	bac447	bac482
10	-0.17340780184320873	-0.06427352249263182	-0.17650807404778301	-1.048081914395997	-0.42266544937706546	1.1320493389778197	-0.26993184290930927	0.5359941603379884	-1.3120264804358097	-0.9804268872826104	-1.629087227251212	0.5511760079801006	1.1445345047775204	1.4355955240706868	-0.515584996672569	0.9064548992771684	-0.12373404800797298	1.9496218206013551	-0.011888931692602125	-0.4916904264327404	0.3531077871687763	-0.2161956679287737	-0.6730435158540397	0.5172477576292277	2.039906672553155	-0.8204753277348252	0.6165719257623435	-0.4303384601644888	-0.44477091770845645	-2.590074630154942	-1.7028325439508445	-1.5039520037619296	-0.9860454410997371	1.251404378792527	0.7654810646073026	0.8827545279454849	-0.4469220929282794	1.1488265298847782	1.9483650857187356	-1.3091477897244415	-0.02526906902375352	-2.068958092093912	1.3916158133337513	0.37392998695772656	0.18854391829738298
25	-2.713717383073779	0.7665873015061373	3.352653144979911	1.9292576082516106	-0.6825138553847567	-3.6820219415274567	-3.0037985763603503	-0.950573314391374	1.2928190957353234	0.3434120355289304	2.027705909806585	-0.7116588074060489	1.5427390984746467	-4.045003678567445	-0.04359361846711707	-3.3475382315425826	-3.4374687579309877	1.4197442336584671	0.9744025440643092	-1.749143050859161	0.9779201613046602	0.07428244694669567	-0.38848277006184107	5.041867657583751	-7.186912076551128	-1.7654304886845278	-6.8009817619009	-0.1692000430688198	0.21251569327817998	1.1559465604249395	-3.965374372808636	-2.7057473974307715	2.3432361172875424	-2.4603305745257824	-1.0681779157230564	-0.10264918284633673	5.289347961251567	-0.7943840136382729	-3.3361199100748977	-3.8451411039022716	-5.971554221011289	2.9102520055457535	-2.7725951148195938	-0.5890269889352098	3.7146824535105116
34	-3.5747707169053067	-0.6656600299685844	-0.28116336128564956	-0.7618446479054297	-4.68352247590324	-3.4761247422548296	-0.903360575388117	-0.1518743629788165	-0.8969364894629752	-0.973030902322906	-3.1872072068327046	-3.069742621495059	-0.5124894364395716	-2.2972276623536185	0.5350976630069351	-3.5880975433159605	-2.758930719814115	-2.893155533103335	-3.1471468623409415	-0.6071781073011775	-1.888790038834394	-2.735072215369791	1.0230663815667733	-2.158743548791833	-3.0128164932841233	-1.5299573581949137	-3.45946608242145	-2.1649765095016056	-2.3136712510688553	-0.5103492217854138	-0.9219524993175912	-0.9591126194132606	0.17546986788926222	-3.585997512858646	-2.0249786860096157	-6.277369784915152	0.09332664962525578	-2.8288994177206357	0.25612685331120266	-0.13192235449544376	-1.8449080594870795	-1.661629399105014	-1.9496195561559402	0.2548238123632202	0.794800742706754
70	-0.4488997124256363	-0.8790050675806764	-0.9957147822699616	-1.206694898530548	-0.21905684018639932	-0.49461692081518627	-1.0183267041053576	-1.2498871798355142	-0.7388758523848635	-1.0090831351285519	-0.5147879029191993	-0.6770949224713027	-1.3068410943668116	-0.7527570217854638	-1.0625071219142832	-0.7189684275319825	-0.5658748984800432	-0.4983810388124088	-0.5859311646107659	-0.9477887800545415	-0.5779388600539401	-0.7139378345268002	-1.1921314853116305	-0.2577315396985952	-0.3625659213321928	-0.87479154979999	-0.49614732743304135	-0.7308663871913763	-0.5313296107672811	-1.2544277430709476	-1.0154792149679965	-0.9215954686040073	-1.2265900676035026	-0.6058459596307655	-0.6838782613399149	-0.08409253447026876	-1.162552398762626	-0.7935156512087127	-1.0145729642454504	-0.9493277506102601	-0.9291546384604662	-0.5638012673619013	-0.7063274784905249	-1.0116082790693477	-1.220021241888803
121	1.56224757559779	-1.0713139840094814	-1.4534030455755165	-1.3132932426097914	2.674688024438419	1.426409431283097	-1.0758348694229607	-1.8646214797094545	-0.7432891208159571	-0.970355937011961	1.2576007112450769	0.9662119814429394	-1.614140247975067	0.2519603803710473	-2.1917375192028157	1.2900128622826514	0.806216934128964	1.0359234123245507	1.1397440825516596	-1.2167752593897059	0.17793897264971542	0.6817354824138231	-2.703008194475245	0.7603777397139592	1.1584762893483327	-0.4317424941561939	1.3738476933033397	0.2225868809512342	0.5438841666567833	-1.56319329601703	-1.0689139062333626	-0.9298249727605363	-2.0505194990369624	1.4135262985936867	0.14971489861845966	4.0449824654339395	-1.886411267660913	0.6610858575252851	-1.9720906563421319	-1.6096057096656204	-0.29733412379002905	0.0440784816489983	0.04700964246316364	-1.9320960239443572	-2.5053574456393557
193	0.8657483014759705	1.2033731078484418	1.720737624336186	0.7513214655658977	1.8625713728756408	0.49331290959179097	-0.24428239533073326	-0.10580871901855848	1.655338288261829	0.7346556072930756	2.122711525859157	0.9677409685787618	0.43893077436296934	-0.0796767786847441	0.6779249185583636	0.04616242967606077	0.47783464311771023	2.030742628323474	1.6595334725962103	0.31965056611237985	1.8306237342667522	1.1457014927268279	0.32992951932104264	3.729600126702415	-0.14998490486256655	0.3762885105210073	-0.4111597091003497	1.1028037749219284	1.6665671274171516	0.4408498636397904	-0.5216478088134819	0.06023355522345519	0.9360254344815057	0.5709339493099344	0.973971553305765	2.1622729476655715	1.930410510269066	0.6992893978477379	-0.1869388753130301	-0.23529260309319056	-1.0031135390180999	2.4428950099248783	0.43908177099593626	0.6094993442371113	1.4250726162271998
241	-2.8917639349891653	-2.062731284109901	-2.5234214558976014	-4.398211139674552	-3.0825486611427753	-2.9540403991855237	-2.942608099406492	-3.591596528637624	-1.534530928197194	-3.2770440939462313	-3.226161181327969	-3.844529597285564	-4.649087778029666	-2.9961083878888086	-1.5670923589808101	-4.569497674028021	-2.486884675912554	-2.638432223321156	-3.518508188741211	-2.2085288695891205	-1.7844896418928748	-3.7102228435698743	-1.7160050219872551	-0.45180560321688323	-1.1750266054414058	-2.9753796826280956	-2.6737543589238797	-3.038482988972876	-1.9947934507695257	-4.316000592912281	-2.879860361573243	-2.437481227529818	-3.3100574273207286	-3.9175838640186056	-2.4600741117441394	-4.384104834243281	-3.2627200120822857	-4.253974672775628	-1.3189975445069337	-1.408973220382961	-3.3666293043259268	-1.585307690930851	-2.347240732879956	-1.5587325742093796	-2.5494183337835077
254	-0.5654287263147005	2.062077995097314	2.3292265329454285	2.7569412722626367	-2.1262726784160773	-0.27499925308611384	2.716303213380736	3.5846606098313543	1.4820205517502867	2.2688232044464933	-0.6723789122428985	0.1421488173428257	3.220107019390572	1.2167778396594804	3.421187930820711	0.22155370941885977	0.3551991456608356	-0.47666725592861003	-0.342751115493337	2.5739193184098625	0.4398488911202734	0.3702570572265909	4.123693819136547	-1.060965892484227	0.0605045085360314	1.7891269669845125	0.09776528337783918	0.8100618014732512	0.13299811130408346	3.1426463658987087	2.813378388229811	2.391745807298472	3.3637826693905595	-0.1851132358451668	0.869513326374531	-3.5843119035344824	2.7999881740250596	0.6170544709168257	3.4760680015596948	3.1255119611965707	2.209323117316867	0.33908466667024895	1.1694891097140792	3.1620035337008012	3.5808391671580244
261	0.6721638361661074	-0.5000934717636141	-0.19748094971162	-0.3940170377309431	1.9509601588814969	0.3552561890897519	-1.3399967030917663	-1.4552807589956926	-0.1452147358674729	-0.5079701118634996	1.5141398355625595	0.6908225094073087	-0.7004057187450561	-0.5928087714128887	-1.5140120625299325	0.3461200059502936	-0.05245748099929552	1.2078526176869804	1.1937758446903362	-1.1701630615842609	0.466716656177453	0.6557463940438495	-1.9672834213132764	1.7944891630393367	-0.646865863345695	-0.5863739332978143	-0.3858676781812421	0.2553046409127198	0.5674391823588683	-0.7526689289767781	-1.5510750501384616	-1.1704341337681845	-0.8565895542802925	0.6295844312955072	-0.006116546788091148	3.1058823928383	-0.0752325195157833	0.4511478216092637	-2.0929893531662196	-1.9383703820089735	-1.4265066165246552	0.7993971070554191	-0.465392221367412	-1.4448012892993507	-0.8926819204420273
370	-0.7509665715902837	-0.2456962918682066	0.12632331960152265	1.3549683235722365	-1.2089027409425683	-0.614208855507433	0.48644242239412405	1.18425309514022	-0.7579181221623947	0.5266668058667426	-0.5788697262524034	0.06168709813471518	1.6639018894800062	-0.04234095320174869	-0.03109807758111316	0.49628987792898105	-0.646532686350413	-0.8525340452286649	-0.2966939359122666	0.018179381946761275	-1.0028939994235555	0.07302845545719899	0.31213768755240345	-2.305347390225227	-1.524604906265072	0.16911495950479372	-0.6478006977667584	-0.15041995102788946	-0.9966773365601613	1.4500628372704991	0.48546448405447307	0.08073369162935573	0.9562450854920451	-0.024641786988023995	-0.46552442285680795	-1.0004644639816431	0.7310042557032097	0.46992076174157327	-0.16957941202275828	-0.24289195772905248	0.531514759936247	-1.1426659752320916	-0.42699645778017237	-0.1350216189230709	0.602993215344177
