featureid	fun1	fun2	fun9	fun19	fun34	fun64	fun70	fun92	fun93	fun106	fun111	fun112	fun113	fun117	fun129	fun135	fun149	fun153	fun157	fun160	fun166	fun188	fun193	fun196	fun202	fun212	fun218	fun222	fun226	fun229	fun231	fun235	fun237	fun241	fun248	fun251	fun255	fun256	fun258	fun260	fun262	fun267	fun271	fun272	fun273	fun274	fun312	fun313	fun315	fun323	fun329	fun332	fun343	fun383	fun417	fun459	fun542	fun548	fun558	fun572	fun580	fun587	fun592	fun598	fun599
10	0.4748646597082145	0.7967503142490798	-0.3491418022990889	0.8174247178307181	-1.2079092830665255	-1.9004884583916906	-0.4092987713679096	-1.0572179699055795	0.35679075784371284	1.0408735242267328	0.8780514986716756	-0.35537659248478093	0.46679620783765624	-1.4581340235505431	0.49666514978229004	1.1878459297056008	-0.5530021404297578	1.5806570475107493	1.9186436919360035	-1.615012073737343	2.2725032878741227	-0.10237011609744291	-1.238415007678119	-0.38335577404689636	0.5525455930405232	-0.5827500462977773	0.5548907172357185	0.2657730508825385	0.07136454963560818	-1.3528578433893985	-0.06775827096656127	-0.45595745803151055	0.9617710684376573	1.503100333020896	-0.31243312200687495	-1.149440617135841	-1.752977320709022	-0.4394825544813758	0.6664178063891245	0.789857201453813	1.0575172529691468	-0.47497782367637503	-1.5241109224344662	0.48461177537017736	0.09582235364094403	-2.2040527350525787	-1.4222174408816237	-1.8610409768461829	0.2579996202499728	-0.5440796883930941	-0.8719905167415392	-1.4181784954942713	-1.3451970162923486	0.6878891094766548	-0.9928568557556702	-1.0920853625836813	3.3801675295844427	-0.5024293928096593	-0.4572320660872035	0.4519530427867148	0.9782491420295608	-0.250950544397512	-0.5858561972161088	-0.02073987591117763	1.3631825107930007
25	-1.8193182577803553	-0.18604398664032062	1.0419837064508446	0.6608923089885106	0.4290220054552132	0.2436232114265331	0.31849010005147627	1.820397012727132	0.513394717337007	-1.10836575769121	0.0159042581104476	-1.0897531206580648	-0.18520645618291381	1.5860712228410838	0.32809213760152844	1.152295354338479	1.1055260488410554	-0.20102804693375576	1.0248304909137915	0.8828093414087941	0.9285672177865425	0.6048868995944584	0.9205359742613444	0.33700345817322697	-0.8188498096992594	1.2232980755112572	0.5781348668044617	-0.3156012805448724	0.530090448499295	-0.5191117752388121	2.0736187303294993	-0.28938470823522777	0.7441789667211027	1.150455143243136	0.4940057501676967	0.4220911914481147	0.5354961061229928	0.09800450982336578	0.1662636993753247	1.3857256498460575	-0.5883862877969941	-0.23196417532653618	0.48625919044462296	-1.0658336242496051	1.333446048550085	0.18442240240968344	-1.0445354389481987	0.30898607453100735	0.47851040822348767	-1.209583847672595	0.6253560473572057	-0.35449295924975277	0.09930426686918148	-2.2778331408816355	2.2474672425143134	0.7828647775434021	1.0213336919068126	-0.2510971606385115	0.3897757519353738	0.3853714245328034	0.7074651297908051	-0.1168808941515978	1.018265937971646	-0.0495142328895519	0.7413414973044048
34	-3.9233795341637885	-0.1303769606737305	-1.1344773785179658	-1.8226259744281708	-2.36611876725169	-1.523179187637274	-0.2936634472263523	0.2335906114673989	-0.533583983293076	-3.8814939314689596	0.5756089157207231	-0.4810409037624783	-1.1821946981021536	-0.9315891759640289	-1.6344244722681667	-0.2203631026011994	-1.3536526041853545	-1.6570993630529591	-0.8148393311982658	1.3837876634776207	-0.6200166939248377	0.6484769478412623	-1.350537536782239	-1.5798755546441012	-0.1607299702177909	-0.5684331748973455	-2.2144602518829295	0.8999627254109548	2.6265203483448945	0.7535722485724974	1.0743187411331507	-0.36440130064074105	0.38262856663539435	0.32060401031528585	-0.29711028834678616	0.6011156269892628	-0.3806548143869848	0.17198114999032704	0.512387708973468	-1.591635810277973	1.4192506912624143	-1.32804928918961	-1.062300501670346	1.2720793861200488	-0.8757507612081136	-1.1363637134794597	-3.5252392265757413	0.48268959816667656	0.6479317860168645	0.16252273728099054	-0.5204630154741019	-0.29697418669355424	-1.8192927875281075	0.03487815398088867	0.6094700190614674	-3.554251771443653	-1.3068256208142492	-2.4128144834344734	-1.5165925627737264	0.45545650490551337	0.06966937376077043	-1.9135760761163998	-2.5255441915411216	-3.526450058185349	-1.3929130953066038
70	-4.621628560747641	-0.31852549359942517	4.369107465912739	1.1951425095840802	0.4388713359095411	0.3938239992366248	-0.11440407503472005	-0.10719350409724626	-1.425629019870533	-1.151756883778212	-3.3863709049875137	-2.041132885557479	0.09991646895893541	3.369155818742164	-0.15492450587216822	1.6959204400486367	0.1750514451232288	1.7797368169580758	-1.7113571916149168	0.6482264801206692	0.06635684730136893	-1.6391289476018271	1.1766013138561269	-1.4185658612169125	-1.935638793582687	2.793555490841703	-0.16097522998488834	-1.114221939200636	0.9284423932750459	2.1817535293371706	3.4734809921190464	0.36582952891353193	-1.080158835081536	-1.1336201704243294	0.6495310101945597	-2.1110056983615375	5.503297127338142	-2.4689575621395963	-2.4679113011657803	-1.6567242149981907	-1.8491269482532626	-0.1272747881490614	2.755620328526729	-1.5366113387454223	-2.198851678147026	0.7098523744973981	-0.07134689942915107	-0.23552561647952364	1.2795476489343247	0.7042268294087637	2.844498587293541	-1.4262280980606767	0.7363306520006834	-0.4129155086930705	-1.1438068596866855	-1.0571720601091883	0.43187070061418575	1.9950430742704701	0.15410997659315934	2.11479150243547	1.888990168487918	-2.2776254709642534	1.0195626563030595	0.39436603240353696	-2.0996842969445915
121	0.8088155675180291	-1.4772331764486215	-4.58566345002423	-2.6409607275184754	-2.2191824583556876	-2.0896591823550437	-1.6192813695800012	-1.542823419321091	-0.8074044693695872	-1.403484564502868	0.5754760675951989	-0.42242362518105114	-1.8706862461959044	-3.911968449629275	-1.7560554334702887	-2.7653629391535492	-1.9229308708316557	-3.006951729918141	-0.6561204641395064	-1.8979710293631675	-1.7739289989605198	-0.5268132909421365	-2.56481421176354	-0.9375177824061339	-0.450830452152545	-3.505571016921147	-1.819118358038043	-0.843954665279246	-1.9364122075715526	-2.972179064883421	-3.736363335885969	-1.9420339098530124	-0.9178987462585979	-0.8879258227775519	-2.107592824021054	-0.2295995817412151	-5.22437333665005	-0.05684149044826675	-0.018575767984294056	-0.7776504240173179	-0.31557248433568796	-1.7408565413894976	-3.5462595813366162	-0.5373400895519811	-0.34334159619996296	-2.245754210087637	-2.0466745138972184	-1.445279740104952	-2.3995875740196118	-2.1055525233990093	-3.538296194610153	-0.7839201098368658	-2.347535145275945	-1.4194501334556964	-0.8289402773693851	-1.3992534979709532	-2.092102053921599	-3.2311474154304984	-1.937059212573227	-2.959410110659881	-2.8586787531587308	-0.4322276417777365	-2.6054902434565905	-2.3377536031682973	-0.4783205498858305
193	-4.130936038570101	0.42082877476013214	4.065821536867716	0.5308227961186487	-0.28598908815738766	0.20853474615117085	-0.0063339286836266995	-1.5958554081991245	-1.8725473226176308	-0.8946039583771144	-3.151430844466894	-0.6512657072901353	0.5066940671381508	2.3184535245787563	-0.5822058888280057	1.145421477047103	-1.018253970522994	2.3139028317853976	-2.9312226000228576	0.8587204376782611	-0.6541525016180674	-1.7776595367904795	0.3813201680983236	-2.054512928477594	-0.7300250624029698	2.2167026918781936	-1.1124655386366802	0.03906929084381178	2.087237588031278	4.0978741594532675	2.626537080840165	1.2594115300933226	-1.3918728582571231	-1.9663613460070284	0.6785590322455892	-2.129547946935061	6.296305987686178	-2.326867476878444	-2.2776453346575662	-3.5977241012481285	-0.29748277152873115	0.24088445373137019	2.8671491307261334	0.5860385007580657	-3.8953197297938615	0.7996921039661782	0.436751088205624	0.16303846602410998	1.7998189382054417	2.9632709834397413	3.012473731051396	-0.739422592023433	0.6692475458401299	2.8827647721839122	-3.180517647072152	-2.9240057317692383	-0.6016871766615615	2.3380375420189563	-0.24710166626490965	2.8178434478895102	2.017449191700397	-2.647134876572846	-0.3730190424765273	-0.21188675594752346	-3.268937727269866
241	0.9722770061008363	-0.9754672792556548	-3.4002502278550626	-0.7247367256474322	-0.2958495178683458	-0.7139107958633049	-0.22163260348347424	2.5003159686127887	1.5349714350690724	-1.3038413004664233	2.4820584206957097	-0.8265767952408893	-1.259008930778253	-1.3761312610852352	0.02716541697583197	-0.5529958299190998	1.0971701571715293	-2.9634132590524747	2.8248020112071033	-0.19508079467134154	0.7745659071435607	1.7604026105601691	-0.2865058976064725	1.3464778040834928	-0.4759197722958217	-1.5083127868885617	0.5820535068373085	-0.5376704996348032	-1.320261688993571	-4.312867932876643	-0.8580938825495649	-1.8441530593925868	1.4779775144897773	2.3002732628135547	-0.6854967226601649	1.9155513189023599	-5.627201855415693	1.7419076110697884	1.819638362918032	3.552065420628992	-0.35873594810271037	-1.0897204181966584	-2.7746011380966094	-1.5528796949551296	3.9157305026188176	-1.2064981249462612	-2.3538010927493564	-0.22272455055789497	-1.5012401707064111	-3.9870103597133775	-2.6839117343153895	-0.11700662688346308	-1.2968248236692137	-4.80556396595654	4.319012323232888	2.083229728927968	0.6652559101719882	-3.1723560280568246	-0.19422576049729207	-2.5138713808438022	-1.6243388179461982	1.4368242317658964	0.22430519043577946	-0.9797228717014712	2.780073779138162
254	-5.178206641600968	-1.056692737017634	6.2690952286745	2.8082484421381153	2.066095730149657	1.207290018660021	-0.09550882535622718	1.419074619124972	-1.116918996501346	-0.5391896139070054	-4.6337882734435905	-3.8197100980395504	0.12171709340731757	5.715869248340083	0.7929792582490143	2.866861223785987	1.9264961136246868	2.260078238738375	-0.5973840952341702	0.28610710113093285	1.0873631794883507	-2.0471741054581325	2.785211548972958	-0.6117059562966235	-3.5864012041068034	4.388714393226861	1.4955317392266176	-2.7926642888618765	-0.6982197053706427	0.645713298796756	5.061645749698772	-0.28002438508046745	-1.0810540478618573	-0.5906310404601633	0.9581242196076076	-2.757609404556202	6.35657229664616	-3.2560064909611444	-3.402324600986705	0.4430505096972579	-4.28867943967625	-0.08502184623882497	3.7679845375711247	-4.44180428229135	-0.7047846309461044	1.212438792685913	0.4710774819936254	-0.7734336180648029	0.9778638646466369	-1.4178830028709695	3.666919780644862	-2.361755669296241	1.6047488261295753	-3.8762456084708417	0.5627727700131032	1.6908497986020095	2.073533795669704	2.9487939249151798	1.124811461205181	1.9046703133086411	2.3245598327559693	-1.8839323118507854	3.5423915114764926	2.219269797043237	-0.9774763014143366
261	0.8847437367658104	0.568771041445402	1.7552273581282645	-0.24041734593880926	-0.3252092462929548	0.12228369081601498	-0.5793469359364188	-4.590240918918829	-2.347411036570622	2.278695121303379	-2.893885294901656	1.3561626623291883	0.9759703457468658	-0.6469194621189525	-0.6341692790990316	-1.0956572324213756	-2.397323926308049	2.6145673432789014	-3.990151760509542	-1.3746931665429147	-2.046825729733993	-2.8046055424863954	-0.9480659997764123	-1.8556400362001608	0.7251259056017108	-0.23138004990549832	-1.3029301399120532	0.15107596885556923	-0.18487135038720742	3.8357513128871057	-1.8769464768667672	1.503065625222844	-2.647719877024552	-3.786394986002815	-0.32297901413251456	-2.7594020198947535	4.185715090315469	-2.231932526219228	-2.4215077696256513	-4.89059518419324	0.17346058533197084	0.8905314399454545	1.7119165638547293	1.7507934086458985	-5.270120129575549	0.578365380986841	3.1417882058949056	-0.6705008398998615	0.3054087938858572	4.279961666459645	1.4163781582828334	-0.022457301771986904	0.83415812373085	6.0702537463607245	-6.721102163749004	-2.68169819121983	-1.9454344559394339	2.969385811620271	-0.5024853975706121	1.3492347277450052	0.27509858564515477	-1.4558483573973011	-1.3497789370173505	0.9182270908744079	-3.5932126455321054
370	6.526615173536052	0.4636802618200576	-1.9656317303891342	1.189669710304743	2.189869319740888	1.3623301372096672	0.7701512456779397	1.3079145735867765	2.2700160393688047	3.8967206999264725	2.687582287239657	1.6940689289013346	1.025169998441119	-0.8919443799577804	1.9947494296174775	-0.34097963249372576	1.9800341883110275	-0.05464101961909873	3.1094883749739375	-1.0044021290411702	1.2995418500997706	1.4767265934898868	0.9697359858879049	3.072763246921096	1.49648184943633	-0.9503909508558126	2.68052331562782	0.17118439480682884	-2.5930953292434937	-2.7451593251594035	-2.4348010456165405	0.00016727336919208913	1.3074908230672977	1.6805292058060939	0.21518511920794886	1.8165842234199636	-3.9703209077714314	2.2926116043030587	2.032946444954619	3.9938452962092903	0.1762523966112708	1.3267057158340307	-0.971888041430182	-0.28858500028655837	3.807528960592153	0.7021779258626584	2.6773414065205534	0.1893001039875235	-1.1896344746939096	-1.3822645208313333	-1.438256644888495	1.4846320744358918	1.2225553207721442	-1.0026728833498921	2.178697452382887	4.8002362336698035	1.642144723662574	0.3962774969996343	1.6618475121645	-1.8211942401778538	-1.066001213320074	3.822294108566705	2.2108159005377006	2.9299066255168866	3.7754407573020066
