featureid	fun1	fun7	fun9	fun24	fun34	fun50	fun58	fun64	fun70	fun81	fun82	fun86	fun92	fun98	fun99	fun106	fun112	fun113	fun117	fun127	fun129	fun136	fun138	fun141	fun153	fun156	fun157	fun166	fun168	fun177	fun188	fun189	fun192	fun193	fun196	fun212	fun218	fun226	fun228	fun229	fun231	fun233	fun235	fun241	fun248	fun251	fun256	fun258	fun260	fun262	fun267	fun271	fun272	fun273	fun274	fun276	fun280	fun286	fun290	fun291	fun295	fun301	fun306	fun311	fun313	fun315	fun323	fun325	fun329	fun330	fun332	fun338	fun343	fun344	fun365	fun373	fun383	fun417	fun449	fun458	fun459	fun462	fun527	fun542	fun558	fun560	fun572	fun586	fun587	fun592	fun598
10	-1.2905933985910318	-0.6999828397782293	1.051585846488959	0.06828963171054211	-0.1834105069505552	1.2934974268189778	0.10106859871777657	-2.2577740816437335	-1.181840411052693	-1.6538501316476648	-0.4554638414270699	-1.018858486040561	-1.2887442465102146	0.7149907170595515	-0.3477565462147221	0.38288600301562276	0.391146316523112	0.41843505563988326	0.3086438417049376	-0.540238946682049	-0.7185602448387289	-0.5794664039063839	-0.044362448062837005	0.9251590269887369	-1.097002872669184	1.6840226677067085	0.35961216845576127	-2.3614143988145284	2.105300003294049	0.43093421218536476	0.15423290459988406	0.22787330906169825	0.20056541824040022	-0.7780078015828229	0.5965276580602682	0.21589227012709394	-0.1747423016233198	-0.7842391986527498	1.604317422596216	1.1800164390633074	-0.25784208354913424	0.9745881996694733	-0.07705669342600602	1.144268659366386	1.8513532188877093	-1.3771844261229504	1.4349619319494369	0.556186556477073	0.3441578476879751	-0.328396677445934	-0.2416565769400946	-0.4797570874636115	-0.31490541979826037	-0.1862646759038923	-0.926466032802671	1.547072871366357	0.9733161019861774	0.5710654686733121	0.3060118201567955	-1.258800492987267	-0.05530869696190207	-0.9957872633254795	0.44077984075911264	1.29624963922919	1.8049118307800696	-1.2546478471796154	0.33501482889131134	-0.4572193283892235	-0.3867893885915413	0.254293425362963	0.8750623400052584	-1.4314432989272676	-1.9169101407762217	-0.4173744791967612	0.6791499484234609	0.36737768203874094	-1.0464614348205852	1.23932153465795	-0.08430039172672031	0.8622344647094788	-2.7855125906242	-0.5553747233532446	0.47758292841141226	-0.7085067275876531	-1.0355508834701426	-1.5115550124182207	-1.128374919419604	-0.27610070664218617	-2.351144972017753	1.8895706103242462	-0.5230188875994725
25	-2.1737658048769086	-2.090549020771424	-1.2677424947092069	0.3920493480325802	-2.1422510720641834	0.05118539231552188	-0.22941335113085704	-1.3856669674162068	-0.2092317435968425	-0.2893445121534144	-0.1642186421418927	-2.60273085969638	0.548185929619122	0.24727297691112748	-2.578781762758414	0.8243213271925827	-1.0891007435911044	-0.3131325987810394	-1.3849671424291095	1.2193779610665783	-0.9940637520216498	-2.9184078725208615	0.26127958349212616	-0.870067134531304	-0.10077479959573998	1.0847198333537766	-2.0004565253277877	-0.11648176494980023	-1.856249582158462	-2.1875349708856318	1.338367667389927	-0.8998657626191797	-2.455174695742053	-0.5911217380535676	0.6279757381089528	0.7680160515325696	1.405439424500442	-1.042133926606955	0.0645026468363914	-0.3373576146617694	-1.0276705345390438	-2.061609631896127	-1.092112836975612	-0.04231090668365911	0.7382507888701566	-0.7278178088411044	-0.8789526840748965	-2.3615547698882153	-0.3775789870343049	-0.4754347657131464	-0.9638473247641366	-0.2133891809418184	-2.5743805748016166	-0.48629108741362304	-0.15453422262278027	-1.1349630078833062	0.11787294712466356	-0.531582758166808	-0.7544075348681644	-1.7493895123852181	-4.705960620610434	-0.1177837534964572	-0.46579355767399083	-0.5640207156797699	-0.6687058106032062	-1.7012913675634533	-1.717212008072329	-1.1163437190671033	0.20003299644758654	1.1687814217440409	0.382628267627708	-1.6843206501420922	0.3862130743683656	-1.1218651046552686	-1.6213445815386045	-2.069695804267202	-0.8466479665751749	-1.5037091575616917	-1.174241035705018	0.12500961537916644	-2.1095053507148354	-1.422867984305037	-1.587024287460356	-2.0204376530737114	1.0966163021418467	-0.19536437194589373	-1.3939776291707737	-0.5678756975726085	0.5886399031981377	-2.9512397384921965	-1.7653331465242843
34	-1.2564562311067602	-2.0067475103368224	-1.7895690161541797	-0.16760535473890806	2.4195073004246086	-0.24098105215148458	-1.209245478452712	2.268379476444822	-1.7046828000730279	-1.0767015496788226	0.5265908962288892	-1.0787440052280393	1.6763204849556084	0.9987092003614517	-3.123352723023272	2.32268544366246	-3.058519623258637	0.48215150649544714	0.1314595080292758	1.692817175054251	-3.0889480163713827	-2.6611930880192802	-0.5323639686686555	-0.12483597410511038	1.51699484375447	-1.4462925679039509	-1.6479813661696139	0.7391676012080253	0.6367857971529407	-0.7107828645724636	1.6240473218244176	-0.4285718116857047	-0.3648494386158361	-2.3466545313558687	2.4427274187144623	1.1992038816801036	-2.6617735974878314	-2.5561013674924853	-0.5123041683923033	1.6856833501970427	-5.624121500905474	3.845841185416703	1.0710133456002204	3.7666367721426184	-0.4938788976024142	-2.707884657565034	1.086161425068567	-1.5976526017568982	1.018742236467999	2.2436798894099925	0.23139352387714215	-0.37352244179277144	0.032742746734766515	0.9204263752183285	-1.807326962298968	0.04688579906013657	1.0202852897776533	0.7065891777838575	-0.8987541955981585	1.4062351644035749	-1.9050825146209642	-2.7080810732013	-1.5309382194875263	0.6362199679998619	0.17388955830161756	-0.8011083319076204	-0.32218430005047066	-1.1392341655143978	-2.2042421678717012	1.725103235586342	-0.5281624225797001	1.260988091881866	0.9057340485478373	0.3409237751711699	-1.9776639744986793	-1.1087922197808049	-3.2106262463385984	-1.6150832634093926	-0.6087009244548885	-2.2010032311335284	-2.730926394291493	-0.4178565100429862	2.6784375881380815	0.5015029713970725	2.0736182887967067	1.5559506245076449	0.7794988274903312	0.3951160599823024	1.2591066432337144	1.1849269091162897	-3.2228642784255586
70	-2.0979655662595578	0.4937905543833063	-1.7441638034286797	0.3503290927729472	-1.764171652973101	-0.8083715067158876	-1.5148398968584316	-1.0661148242547989	0.4708940776200934	1.6378341258367726	1.6040214240354767	-1.173538541109191	2.1556812238395713	1.0976083751686865	-2.451776029621657	2.1490007384285383	-0.500540211189928	-1.3049706519478736	-2.4668664022290683	1.7368506878756007	-3.1112070252934245	-5.837865670656656	-1.5923038296166008	1.210698743970887	0.5353337687083968	2.9468516609031052	-2.539758520636884	1.0640004861122008	-3.5586802912629025	-2.8475708375001236	2.9909238246399177	-2.247287615765916	-1.9847179227631608	-1.4829153509213624	2.753435539167794	2.2995088290076735	-1.1879497506198038	-1.3259963696137325	0.5320044208372623	0.2996302561535351	0.2538729918995341	0.32878881188640874	1.1446447198865106	0.6866684440605406	0.6712509256235606	-3.6658339539829696	-1.810279626025473	-1.7000676017035414	-0.29700165662267175	1.6310600877310752	1.528694181904152	-1.2896620044477167	-1.8491039178435658	0.08041047793464626	-1.2134848147386348	0.32069447464982037	2.158110605173934	-0.6275586765112178	-4.151060237715036	0.25064829812449396	-3.915052492779724	-3.0053661603222306	-0.13341736038927937	-0.36448750443992917	1.3791937576019044	-0.5190247366705296	-0.11588618036319404	-2.2606992930154646	-0.3306253523918271	5.009575448949264	-0.5020718027849358	-2.4402948427858897	3.5006236434295124	-1.5919473790627903	-1.92966203275008	-0.33909154751136	-3.2613491489526676	-4.642546867806095	-0.824289946563112	-0.12837003723887364	-2.732489123913397	0.8165171018786265	0.017087948809849096	-2.3238007313038436	2.2437179853243996	0.9380324588347788	-1.1143189312779298	-4.088196467002686	0.40317116383742846	-1.4580728305114574	-1.447802357302593
121	-0.3041322586507973	1.681038521520261	-1.9116586295622071	-2.8513928825824375	0.895827279299009	-3.2530143191054055	-3.591210392542133	0.006378546864725276	-1.9588534382537364	-0.5787762353720141	-0.4389051956650522	1.422335032072767	-1.0368252094904957	-1.5863307836266571	-0.31967237459505093	-1.4213061522482586	-1.467280889013019	-2.7944232475977993	-1.8303577365767254	-2.7337890570413466	-4.023133994982356	-2.596401374489662	-4.448618744020587	0.41847824146476187	-1.2702261898729372	-2.201676114051681	-1.1521993887796143	-0.9607669663000638	-1.7649781073975817	-0.8177878777574124	-1.8521103118276552	-2.731923674409788	0.581143228764204	-3.1464272521923045	-0.45699993200576683	-1.4680703795208323	-6.889802138973233	-2.1722475422814496	-2.1373500722431604	-0.9806467140356709	-1.575053968483717	3.002861261819636	1.1113407201661898	-0.6652474046343959	-3.3320542985361143	-4.947299987037981	-1.983980651503866	0.3309218537560342	-1.6141659483055304	0.6469566379502287	0.9874416986290685	-3.198292387445358	1.0439518572244124	-1.082872859011954	-3.619321952632731	0.17667482684745162	-0.3665926940137767	-1.6930491900953446	-4.865311931594437	1.6854349359383232	2.856616834629375	-5.549968391961732	-1.9606174266730823	-1.4115022684905605	0.25084816195385495	0.31572589673365425	0.8330665840146969	-2.502567590426223	-3.622573946629146	0.3355763146361362	-3.70146700082688	-0.9168868869612448	0.29956061459566885	-1.4985577904494631	-1.4324938853463745	1.117991066057789	-4.47993804865866	-4.027111969558069	-0.9500548245710977	-3.294548468827884	-1.387077250716211	1.0760276658554373	1.4829627787998843	-0.35136748212762203	-1.932250764779019	-0.7081794505763783	-0.41405930097903854	-4.834686179728011	-2.8096654790474203	2.4347233056667763	-1.0357395055655045
193	1.7091353174378965	3.919607887335811	2.0265418112423026	0.29621032951292164	-2.50987491657177	-0.04478505586560466	0.8926237861714128	-2.3686973979212853	2.521545847506766	2.4344808913450473	0.4364862306126474	2.2181690352303898	-1.0274005918920357	-0.6209696787046945	3.962170510461748	-1.9566850627872412	4.09613639966962	-0.9646469356128791	-0.5732343511145899	-1.6370904850252577	2.708996660825517	1.8149975829184726	-0.2212528427946246	1.385409009906134	-1.3373511835888672	2.8012551552435125	1.8418394965450982	-0.12042533570157232	-1.4982476467920303	0.6665822777557524	-0.9620849970147789	-0.056079121284302286	0.8565837746053808	2.463503176498791	-1.6745372501946405	-0.509290597342795	1.9004963662783187	3.0418993050497094	0.9757689942441488	-1.5407798510450015	7.514854853850136	-3.152535312587933	0.052569779422996066	-3.9740310988697285	0.6580993316110066	1.8201841907165939	-1.6437578030619144	2.420968018643491	-1.0366497862187805	-1.4226660670715379	1.1843510217301902	0.010114754649093116	0.521885003613872	-0.6596097116532608	1.7256108196777424	0.8548915684372851	-0.018163087674393008	-0.7559783062335967	-0.5792690514744928	-0.4539013474375526	2.9034368161724506	1.8335971059289315	2.131107185927479	-0.518445655350718	1.005639361814886	1.7407303796374143	1.3864651959828642	0.903112172056365	2.467286617215646	0.0733927471627635	0.2785553069325575	-1.7335689018033333	0.6886496861645524	-0.5028727685565616	2.347179761088342	2.3973639848257053	2.6952431038597306	0.4204607054919314	1.058884686479601	2.6066683498477303	3.0993025032133232	1.833662455243387	-2.185385899128646	-0.5873265562367966	-1.7543700617569984	-1.118440546946562	-0.6219219918392467	-2.1855900294988553	-1.4726041143142372	-0.4446751717091222	4.165445523605337
241	2.1889017179636916	4.234324290068102	-0.05115749021954774	-0.9935588096658416	4.757014528696213	-1.4065391435070422	-2.0479825656567643	3.5052140620846024	-0.3169247095089136	1.5050937535181041	2.1552237476464513	4.3469215954868865	1.6704214042062	0.8828867747122917	1.6620342831573145	1.370497948916418	0.016646269576942985	-0.5603145576921797	0.6866459483150062	-0.44482606954457915	-2.982500254609514	-0.7568834183164022	-2.9360590546696654	3.1001953284387844	1.4938056337693648	-0.8048069682539187	1.0401768102700042	1.6061374709773477	1.031371386851193	1.7716564078773034	0.5303902905671307	-0.6489663513200781	3.5670626993011028	-1.8163558740118857	2.5728512404174926	0.9676704824644362	-6.711525570269139	-0.6514209814014801	-0.2012020335414506	1.938221750950041	-0.9471110983126023	7.644307325982031	4.338411389843269	2.9070790870734804	-1.7334300129691655	-3.9930445456061805	0.7021061060925902	2.859457627755788	0.9969670898204984	4.037729606756731	3.8958703122672054	-1.3269901133208044	4.258739034662573	1.6064168719984409	-2.2900514143270163	2.9342767771690816	2.335182618125855	0.8396733245751817	-3.3097513523432216	5.259638882526882	6.218682080935977	-4.829502087844557	-0.2049475350192655	1.151527851367609	2.9567737040694677	2.9490412254938256	3.707864817166276	-0.5628029416510446	-2.500682971840707	3.141066072213963	-2.0940275485492625	2.1767325485748996	3.0105020630052506	1.0799332869010225	0.5238864271825352	3.8649261132856245	-3.5851916871189213	-2.398350349671528	1.4234707471605015	-2.1014440245166615	0.4425833663208545	3.8928583784925284	5.3977276186283705	2.664919488605144	0.6355591023551255	2.179962782669243	2.540834937669738	-2.9004023992297303	-0.5316212397710025	6.329273284969351	0.6161528375665642
254	-1.5226479758650553	-2.0934673104070924	-1.1019824490501862	2.2609239045172562	2.137324743168921	1.8047151798298158	0.5403786318564159	2.783798023749634	0.13357813645696703	0.7045448309238516	2.4107883583851426	-1.7590261908580556	4.288797027178829	3.2837208100361917	-3.7840914133142274	5.2105223951679225	-2.12897353203877	2.1250208654326643	0.6433412132837641	4.982274305562134	-2.144444977065005	-3.784055924355644	1.7072322561331825	1.0354281236376868	3.415687300250471	1.7979227958288624	-1.740871389363392	2.648953101028375	0.6254222323563159	-1.020643041138188	5.076985381372755	0.5972697664975954	-0.9286807859685573	-0.9500810666835777	5.146181769732167	4.052154504689037	0.7999258673785961	-1.6142325792795136	1.5937841303310376	3.335073937626638	-4.5668129561966815	3.690026172445354	1.979930988156599	5.696659731624781	2.3083476393302647	-1.5146617990372335	2.1241003709777146	-2.0356210356540525	2.617882149841196	3.7811361525345037	1.297516568701885	1.3848566387973336	-0.6566345770844346	2.4204676847892888	0.036735810976709304	0.9056595588991467	3.2055423856944234	2.14283648953541	0.2250006265474428	1.6050732047334035	-4.814849797694416	-0.8673734278244937	0.024881237876039075	2.049697033124416	1.5426402493263274	-0.5405000852612962	-0.07066669894124805	-0.32546736127792986	0.03874833401657807	5.065304324061547	1.8713979835081327	1.4449318664542146	3.405478453901128	1.1455368738813956	-1.6563880480463493	-1.213095460185793	-2.117984525183416	-1.2625890838318947	0.18223103978906952	-0.02675734942190111	-2.9290551702714813	0.16501549348907385	3.0185657708122418	0.3576855791790612	5.245750802588409	3.3687585789057763	1.3112432622939907	1.6900744613794407	3.8636767949361683	0.10543643852483786	-3.01585443616574
261	1.722702059369911	-0.34143923489581574	-0.09139391357628601	-2.7262458786960138	3.6152371679093878	-1.6143379956158057	-1.36203729887523	2.0522850381636046	-2.82878290056343	-3.026863838958845	-2.2583305240021256	1.8978359156678049	-2.922140398427695	-2.279643945442759	1.4167830601229363	-2.9421153021390274	-1.8038150448752852	-0.383435125979662	1.61477656837508	-3.627190536761187	-0.43404587352630664	4.1391830551028335	-1.6216423731396867	-1.4085097464732157	-1.149167968168425	-5.971577203156988	1.499249318747093	-1.8814456208395627	3.2074878338712853	2.4888361510908315	-4.568601143126034	0.4714578651397603	2.569783333414668	-1.523235682419199	-2.945265940918723	-3.6016248103872592	-4.7222087313256305	-1.094175535971492	-2.5717575785027993	-0.585917210693901	-3.8182355866848146	3.107368143838056	-0.35542696922349465	-0.02185642470432092	-3.6020387381583703	-0.2665382897820039	1.0629895567299792	1.5533395943916024	-0.5659537266990339	-0.8339011796258087	-1.2485932233413455	-1.0280674198023323	2.893541555409233	-0.6858451041430856	-1.9875068308841495	-0.41634287800852143	-2.7007446103527815	-0.336683525151694	1.0982830913981108	1.2994275282198755	6.00258858086197	-1.5206277250629059	-2.0172711459054846	-0.4871593315756062	-1.6229194606614514	0.3961634473432094	0.45657031017213884	0.3771057584230465	-3.238399464345232	-5.443040187215065	-2.4295661741415016	2.688289710803306	-3.919213675078834	0.8558020608547617	0.41197024357129974	0.6310046282749915	-0.6260082694927713	2.031042048040309	-0.06915609685406575	-3.2520997858603398	1.1492994564998478	-0.55697495242441	1.9367357380806536	2.654978821043808	-3.5241468712600175	-1.2245541980499155	1.2228321949463479	1.5501430631004707	-2.1987342782182253	3.863610960932083	-0.38225799222504697
370	0.22767510998373175	-0.6888852615867227	0.35537296402370866	-0.5887052437295599	-0.7278257275246607	-0.14650347827047971	0.31970648636896265	-0.847785969217782	-0.4041270825518617	-1.0511949431564667	-1.3734406606780247	-0.2815693301067901	-1.7315358716304747	-1.1921117337176081	0.7169722346047773	-1.8261871554027873	0.1449924049597729	-0.16113752708671503	0.21459171872630806	-1.437915081476795	1.2766671946484411	1.9865406346128172	0.2912955244221747	-1.193237488167668	-1.1283009201852796	-1.281626345726005	0.529401645412552	-1.1790925756225425	0.47484434303583356	0.41722431830622875	-1.9335059692815657	0.3343140245059186	-0.07295906963274754	0.4955294475427454	-2.1448376390644364	-1.6499114628942173	0.8013813409377559	0.39390987422661083	-0.6518715320105561	-1.1141414676340837	0.40874426448211904	-1.9189941336441048	-1.4691523138395264	-1.6871174301234786	-0.5933116685099051	1.4765010122518043	-0.18646204922145393	0.09683007099435004	-0.7186582583016373	-1.8234178515330408	-1.4213956710566784	0.04278951185670715	-0.23921023079786408	-0.8750600945457129	0.34105503820619654	-0.9041234112067096	-1.6698914854494342	-0.5377622019153621	1.2709569779363026	-1.2817255154401561	0.6791280699313785	1.3066998517073056	-0.2371796408045727	-0.6410183260747835	-1.2964893551503007	-0.4563771468512907	-0.7400490127524824	0.4603278561109867	0.11864102560078404	-2.8414833887433195	-0.15125156372307158	-0.09811557896547374	-2.157457601787642	-0.15298354948058368	0.41245709730768043	-0.5346418382084308	1.394761370799778	1.5002904125553884	-0.277047308556157	0.015841462349538205	0.8392125170470974	-1.0580675659126841	-1.4402727135845903	-0.04115198212918081	-1.7582809552418301	-1.3236348231947277	-0.5004062156284088	0.9917975061011486	-0.8871330818635395	-0.7343158082337409	0.4620008983798539
