"","S1","S10","S11","S12","S16","S17","S18","S4","S5","S7","D05E01","D05E02","D05E03","D05E04","D05E05","D05E06","D05E07","D05E08","D05E09","D05E10","D08E01","D08E02","D08E03","D08E04","D08E05","D08E06","D08E07","D08E08","D08E09","D08E10","D14E01","D14E02","D14E03","D14E04","D14E05","D14E06","D14E07","D14E08","D14E09","D14E10","D21E01","D21E02","D21E03","D21E04","D21E05","D21E06","D21E07","D21E08","D21E09","D21E10","D28E01","D28E02","D28E03","D28E04","D28E05","D28E06","D28E07","D28E08","D28E09","D28E10","D35E01","D35E02","D35E03","D35E04","D35E05","D35E06","D35E07","D35E08","D35E09","D35E10","D42E01","D42E02","D42E03","D42E04","D42E05","D42E06","D42E07","D42E08","D42E09","D42E10"
"62023",13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,18.4881618038256,18.7071434019809,19.0492742493375,19.6969946851473,19.1509124488773,18.240111182592,13.7059563094615,17.0213921034013,14.7059563094615,18.5906637963027,19.4831328195324,17.9479279586255,19.4904924925732,19.6314737254174,19.5448871025281,19.5610902592471,13.7059563094615,13.7059563094615,20.1005661006946,16.7622782140879,18.6857890716169,13.7059563094615,18.8253346005095,20.1436273496961,20.2254922454322,19.7202759932742,19.6478483634995,19.9323142499185,15.7404132320333,13.7059563094615,18.3956721930046,19.3092498491404,19.1188751882537,20.0074010034682,20.3543871422739,19.8984449184909,18.6374668718431,13.7059563094615,13.7059563094615,16.8301685540863,17.9390568865713,18.6949665454263,17.4032617299181,13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,13.7059563094615,19.6572451684152,18.5445343485181,19.4793401679768,13.7059563094615,13.7059563094615,16.1226258092505,13.7059563094615,13.7059563094615,13.7059563094615,18.8960041695365,19.0688622312597,19.1414610712734,18.2626362683931,13.7059563094615,13.7059563094615,18.8680237161183,19.5156632684822,13.7059563094615,13.7059563094615,13.7059563094615
"62038",13.6416566581982,13.6416566581982,13.6416566581982,13.6416566581982,13.6416566581982,13.6416566581982,13.6416566581982,13.6416566581982,13.6416566581982,13.6416566581982,14.7571816328167,13.6416566581982,16.2940463132715,20.1931439133624,20.5367120243858,20.6515772976146,18.8066817723572,18.7507298813959,18.0136170976477,20.9909286928371,13.6416566581982,13.6416566581982,13.6416566581982,20.1191779785507,19.8495364378868,20.6525955530983,19.2518406543917,17.5570373279583,17.9359189425855,17.8667295634607,13.6416566581982,15.6159169520151,16.3654680936591,19.0957034928771,19.2611078315842,18.5231790569139,20.1361375226314,17.3854917054724,16.0244471240406,15.5133575001684,14.6416566581982,13.6416566581982,13.6416566581982,19.6021841462604,19.1613877969054,21.1417635235226,16.7022538671511,16.0440525318013,14.7659594203009,16.7673309880189,13.6416566581982,16.0727397417849,15.8247598989541,21.0942117359079,21.2604423639536,20.901448812266,17.9522122863949,19.9820437982546,17.0522283933474,18.6861619454518,16.2130282543395,17.3226675683261,16.7390817669553,20.8814851824193,20.2812406983934,20.6042500659321,17.5097286206389,16.2529425629216,17.8773320691649,17.8127601733592,16.8600563878443,16.8090395646217,17.4045844524616,19.0763850411257,19.3968869480275,17.6684626040417,17.0506245548775,18.7425265504031,16.714741895401,17.279465491794
"62048",14.1889751197842,14.1889751197842,14.1889751197842,14.1889751197842,14.1889751197842,14.1889751197842,14.1889751197842,14.1889751197842,14.1889751197842,14.1889751197842,16.84537978641,17.7153989977673,17.4693953909019,18.4552148264892,17.3358177539915,18.4335854411505,16.1437220034474,16.5547686977281,17.1300275195175,17.6664320688143,14.1889751197842,15.4518550283978,16.459303532781,18.3579600072193,19.1778939538732,17.5365887223866,16.9875638020901,17.6883117863052,17.0221076883096,17.4985142295911,15.1889751197842,17.6374527204208,17.4480436912019,17.6541465076152,16.5891537007769,17.7681003064388,16.9837061926593,16.2931482994732,17.6467063583414,17.9247429275145,17.1648774723985,17.6204346326727,17.4486970875329,17.4640989868414,16.6766595804431,18.6082114988867,18.4124375319483,16.3656047869383,17.5367177149929,18.6299364221061,16.9035641505448,14.1889751197842,14.1889751197842,21.2641860005464,21.0515116660487,20.7121961523403,18.1602998490885,17.4639872743477,19.2621912151788,18.484382367081,14.1889751197842,14.1889751197842,14.1889751197842,19.984899595867,19.849847933513,20.1590743102121,17.7357212791827,18.036458044473,17.3820582522162,17.2712988769884,14.1889751197842,14.1889751197842,14.1889751197842,19.9538653556176,19.254218985034,18.8196084394816,18.3899421734846,17.8110296839654,16.8536141463561,18.3089744425821
"62056",13.6222234496786,13.6222234496786,13.6222234496786,13.6222234496786,13.6222234496786,13.6222234496786,13.6222234496786,13.6222234496786,13.6222234496786,13.6222234496786,13.6222234496786,13.6222234496786,13.6222234496786,19.5812300099669,20.3368159794131,20.4100372195133,18.6781290022229,19.0885967526234,18.6226989017797,18.6973273403462,13.6222234496786,13.6222234496786,13.6222234496786,19.308858933861,19.6389237253597,19.110699946575,18.6288762394717,19.3807929015734,18.3267981193919,18.7163405461785,13.6222234496786,14.6222234496786,16.5587794290405,19.3564197300017,18.9651473294658,19.0090932423485,19.4408326781224,19.1115814500515,18.7807031532754,19.2354182730239,16.6022058986565,15.5249701504498,15.9796708041514,19.3754637309579,19.0092053497446,19.5254080176703,19.0986875268913,18.8080309011742,18.4774816011201,19.1175112108286,13.6222234496786,18.4648528200006,17.7325848117623,19.8697173316101,20.1654885254648,19.4655245562259,19.9131377691113,19.9131114664782,19.3906643944036,19.8811169487566,18.2817444273647,17.7910801978585,18.0855035800283,19.6122781935841,19.5764511311247,19.1581658776345,17.6958603653871,18.1731549626449,18.6884962021044,18.3340681043404,19.0414613064614,18.5265794715344,17.8864348792261,19.4406360244344,19.1659521641109,19.0848083878044,17.9685880511411,17.7912010518934,17.6879497163535,17.0931286663198
"62057",13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,17.6293921974661,18.0813429981779,18.3308643722445,16.8152331740631,16.8456248072649,16.5972960504485,16.6927108428161,13.6618337562292,13.6618337562292,13.6618337562292,16.7778588807557,17.8812812837078,18.1424162301058,16.4806324450251,18.1904516644973,16.5047414146251,16.7290364952082,13.6618337562292,13.6618337562292,13.6618337562292,17.805151862898,17.6198545799089,17.365288664073,16.8857916856666,16.7341671317943,16.3340812018698,14.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,17.0537562225621,17.3415535698172,17.5192139103586,17.0048678305435,16.483674095035,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292,13.6618337562292
"62113",11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,17.7598296817502,14.799231021061,17.4466471739498,12.8181827049486,16.4026790145389,14.200438879598,14.2381061374321,11.8181827049486,11.8181827049486,11.8181827049486,16.7756874336652,15.2918901403386,15.4037110924503,14.8037779695538,16.2832330784132,15.964385996436,16.36201228916,11.8181827049486,11.8181827049486,11.8181827049486,16.7347757633986,16.0747268533229,16.5674659462988,16.0971062431102,15.8838842416909,15.6949563465663,15.989682761679,11.8181827049486,11.8181827049486,11.8181827049486,16.6338041014813,15.0662153534674,15.6485822833637,16.2705508419328,16.7027273365422,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486,11.8181827049486
"62261",5.22832116346719,5.62320229438187,5.16421889368491,5.44715121729526,5.37607675584711,5.68477442392234,5.23413270566506,5.41113096471615,5.46567910611093,5.54045491682573,21.7728743126098,21.4914377098992,21.4108684693002,22.1059868131746,21.4030957840615,21.6884513809883,22.1535903765349,21.8830362588803,22.061912360227,22.1040762465806,21.2498269785188,21.4465033083545,21.6530287285002,21.9453030842131,21.6333198777127,22.0093065123562,21.5207563013231,21.7343346137857,21.7986992135754,21.5875046855944,21.3968994874954,21.6483255416611,21.7474075118783,22.0954269644413,22.0305314273318,22.2812358866507,21.8771612911708,22.0774012077755,21.8785957970689,21.6060563389574,21.029149702757,21.7959591782917,21.415865014405,22.4589204581943,21.9017099011818,22.2641819908143,22.3766958789263,21.76508088358,22.1062364007092,22.1545010757984,21.7884475216118,21.8925135418465,21.5575875694377,21.9883469870776,21.8068634593548,22.1763165264606,22.029428108277,18.9400525898207,21.9722425632626,22.2025877951986,21.3474651180265,21.3855928136014,21.5808800532834,21.4877281823188,20.5126845307482,21.573486321933,21.194424430599,20.940644807687,21.5584351944089,21.2213269148411,21.4579344053301,21.3324141317535,21.3640951031538,21.1745331897004,21.4295043076268,20.644831510721,21.6697998615574,21.5649263061517,21.6942915653673,21.7594176667078
"62262",13.7405186421119,13.7405186421119,13.7405186421119,13.7405186421119,13.7405186421119,13.7405186421119,13.7405186421119,13.7405186421119,13.7405186421119,13.7405186421119,18.844883491689,18.7625085648676,18.5749039098884,19.5517514379008,19.4325989885388,18.8647634892846,19.2547702901212,19.7289916709327,19.6433207153001,20.0251625476922,18.767699536267,17.3617896021315,18.9333391119436,19.3831389416821,19.331389344974,18.9880327929755,18.2521526006963,19.3448745171958,18.9148347363057,19.6031554335792,17.8773919864774,18.9408899405472,18.9213789822604,18.7984180078654,19.0349064042867,19.7740550916935,18.7548711955681,19.7320365535687,19.8426112238762,18.7666486019789,17.1496677436943,18.4935701273339,18.0222648526021,19.3319359885091,18.8173178425453,19.1761244401823,19.3613826812785,17.8239331698743,18.5858904499205,18.8978808991393,17.8083106324207,18.8259773736796,15.4846970430787,16.7906539475539,17.3113403355852,16.6526209346382,17.5047802016503,13.7405186421119,17.08278315876,17.0520266838903,15.6329100229284,14.7405186421119,15.6006098524467,16.3834680534175,15.6557543101442,16.2100815140223,14.9298131846641,15.2772147404118,14.9611783496043,16.1445785865339,17.0371393796592,16.6171804588992,16.3426129384584,16.7188137889621,17.2892714508413,16.3052067590087,16.9568412189273,17.148009775753,16.8660352503652,17.2685420003001
"62263",14.9344741147199,14.9344741147199,14.9344741147199,14.9344741147199,14.9344741147199,14.9344741147199,14.9344741147199,14.9344741147199,14.9344741147199,14.9344741147199,21.3112483025403,18.1131673091096,18.1896798034802,21.7813981370641,21.3718393780914,20.9832281372416,21.3959989811258,21.6862602791421,21.6873004955443,21.6690039727609,17.4408205147545,16.5165926237206,20.8678254451895,21.5508017307301,21.3588094634051,21.771447154064,20.6687274716745,21.5686051473499,20.9302832770289,21.0081967534601,17.5292093865887,17.3772020558862,18.0692189781824,20.9436580526339,21.8262947731474,21.3283675918215,21.1959921023918,21.4104844769283,21.2222825448075,20.9029329650634,16.8943322685446,17.7413945654216,17.3157156580222,21.6690619490534,21.4955813226942,21.7545882467951,21.6510367962066,20.9848272964948,21.2350395613656,21.1336132264601,17.3687281142453,18.3819442260429,16.6315039219075,19.9123177781995,20.2438573385562,19.9821594203059,20.6822573890322,17.269930225865,20.8772998625812,20.6029262614695,16.7673051214483,15.9344741147199,16.5622871499365,18.9446119847858,18.3075343653396,19.8195148896032,19.2332358106994,18.1279288486619,19.5579591091595,20.1066332230895,16.7342994648563,16.6940313501856,16.4413069695002,19.9159727178867,19.783129336121,19.6394926302346,20.511293246538,20.3628417099634,19.3499226161848,20.0032008273745
"62265",17.3519054414769,17.3519054414769,17.3519054414769,17.3519054414769,17.3519054414769,17.3519054414769,17.3519054414769,17.3519054414769,17.3519054414769,17.3519054414769,22.2063934799823,21.8769725130232,22.4218485913517,22.7743077028055,22.1359985475157,22.2718189090599,22.967416607191,22.3689625175889,22.6544059306797,22.3611347245403,21.6240176397905,20.8498601476574,22.1443952981148,22.3224964887553,22.5311601158102,22.7082842567642,21.8990788079154,22.8672019958426,22.2706007420141,22.1677161242016,21.7988941665135,21.920528409735,22.6813394410301,21.8192731910033,22.3513878827123,22.4001998450438,22.1433576770012,22.1775402855493,22.2465930352112,22.1652041971223,22.4666859019073,21.8828728698363,22.3630714554452,22.4775581834397,22.3950673089872,22.7187051089135,22.3957890609391,22.4224015441031,21.9806500326372,22.3110672686066,21.5051282685317,22.6807380947461,21.36088726086,21.4699716446843,21.4245610088493,21.7166863522672,21.8489159183791,18.3519054414769,21.7503610613934,21.4741168626123,21.4580455858955,20.9753127174694,21.0916413447282,21.2366250453311,19.9705904196545,21.5113371667885,21.1642999243571,19.6924792891617,21.3510179300686,21.4541180255123,21.247419948625,21.1463474139806,21.2021579092796,21.5588789008211,21.4433093336544,21.2851741606623,21.8084995774716,21.7441012957067,21.3364335532564,21.66966104518
"62266",13.006676715309,12.874020767659,12.8736363565081,13.2784494582205,13.2199247688628,14.1104833098162,14.3496958956584,14.4522412404308,14.2938308409328,13.752589717641,17.1654762578689,16.8190938400658,17.4708812596965,17.5727298284292,17.1583828687534,17.3627999827604,18.273836567734,17.2014922003307,17.739774018498,17.1933617236081,16.1558854982551,15.9041171304116,17.1172981313725,17.5007174180945,17.4551827123622,18.1456038253091,17.493847632954,17.4819964646267,16.9364999194823,16.9611444279164,16.7015501398649,16.9005012776769,17.5096435800041,16.8766728144374,17.2935794158569,17.6297479230848,17.1874583999899,17.0844450944376,17.0630790357856,17.2310711422273,17.288821025281,16.6603720096343,16.8863396093836,17.0886019282574,17.0050981782397,17.9291774859726,17.8793618796388,17.1302186136125,16.8235787123336,17.5459750033797,16.3702787306209,17.7920403900284,16.0449276880556,16.2936512560641,16.2635993155554,16.491179806794,16.7955704335211,11.8736363565081,16.8709185326426,16.2409031068898,16.0919105312891,15.9047051742779,16.3526469520657,16.1067878328566,15.094819961256,16.7568299291271,15.6761499231883,15.0692399605486,16.0912287527363,16.4554235508919,16.0890366152417,16.0640901377844,16.0488274133639,16.8493440099253,16.4690694075347,16.6387187232833,16.5611238304633,16.3453532655123,16.4330800703536,15.7548875021635
"62269",13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,19.1421519413367,18.8883270634253,18.7722082392954,18.7390257130089,13.9973118160227,13.9973118160227,18.9958251056773,13.9973118160227,15.6896158511574,14.9973118160227,19.0132954088838,18.6414908524702,13.9973118160227,18.6555237355039,13.9973118160227,18.8642133545627,19.3369379858015,13.9973118160227,16.4969941712419,13.9973118160227,13.9973118160227,13.9973118160227,19.0555843071761,19.6071063202688,13.9973118160227,19.6663280395597,18.8601503773559,15.0150665332303,13.9973118160227,13.9973118160227,13.9973118160227,19.0004924742477,19.0909549176386,19.5569868279973,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,15.8573735906099,17.6768936869377,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,17.5066252589133,17.2479923947026,16.4587430234143,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,16.8899435685794,15.9272224027246,17.2647541242083,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227,13.9973118160227
"62270",12.720564916568,12.720564916568,12.720564916568,12.720564916568,12.720564916568,12.720564916568,12.720564916568,12.720564916568,12.720564916568,12.720564916568,20.8023806769474,20.4790193856009,20.8539681525261,21.8144901542016,21.4189900885516,20.9451373077083,20.9021675213438,21.662954295448,21.7840484909885,21.640711398443,19.7651581968541,19.0950982161696,20.5828871272243,21.062795194255,21.0414726699254,21.7104735091174,21.1450800989543,21.5613504157419,21.2351418466895,21.1323729560681,19.6944701172602,20.0043617591393,20.6875269017656,21.1353911568125,21.663073339622,21.3274819241526,21.7335735514078,21.6121670346913,22.0847642784894,21.1958299462886,19.5149085688028,20.1832282868022,20.1155275942277,21.5077936725597,20.9105636845418,21.9998417672842,22.202748595813,21.3249869665128,20.7107686052294,22.1344683103063,20.3964657675933,19.8184526731129,18.6196647589182,21.0960034614619,21.121913511281,21.4133567660847,20.2903980248886,13.720564916568,21.2896710857732,21.0600223342,18.3721466277547,17.7726882940606,18.3511462917333,19.6489227796492,18.2494514521536,19.8775372756268,20.4657268131347,21.2960199782416,20.7463978663649,19.8181655376345,18.4470347824665,18.14190755581,18.2213086219211,21.0233124028734,20.5617037431603,19.3051332647805,21.220048803021,20.3667757602174,20.7343871288257,20.7757557426899
"62271",14.9486181846662,14.9486181846662,14.9486181846662,14.9486181846662,14.9486181846662,14.9486181846662,14.9486181846662,14.9486181846662,14.9486181846662,14.9486181846662,16.8761212063193,15.9486181846662,16.6269780616829,17.0135843868123,17.3560564403931,17.2291192206586,17.838323737602,17.9332584178542,18.4615473917625,17.8332113023233,16.7973322214982,17.9942760844077,16.1991738787504,16.9025988693855,14.9486181846662,16.8699672879071,17.1170139764677,16.8061593931064,17.6694041347821,17.501355169623,16.889206857043,17.4533269077954,17.0759700201735,17.5555028365087,17.4568917959279,17.4771020880939,17.0887882387169,16.8063859904676,17.1450962738721,17.5717304270611,17.586700541941,16.5919605582362,16.3560220413697,17.5667898890303,17.0195364351638,17.0530667777603,17.2842999800294,17.5509496501098,18.4379064620761,17.4494630396895,17.4813658644075,17.5941423308487,17.758353359607,17.7560154711191,17.535389297881,17.8572277754652,17.17280836924,14.9486181846662,17.0979189566229,17.4765009882201,17.8189628218103,17.7528706092137,17.4446994805951,18.0004016955444,17.4257486184442,17.7925297785289,17.189728056894,17.346574328963,17.5564386961971,17.2302831840845,17.5801702221038,17.3615668807249,17.6566134002052,17.1477017994661,16.916089383209,17.412139779144,17.2601844773262,17.8838902063832,17.7120634558976,17.7173015649404
"62272",13.8335819305417,13.8335819305417,13.8335819305417,13.8335819305417,13.8335819305417,13.8335819305417,13.8335819305417,13.8335819305417,13.8335819305417,13.8335819305417,17.6053637644578,17.6382944885518,17.5987504095718,16.7935906094432,15.8059201683852,15.5693216174397,15.9476825921358,17.479440829588,17.0226603972859,17.101811569824,17.5574637015978,16.9820800182071,17.9425775027469,16.4224918857836,17.1394214496401,17.0882706502432,14.8919735190256,17.519390541348,16.9094595165118,17.2832149885335,18.095561855131,18.3215538120926,18.2817580086323,16.859777415172,16.9981496564564,16.4852947384477,18.1276820416898,16.5745491815216,16.2250191029301,16.3511290336866,18.567250533868,18.1111152884361,18.1425458635011,17.2367616635716,17.9507779977602,16.6144366676859,17.1205315227434,17.2052014214941,17.2377794708302,17.4687751641808,17.628652007103,17.6293281575387,16.5646556308739,17.0751761884906,16.5856374320533,16.6994097830703,17.036420481207,16.5249701504498,16.8647423341354,17.0102221213897,14.8335819305417,13.8335819305417,15.0484017265882,16.4328191645325,16.5418982260506,15.7926886352064,16.510656011177,16.6045821846138,16.8600927716074,17.0251179286134,16.9864087130392,16.6665707628195,16.6893564976124,17.1408597201211,17.0111835685021,17.2097198862289,17.4908352115336,17.3354252491791,17.2719097885734,17.479740799011
"62275",15.8466411993569,15.8466411993569,15.8466411993569,15.8466411993569,15.8466411993569,15.8466411993569,15.8466411993569,15.8466411993569,15.8466411993569,15.8466411993569,19.731106854388,19.354245076723,19.7638396611274,20.4693934034216,20.3628181716896,19.2915349611757,20.066229808941,20.1579636519855,20.2156550423827,20.3176058252217,19.8386838231475,19.5900186341094,20.0608344387062,19.9652459913749,20.3536196066952,20.0171917354591,20.0063753919724,20.4088521454125,20.002595290201,20.210843728315,20.0454957218086,20.023491771207,20.0540862439324,20.5185090910291,20.7697999179029,20.5497639904139,20.6306803971044,20.6624832360387,20.7536533875023,20.4278785369013,20.0648072219582,20.2133902405985,20.2743610895781,20.6555595468614,20.5680897180989,20.5857401113203,21.1755282314706,21.0022361044329,20.3616429096857,20.970070773488,20.1810612409536,20.2566348613023,20.3186233465126,20.5732893758775,20.2896080521234,20.2802293136035,20.6322967976234,16.8466411993569,20.5535543015814,20.0569617876884,20.1070791186396,19.4462352257637,19.9928470808717,20.5561112143572,20.0560184679435,20.1021935889023,20.4322849757519,20.4503242500622,20.3345002600389,19.6161144479236,20.0773725196918,19.6663817889445,20.2769604025751,20.003653784235,19.7402781641135,20.2550631573389,20.4693139019652,20.2667865406949,20.6949282993295,20.34037280335
"62278",14.0760222306316,14.0760222306316,14.0760222306316,14.0760222306316,14.0760222306316,14.0760222306316,14.0760222306316,14.0760222306316,14.0760222306316,14.0760222306316,17.5218764391585,16.9719813073966,17.3036202337178,17.4557365808864,17.829375891704,17.0350030949844,17.8967640219283,17.2926721254273,17.8685995273576,17.4664270207249,16.5914346882628,17.6115507800678,17.6110247973074,18.3935873732186,16.9071488674997,17.789406282795,17.3541116084608,16.2969699628969,18.0244525350027,17.242076218988,16.9820131498921,17.041851623608,17.9661223766937,17.6836457446319,17.4144787914583,17.5040973976276,17.3708150943779,17.0701628826766,16.8023396524289,17.3630139556431,16.9708361330628,17.0254640283325,17.4156840091653,18.0641164591008,17.0938198617432,18.7131918260447,17.6406262373146,17.8352670877741,16.9141164705974,17.6387399317456,17.8830011952111,18.8306142353628,18.1877193507089,18.7328398216125,17.4657736370468,17.9326069359865,17.330435502764,14.0760222306316,17.0648059065338,16.9731255734414,17.2551300241933,17.2850409218628,17.6467766616912,15.0760222306316,16.6574998916883,17.424313937005,16.6934188939674,17.4725956547798,17.5159692714055,15.3775155793241,17.8724043495874,17.1414086813485,17.3719212468532,17.4225740096752,17.4649525038911,16.5430318202552,17.2495857039292,17.4400580723846,17.0820138655424,14.0760222306316
"62281",12.2106713437856,12.2106713437856,12.2106713437856,12.2106713437856,12.2106713437856,12.2106713437856,12.2106713437856,12.2106713437856,12.2106713437856,12.2106713437856,18.5602955123555,18.2847156771846,16.5006240649508,17.8402861907293,17.1750134302604,16.6147242203893,17.6273985114687,17.106358462372,17.2212850178105,17.9271471542787,16.5546488028522,17.4672950850799,17.1479998420602,17.5334590166175,17.3334174440602,17.728259343888,17.31979558575,17.4533269077954,16.7479044914595,17.1066345009241,16.9440256843994,16.9558768998414,17.0638163676226,17.7670917045434,17.8376279331714,17.448422858443,17.42833563464,17.4841699219751,17.6690580551963,16.8125408421274,17.3272456176976,17.2604693561025,17.1377216438008,17.7252730506497,17.4000205129964,17.9234319507359,18.1325750353803,17.577332932365,17.0093803292448,17.879852437595,17.1409795112968,17.2741961303792,17.2616633968355,18.3067870923222,17.4424251933316,18.111278334763,17.6728948928433,13.2106713437856,17.824225376386,17.5627641379797,17.3472234099789,17.2112419172718,17.3956512760444,17.3817457145366,16.9501913499727,16.9854083697451,17.301317561816,17.4433482901682,17.4760499989006,17.625773043848,17.1874487342419,17.1126634850675,17.142117031653,16.2615807643097,17.1545016938648,17.069533681637,18.0981606248503,17.0065123649273,17.3525521289417,17.4714211964249
"62284",11.6508273741388,11.6508273741388,11.6508273741388,11.6508273741388,11.6508273741388,11.6508273741388,11.6508273741388,11.6508273741388,11.6508273741388,11.6508273741388,13.8922581959182,18.5854577257495,15.648189033024,19.3579621542962,19.1068721584737,18.677912296384,19.087421402953,18.7716635542403,19.6745060852991,19.6750887075428,18.8924687020739,12.6508273741388,19.0068081821354,19.1501513722738,18.5069622308623,19.0914612134412,18.7701896177483,19.4231302759505,18.7074096891571,19.7665612591403,15.1851077170798,15.3455785038774,18.7719149728963,18.8832697462637,19.076113594387,19.1128543482092,18.9533837021074,18.2841644007078,19.015014792741,19.0582586719241,19.176168278289,18.4772483705635,18.8955042818619,19.07982849964,19.553381804416,19.3508356153023,19.3055875327832,19.3626330618785,18.9751510537542,20.8674665281229,15.4848858157372,16.0769825659812,18.9313665778787,19.7364878160509,11.6508273741388,20.3005011500507,20.1990456396705,18.6884586378349,20.5612748912697,20.0744394144208,18.017227083669,14.4660764613963,17.8720976868079,19.2961073850333,19.5106849825277,17.5254672820607,20.4954276157547,19.3494605004624,20.1701218890329,19.9046169829766,18.7275715147338,13.8998289317743,15.5400069207513,18.4879577628809,19.4777562904511,19.0233753535454,20.0578027140294,20.1285192511515,20.4341028552197,20.5133864173207
"62286",20.3206408153543,20.3206408153543,20.3206408153543,20.3206408153543,20.3206408153543,20.3206408153543,20.3206408153543,20.3206408153543,20.3206408153543,20.3206408153543,21.8900875992452,21.8243648530411,21.8112237619863,22.6796194775801,22.6783847936141,22.665218144081,22.3770503009019,22.3299339904693,22.3627807236443,22.3335536594024,21.7908038652366,21.808642153716,21.6741401023596,21.6467243739013,22.6446920309393,22.6926780700163,22.2973915422023,22.3127060034898,22.3521401686484,22.2824451104758,21.5827121306949,21.6049160361422,21.6029013492639,22.5931567460575,22.6670965953725,22.5536735844332,22.2421117000754,22.2330985655011,22.2077025056619,22.1652726005371,21.5929013506258,21.5964768737168,21.5079213952935,22.5933482629653,22.6254834489433,22.505454202106,22.1662348124467,22.1378782721748,22.1129939804134,22.0982942962676,21.532060039268,21.4899875681956,21.4411868912324,22.5518633616976,22.5523360676904,22.4706454702595,22.0928229388477,22.0822796559471,22.0163516207368,22.1441855303321,21.4484026924819,21.4297734741539,21.3432014419112,22.5038487825394,22.4656239446296,22.4568679889819,22.0121286854516,22.0166318266796,22.0012136868566,21.9789195421322,21.3663067378089,21.4764065492763,21.3206408153543,22.450555077866,22.403741252978,22.4519679357086,21.9151171270053,21.8584864643963,21.8733299555229,21.8254126335395
"62287",12.4656939358628,12.4656939358628,12.4656939358628,12.4656939358628,12.4656939358628,12.4656939358628,12.4656939358628,12.4656939358628,12.4656939358628,12.4656939358628,14.7781798234202,12.4656939358628,15.9290734358768,12.4656939358628,14.7126344677601,15.5715156504778,17.1344564027943,16.0536925953046,14.9252762584849,15.8405320781127,12.4656939358628,14.702822011777,15.0557484564855,12.4656939358628,13.4976023867835,15.3408584793261,12.4656939358628,13.7490313820402,12.4656939358628,14.9130296329974,13.6720938022617,16.2438619861219,14.8706055339926,15.0549010336053,12.4656939358628,15.0189825278438,15.5049741211363,13.7185328760692,12.4656939358628,15.2144709115359,14.4008794362822,13.8755573888037,14.5227654116639,12.4656939358628,15.2390017577656,12.4656939358628,16.2875139953421,14.5921650114709,15.1429047875086,13.7598881832218,14.1934483572165,12.4656939358628,16.2572405011166,12.4656939358628,14.8415152087793,14.3248134155572,12.4656939358628,12.4656939358628,13.5569849575945,12.4656939358628,14.8486229404293,12.4656939358628,14.3888245380236,12.4656939358628,15.1627060184824,14.8468615272867,12.4656939358628,14.719067901123,12.4656939358628,16.2499097084763,15.0048788003154,13.4656939358628,15.0673083043082,13.8935859458523,12.4656939358628,16.1470856495884,12.4656939358628,15.2740869056344,14.445984768394,14.5380676513125
