index,D_0__Archaea;D_1__Euryarchaeota,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Deferribacteres,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__Fusobacteria,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__Zixibacteria,Group1,Group2
D01E07I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18493.0,0.0,0.0,0.0,0.0,Ileum,D01I
D01E07J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28917.0,0.0,0.0,0.0,0.0,Jejunum,D01J
D01E08C,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56432.0,0.0,0.0,0.0,0.0,Cecum,D01C
D01E08D,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17048.0,0.0,0.0,0.0,0.0,Duodenum,D01D
D01E08I,0.0,0.0,67.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43725.0,0.0,0.0,0.0,0.0,Ileum,D01I
D01E08J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13524.0,0.0,0.0,0.0,0.0,Jejunum,D01J
D01E09C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22950.0,0.0,0.0,0.0,0.0,Cecum,D01C
D01E09D,0.0,0.0,172.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15620.0,0.0,0.0,0.0,0.0,Duodenum,D01D
D01E09I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15057.0,0.0,0.0,0.0,0.0,Ileum,D01I
D01E09J,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25877.0,0.0,0.0,0.0,0.0,Jejunum,D01J
D01E10C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54729.0,0.0,0.0,0.0,0.0,Cecum,D01C
D01E10D,0.0,0.0,43.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19844.0,0.0,0.0,0.0,0.0,Duodenum,D01D
D01E10I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2441.0,0.0,0.0,0.0,0.0,Ileum,D01I
D01E10J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13450.0,0.0,0.0,0.0,0.0,Jejunum,D01J
D04E01C,0.0,0.0,82.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7998.0,0.0,4.0,0.0,0.0,Cecum,D04C
D04E01D,0.0,24.0,282.0,0.0,2978.0,0.0,0.0,30.0,9.0,0.0,0.0,115.0,162096.0,13.0,32.0,0.0,85.0,0.0,0.0,0.0,2319.0,0.0,9.0,37.0,0.0,Duodenum,D04D
D04E01I,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,111428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,Ileum,D04I
D04E01J,0.0,0.0,11.0,0.0,1967.0,0.0,21.0,0.0,2.0,0.0,0.0,216.0,106338.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1314.0,0.0,0.0,5.0,0.0,Jejunum,D04J
D04E02C,0.0,0.0,65.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2647.0,0.0,0.0,6.0,0.0,Cecum,D04C
D04E02D,0.0,0.0,484.0,0.0,3228.0,28.0,0.0,0.0,47.0,0.0,0.0,146.0,82033.0,157.0,64.0,0.0,113.0,0.0,0.0,0.0,5173.0,0.0,0.0,148.0,0.0,Duodenum,D04D
D04E02I,0.0,0.0,4.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,131905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,5.0,0.0,Ileum,D04I
D04E02J,0.0,0.0,257.0,0.0,2782.0,0.0,0.0,0.0,215.0,0.0,0.0,195.0,64738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2748.0,0.0,0.0,57.0,0.0,Jejunum,D04J
D04E03C,0.0,0.0,46.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21201.0,0.0,8.0,0.0,0.0,Cecum,D04C
D04E03D,19.0,21.0,389.0,0.0,2065.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,94140.0,105.0,42.0,0.0,19.0,0.0,0.0,26.0,4737.0,0.0,17.0,187.0,0.0,Duodenum,D04D
D04E03I,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,128657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,Ileum,D04I
D04E03J,0.0,0.0,63.0,0.0,3013.0,0.0,4.0,0.0,0.0,0.0,0.0,187.0,92459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,Jejunum,D04J
D04E04C,0.0,0.0,28.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13583.0,0.0,4.0,0.0,0.0,Cecum,D04C
D04E04D,23.0,0.0,761.0,0.0,4044.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,88474.0,207.0,123.0,0.0,391.0,0.0,0.0,67.0,4749.0,55.0,0.0,146.0,0.0,Duodenum,D04D
D04E04I,0.0,0.0,13.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,116400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,Ileum,D04I
D04E04J,0.0,0.0,26.0,0.0,1204.0,0.0,5.0,0.0,0.0,0.0,0.0,122.0,94186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,4.0,0.0,Jejunum,D04J
D04E05C,0.0,0.0,66.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17149.0,0.0,25.0,6.0,0.0,Cecum,D04C
D04E05D,0.0,0.0,264.0,0.0,2880.0,0.0,0.0,23.0,0.0,0.0,0.0,119.0,123652.0,65.0,64.0,0.0,356.0,0.0,0.0,0.0,3891.0,41.0,0.0,199.0,0.0,Duodenum,D04D
D04E05I,0.0,0.0,7.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,110242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,Ileum,D04I
D04E05J,0.0,0.0,30.0,0.0,975.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,80806.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,Jejunum,D04J
D04E06C,0.0,0.0,18.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,83566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7186.0,0.0,4617.0,0.0,0.0,Cecum,D04C
D04E06D,0.0,0.0,175.0,11.0,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,123079.0,48.0,18.0,0.0,103.0,0.0,0.0,11.0,1746.0,0.0,0.0,45.0,0.0,Duodenum,D04D
D04E06I,0.0,0.0,46.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,138705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,Ileum,D04I
D04E06J,0.0,0.0,41.0,0.0,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,159080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,Jejunum,D04J
D04E07C,0.0,0.0,32.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,88867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6775.0,0.0,24.0,0.0,0.0,Cecum,D04C
D04E07D,0.0,0.0,248.0,0.0,1774.0,10.0,0.0,0.0,0.0,0.0,0.0,179.0,127188.0,24.0,0.0,0.0,15.0,0.0,12.0,9.0,2076.0,0.0,234.0,80.0,0.0,Duodenum,D04D
D04E07I,0.0,0.0,10.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,144950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,Ileum,D04I
D04E07J,0.0,0.0,6.0,0.0,1019.0,0.0,8.0,0.0,0.0,0.0,0.0,166.0,99626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,Jejunum,D04J
D04E08C,0.0,0.0,47.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,78973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23764.0,0.0,4.0,0.0,0.0,Cecum,D04C
D04E08D,0.0,20.0,302.0,0.0,2032.0,0.0,0.0,20.0,0.0,0.0,0.0,160.0,94733.0,98.0,0.0,0.0,133.0,0.0,0.0,32.0,3025.0,0.0,81.0,72.0,0.0,Duodenum,D04D
D04E08I,0.0,0.0,5.0,0.0,2412.0,0.0,13.0,0.0,0.0,0.0,0.0,188.0,102987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,Ileum,D04I
D04E08J,0.0,0.0,7.0,0.0,1564.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,70683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,Jejunum,D04J
D04E09C,0.0,0.0,61.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,87031.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,12473.0,0.0,0.0,0.0,0.0,Cecum,D04C
D04E09D,16.0,10.0,322.0,0.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,97930.0,87.0,0.0,0.0,170.0,0.0,13.0,14.0,1598.0,0.0,5.0,109.0,0.0,Duodenum,D04D
D04E09I,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,110426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,Ileum,D04I
D04E09J,0.0,0.0,2.0,0.0,996.0,0.0,5.0,0.0,0.0,0.0,0.0,112.0,80977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,5.0,0.0,Jejunum,D04J
D04E10C,0.0,0.0,5.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95499.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12703.0,0.0,450.0,0.0,0.0,Cecum,D04C
D04E10D,0.0,0.0,762.0,0.0,2663.0,46.0,0.0,5.0,0.0,0.0,0.0,190.0,132996.0,46.0,21.0,0.0,257.0,0.0,0.0,0.0,3486.0,0.0,13.0,171.0,0.0,Duodenum,D04D
D04E10I,0.0,0.0,19.0,0.0,1174.0,0.0,19.0,0.0,0.0,0.0,0.0,113.0,111257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,9.0,0.0,Ileum,D04I
D04E10J,0.0,0.0,6.0,0.0,2604.0,0.0,7.0,0.0,0.0,0.0,0.0,167.0,91273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,4.0,0.0,0.0,Jejunum,D04J
D07E01C,0.0,0.0,130.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,125389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,0.0,5132.0,0.0,0.0,Cecum,D07C
D07E01D,0.0,0.0,522.0,0.0,1792.0,21.0,0.0,18.0,0.0,0.0,0.0,103.0,114814.0,133.0,31.0,0.0,257.0,0.0,0.0,77.0,2599.0,18.0,898.0,128.0,0.0,Duodenum,D07D
D07E01I,0.0,0.0,401.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,264181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,36.0,0.0,0.0,Ileum,D07I
D07E01J,0.0,0.0,158.0,0.0,2715.0,0.0,16.0,0.0,0.0,0.0,0.0,208.0,173567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,Jejunum,D07J
D07E02C,0.0,0.0,258.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,111594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,120.0,0.0,0.0,Cecum,D07C
D07E02D,72.0,11.0,368.0,0.0,2488.0,11.0,0.0,0.0,9.0,0.0,0.0,101.0,52666.0,101.0,0.0,0.0,0.0,0.0,0.0,12.0,3260.0,0.0,28.0,85.0,0.0,Duodenum,D07D
D07E02I,0.0,0.0,206.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,148595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,Ileum,D07I
D07E02J,0.0,0.0,26.0,0.0,2443.0,0.0,12.0,0.0,0.0,0.0,0.0,154.0,109624.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,25.0,0.0,Jejunum,D07J
D07E03C,0.0,0.0,101.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120131.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,0.0,123.0,0.0,0.0,Cecum,D07C
D07E03D,0.0,0.0,126.0,0.0,827.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,77998.0,18.0,7.0,0.0,0.0,0.0,0.0,11.0,1362.0,21.0,0.0,19.0,0.0,Duodenum,D07D
D07E03I,0.0,0.0,418.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,100938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,Ileum,D07I
D07E03J,0.0,0.0,70.0,0.0,1230.0,0.0,6.0,0.0,0.0,0.0,0.0,124.0,117464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,Jejunum,D07J
D07E04C,0.0,0.0,1067.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110586.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.0,0.0,5.0,0.0,0.0,Cecum,D07C
D07E04D,0.0,0.0,118.0,0.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,115746.0,46.0,22.0,0.0,83.0,0.0,0.0,29.0,1068.0,0.0,0.0,12.0,0.0,Duodenum,D07D
D07E04I,0.0,0.0,51.0,0.0,239.0,0.0,8.0,0.0,0.0,0.0,0.0,66.0,111363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,9.0,0.0,Ileum,D07I
D07E04J,0.0,0.0,43.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,103283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,Jejunum,D07J
D07E05C,0.0,0.0,689.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125268.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.0,0.0,7103.0,2.0,0.0,Cecum,D07C
D07E05D,0.0,17.0,162.0,0.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,109758.0,52.0,54.0,0.0,61.0,0.0,0.0,8.0,1431.0,0.0,17.0,26.0,0.0,Duodenum,D07D
D07E05I,0.0,0.0,72.0,0.0,2921.0,0.0,18.0,0.0,0.0,0.0,0.0,266.0,100324.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,448.0,17.0,0.0,Ileum,D07I
D07E05J,0.0,0.0,19.0,0.0,1425.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,102511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,Jejunum,D07J
D07E06C,0.0,0.0,137.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,113412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073.0,0.0,7936.0,0.0,0.0,Cecum,D07C
D07E06D,0.0,0.0,253.0,0.0,1922.0,0.0,0.0,0.0,0.0,22.0,11.0,243.0,142290.0,56.0,16.0,0.0,158.0,0.0,6.0,44.0,2825.0,0.0,0.0,64.0,0.0,Duodenum,D07D
D07E06I,0.0,8.0,88.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,105672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,Ileum,D07I
D07E06J,0.0,0.0,26.0,0.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,129009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,Jejunum,D07J
D07E07C,0.0,0.0,268.0,0.0,41408.0,0.0,973.0,0.0,0.0,0.0,0.0,4245.0,206029.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10671.0,0.0,2249.0,1531.0,0.0,Cecum,D07C
D07E07D,0.0,7.0,264.0,0.0,1135.0,0.0,0.0,0.0,7.0,0.0,8.0,34.0,94064.0,19.0,0.0,0.0,76.0,0.0,0.0,3.0,1508.0,11.0,26.0,41.0,0.0,Duodenum,D07D
D07E07I,0.0,0.0,29.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,125854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,6.0,0.0,0.0,Ileum,D07I
D07E07J,0.0,0.0,13.0,0.0,2359.0,0.0,12.0,0.0,0.0,0.0,0.0,207.0,86722.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,Jejunum,D07J
D07E08C,0.0,0.0,558.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,113314.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2706.0,0.0,1688.0,0.0,0.0,Cecum,D07C
D07E08D,0.0,0.0,166.0,0.0,610.0,0.0,0.0,7.0,0.0,0.0,0.0,64.0,123984.0,38.0,0.0,0.0,40.0,0.0,0.0,0.0,869.0,0.0,0.0,52.0,0.0,Duodenum,D07D
D07E08I,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,111257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,Ileum,D07I
D07E08J,0.0,0.0,60.0,0.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,101107.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,Jejunum,D07J
D07E09C,0.0,0.0,264.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,110355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1871.0,0.0,773.0,77.0,0.0,Cecum,D07C
D07E09D,0.0,0.0,90.0,0.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,142863.0,43.0,61.0,0.0,92.0,0.0,0.0,8.0,1225.0,0.0,14.0,40.0,0.0,Duodenum,D07D
D07E09I,0.0,0.0,20.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,128628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,Ileum,D07I
D07E09J,0.0,0.0,19.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,96644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,Jejunum,D07J
D07E10C,0.0,0.0,467.0,0.0,557.0,0.0,7.0,0.0,0.0,0.0,0.0,96.0,113172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3386.0,0.0,934.0,36.0,0.0,Cecum,D07C
D07E10D,0.0,0.0,187.0,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,158959.0,37.0,0.0,0.0,147.0,0.0,0.0,32.0,1673.0,26.0,6.0,61.0,0.0,Duodenum,D07D
D07E10I,0.0,0.0,23.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,177618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,5.0,0.0,0.0,Ileum,D07I
D07E10J,0.0,0.0,45.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,132189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,Jejunum,D07J
D14E01C,0.0,0.0,609.0,0.0,29670.0,0.0,70.0,0.0,0.0,0.0,0.0,37.0,159982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,0.0,2548.0,286.0,0.0,Cecum,D14C
D14E01D,0.0,12.0,345.0,0.0,1944.0,0.0,5.0,0.0,0.0,0.0,0.0,159.0,113300.0,93.0,40.0,0.0,147.0,18.0,0.0,16.0,3166.0,0.0,0.0,83.0,0.0,Duodenum,D14D
D14E01I,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,131067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,Ileum,D14I
D14E01J,0.0,0.0,13.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,116616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,Jejunum,D14J
D14E02C,0.0,0.0,197.0,0.0,30282.0,0.0,18.0,0.0,0.0,0.0,0.0,45.0,159885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5324.0,0.0,2212.0,0.0,0.0,Cecum,D14C
D14E02D,23.0,0.0,325.0,0.0,1720.0,17.0,0.0,0.0,0.0,0.0,0.0,126.0,75310.0,120.0,14.0,0.0,31.0,0.0,0.0,49.0,3125.0,0.0,0.0,157.0,0.0,Duodenum,D14D
D14E02I,0.0,0.0,35.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,139566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,Ileum,D14I
D14E02J,0.0,0.0,78.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,100927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,Jejunum,D14J
D14E03C,0.0,15.0,315.0,0.0,23951.0,0.0,176.0,0.0,0.0,0.0,0.0,1285.0,161255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3707.0,0.0,1828.0,0.0,0.0,Cecum,D14C
D14E03D,0.0,0.0,916.0,0.0,7250.0,100.0,9.0,0.0,0.0,0.0,0.0,69.0,71458.0,334.0,135.0,0.0,254.0,0.0,0.0,0.0,8357.0,0.0,434.0,248.0,0.0,Duodenum,D14D
D14E03I,0.0,0.0,30.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,85139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11246.0,0.0,119.0,0.0,0.0,Ileum,D14I
D14E03J,0.0,0.0,16.0,0.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,82477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,Jejunum,D14J
