featureid	fun1	fun2	fun7	fun9	fun19	fun24	fun34	fun58	fun64	fun70	fun111	fun112	fun113	fun117	fun141	fun153	fun157	fun166	fun188	fun193	fun196	fun212	fun218	fun229	fun231	fun235	fun241	fun251	fun256	fun258	fun260	fun262	fun267	fun271	fun272	fun273	fun274	fun291	fun295	fun313	fun315	fun329	fun330	fun332	fun343	fun344	fun383	fun417	fun542	fun548	fun558	fun572	fun580	fun592	fun598	fun599
10	0.17803004519296906	-0.17898521351297877	1.3574430045945258	-1.9442355485244447	-0.08861064085829021	-0.4079191437302176	-0.7648413396152053	-1.1007057883389333	-2.699824008015258	-1.2380313560097764	-0.07222466957112697	-0.3944695651941584	0.8880267190095704	-0.09485437385418767	0.49615529354727345	0.28792313120971585	-0.22752232564522232	0.6379252945641397	-1.0173709041770616	0.25384498112200665	1.6676931903949734	1.737366428025997	0.6456348775527004	-1.3595237758389838	0.6605211750691007	-1.1591476007098473	0.7121075914919887	0.029616775792866284	0.002026088675859853	-1.051733679015181	0.38093927615148765	-0.22994812369475723	0.16845711000385044	0.31070169801880604	-0.36393812860637126	1.20535851863746	-0.13367006627367464	1.1002985616948564	1.4049286595297048	-0.9446752251994965	0.14304668176155652	0.3943319715386188	-1.3474697923461416	1.2946167517169442	-0.9640582689187192	0.9568504736148281	0.08832651487561985	-2.8579257726276492	0.6901802123786663	-1.070166294461764	0.09300353811717103	0.8383592394051205	0.0475451834842868	-2.0274216163020657	-0.4372712706237014	-0.15700890262448775
25	0.5837135392694366	0.87338030409658	-1.8626204169292018	-2.240945716814208	-2.6822040881652374	-0.571020903287212	-0.2573500030959591	1.559835432344034	0.6691535154428574	0.2461361164232143	0.18524593370730788	-0.35482795088864566	-0.9578441089512403	-1.487267360102179	0.5396329967663451	-1.4474982576337398	0.29090283087994795	0.42031092855379126	-1.4954002355392697	3.671037903610162	0.6575735246531815	2.869564848415784	-0.7318874136455374	1.2955674990423336	-1.0530022698647175	-1.809756459896896	0.7493811300091829	0.24089280603723665	-1.1278669808861852	1.7984575718367686	0.497238557012127	-1.3788802338242718	2.038842171476877	2.441018605324399	1.57017119838882	0.5319078970689306	0.8630484313252132	1.0020928648841902	1.4450093405815985	0.24938404786610135	-0.5002603819610032	1.6554410865057065	2.182490305480936	-6.474294856132985	1.7365842694959992	-0.17860876359968925	1.0127017664488154	-2.348039981573158	-0.6595987516983391	1.246926707891397	-0.6413433538296089	1.657806247916245	-1.286800057675448	-1.074197328177414	0.34070917851448956	-0.0362061040027134
34	-0.40785963722547613	-0.5311094950922293	1.9464101375463925	3.00978784063655	3.0990991690320673	0.4053983830252373	0.6064371064674857	-1.4927997119383765	-0.3789837622070338	-0.034920417780685	0.28088617723000275	0.4400485632847004	1.3528102100873736	2.0765100790083277	-0.2178391119752892	1.4604791466588904	-0.22046086794282346	-0.4689012220263976	2.162947883346847	-3.4632838410329123	-0.17036782339845136	-2.6721648964377382	1.2546780976262188	-1.3337372649180843	1.188895870409028	2.063435484623813	-0.5861380880079109	0.1646585631008213	1.4325171353569117	-1.7547428717036362	-0.6495473541217431	1.6701253884414242	-2.240910868335212	-2.47890932293737	-1.0575238352691871	-0.372166211611225	-0.9951442004504841	-1.2659558645770446	-1.6019997030213957	0.09953439350658044	0.8406123443997293	-1.7569661136547807	-2.339728048079258	6.945960490120925	-1.4456059411483244	0.6202203197820492	-1.2131043642552282	3.037964844324154	0.9101637775768116	-1.0463058003202905	0.8048226135547847	-1.3229446539340814	1.5245135388433564	1.6829357715522075	-0.41807053106609726	0.6223254194559212
70	0.6736458654672095	1.8059722755522714	1.2412552638641092	2.764835339372798	2.2033471145815895	0.2988243332578691	1.7747196176318218	3.105889267314634	1.5424758708345734	1.88770284974754	2.1435294378766807	2.0059447977919938	2.15897973090575	1.9584915146918733	2.846055864531553	2.3412394600114745	2.030017356593584	2.169671584040382	2.499160744571828	2.150211383602543	2.6989782548263133	1.219347678348476	2.035417378500737	2.0975795625787867	2.0859581344738345	1.700349085537322	2.761804059591023	3.337692469263321	1.6724496608837778	1.3235318028594807	0.6638267405909006	1.031704579228031	1.7742711814055374	1.8001931511551603	1.2700432854368733	2.0373626239463682	1.2441752862921833	1.189612776036971	1.3483435682991909	1.8193257846090658	2.290069540712196	1.9217524416527987	2.2846950586991346	1.752351012926134	2.4948555466757796	2.9426970461402937	1.0719827111237477	1.72250757157668	2.8447077401193495	1.9882370847342064	2.270600841855994	2.341225883010285	1.1180088413959375	1.4763227310754576	1.492083701786856	2.9993029738141073
121	4.944114058512729	0.3662389591360564	4.444042500156304	-4.196220813030864	-0.255553318461884	8.520170785831512	0.7731296896662577	-2.1686321939119027	1.619847159045666	1.1182224667491185	-1.221406901790844	1.670200570141328	-0.5244105060410503	-0.8943611473923382	-2.640425183250774	1.378025853488945	1.4885859318201808	1.7145616719307148	-3.010349436129479	-0.7289823929252743	-3.249196983652716	2.408633121004464	-0.9748680492796461	1.6652709197942144	1.298037116329284	2.050358173257232	-1.4917777863779804	-4.563129557339255	1.596322777091059	3.404314152402898	6.97448865524153	3.736670559214495	3.392001169959794	2.198277142910985	0.7910634435403281	0.8186921831256868	4.964632626743736	5.8548960066696125	4.580393770463399	0.4902399275753637	-0.7168162494961454	2.438300439058193	1.5414345652421912	1.8996116954691615	-1.688514922577712	-3.4597879593785277	5.8582279154238766	-0.44576558381154996	-1.8547716930766533	0.5695644859823219	0.4535007016593234	-1.5016552094887625	3.7585167274995253	0.4039099603955938	4.032056426463108	-4.520042493070014
193	3.0127696651514064	1.5237657640036009	2.3740153519953866	0.4191019201426742	1.1618738385688674	3.5521612663347257	1.616654891631312	-0.20385046658046058	1.8856517638874037	1.4472602958335912	1.1139725865007868	1.3150205911995687	1.1400176376620572	1.430708309196865	0.17719048322097025	0.9220385399761175	1.2543482257027465	1.061916195254574	0.7289170981532023	0.9478466653321282	0.3614384352332447	2.193654069266623	1.2935729313341784	1.1248654866866075	1.2379354378807665	1.7827820610508487	0.27568408614822404	-0.44934317745144714	1.785416441745641	2.11347600663238	3.0255118301309074	2.6341925287873527	1.5072743889899316	1.456739432605494	2.195422786356033	1.2297654664319584	2.2533527152275767	2.312731699359844	2.085771935615923	1.5366934148972469	0.9507864933859524	1.3316760020812464	0.8401376925598967	1.9137190508214061	0.5881921020182717	0.08209994560969014	2.470218133789052	1.7879618968977034	0.2304450437439297	1.2710866674453756	0.9809194938293448	0.7862063993415884	2.5158685257417925	2.0495647954851233	1.9541834025246867	0.007325085151562605
241	0.68143547645019	-1.5087200171394866	3.38120782690444	-4.113704230853768	0.16618813469560387	5.431247780286918	-0.7455126402638429	1.008679032051214	-0.650064605338303	0.4556967673212491	-2.450496410281274	2.2677257487920515	-0.8612202471819931	-2.616452234405633	-1.168531329690568	3.810860115006157	1.9606085062715861	3.164747753361793	-3.5149530608283097	-2.056417239736839	-3.151740799379959	-1.3238849527615506	-2.4461194362086274	2.499958786642278	2.149957365556344	1.4733234849253412	0.471688500605555	-1.9316515708641555	0.364799033804045	1.279674314415066	4.443956782495744	0.7711185850302199	3.7904652219921724	1.6380678319742568	-3.8737540273445394	0.7228207254363563	3.9126491858301393	5.259404071654643	3.705273284660012	-1.106380875084902	-0.5588953600825777	2.907326762688469	3.1864481253033006	2.2727662510116033	-1.5913856647325837	-2.031927568798889	4.585478313275702	-3.0041773843135826	0.49284299807470944	-0.1623124176652626	1.5446146848261553	-2.0834632501702455	1.2901082266063764	-3.0115069965165464	3.657059695462503	-3.7301693915508216
254	0.9561946211596788	0.8594684909078207	-0.17311474177618824	0.6155929339797177	-0.06278418309496217	0.013296937062157232	0.6014213998633201	-0.3072788828694515	0.7995957201353225	0.33129197231650265	0.8170199560303048	-0.1855424497069625	0.34976822676841157	0.7877655358170981	0.19912926268178127	-0.8069355139067851	-0.06897921962884099	-0.3939344990114467	0.6972492864034765	1.0680006306876413	0.7159810257157715	1.3210547029541668	0.7819304569600963	-0.1206975606427223	-0.2734620896547688	0.00873669760518836	-0.09203635042175107	0.07567931611164183	0.32772919144343193	0.6033520850807377	0.13614627582064648	0.5557881189460533	-0.16029333294550618	0.3318703052742416	1.7256915425369213	0.21553320591733005	-0.01958273121982726	-0.272380847554583	0.023048186658452652	0.7060471151172667	0.26125216087698355	-0.08506435647117155	-0.28226933137371724	-0.6547662726937311	0.598123369661538	0.2637166604464306	-0.06007836699238919	0.9201132035719692	-0.27836073347524437	0.509429358489421	-0.19843745547001362	0.7740882772242361	0.4056646137548725	1.1748214687177398	-0.14603685449901005	0.6188974726715953
261	0.9051790252859844	-0.2480024248876038	1.5841405380907996	-0.3853476818742527	0.7151589056788089	2.152602008409338	0.19894335732166912	-0.9604214397472202	0.11522384557468301	0.1523021628264707	-0.416215304564859	0.493730362903028	0.11469340065440903	0.15372399703211703	-0.8106771587150696	0.7888788902130821	0.25290525780277173	0.28962754195654516	-0.33300994599987166	-1.3422198241665013	-1.0272161114258438	-0.3903364743083011	-0.08782786005801435	0.005180835112460924	0.6156318316325335	0.9976688240739724	-0.5819975332562436	-1.1651463040130627	0.6660480259142385	0.21407729793685482	1.4656810578485455	1.2268221273934203	0.19284458310825225	-0.24100409733436673	-0.4140835641455765	0.001962317175386641	0.8980371858361295	1.082230025501759	0.6311644854524883	-0.023413407856233803	-0.057222613008489215	0.07554503719292577	-0.2727908108794812	2.374450144823795	-0.9642086236100014	-0.7977747252787956	1.0665668389128093	0.5072656044374866	-0.24037440263233123	-0.2833823867200336	0.29200626797954793	-0.9128890065602155	1.2151255813305113	0.313371251339154	0.8417836138020884	-1.1120327338616627
370	-2.2520357964845736	1.5738155109866288	-4.21999132479071	1.665042671436966	-1.5966233715519265	-5.938460320424681	0.09639396664765398	4.637008621692248	0.4196672424465766	0.48084329402274606	2.0291666460790063	-0.43784125025463655	0.3833748090103274	-0.06312282882676253	3.6977413868312734	-1.2269802964520553	0.3776073455283244	0.4535435474707995	1.5638478651963672	5.437200772158895	4.121090321000996	2.0843774045064385	0.8359235319809993	1.375541236368728	-0.902438028106844	-2.4005457162494857	3.1527942593878993	4.865966183630397	-1.4054384442008758	0.3786075201464363	-3.6228669049200817	-3.3809033870720486	0.8998769275117845	2.0915806085153603	1.7434951644656207	1.0585830586237361	-1.6414579108286718	-2.082726740022892	-0.7211093547675531	0.8390141187570919	1.0662990920752042	1.1737405284185443	2.504806590591423	-7.244831963449357	4.175183979616278	3.5016682091360862	-2.140725130332944	-1.3961245304236116	1.9269506662854878	1.9483192596394792	0.17107043679447048	3.8863715962501004	-3.2472158750131985	-0.7126521684192841	-1.471473629189224	4.350486793366417
