index,k__Fungi;p__Ascomycota,k__Fungi;p__Basidiobolomycota,k__Fungi;p__Basidiomycota,k__Fungi;p__Chytridiomycota,k__Fungi;p__Glomeromycota,k__Fungi;p__Mortierellomycota,k__Fungi;p__Mucoromycota,k__Fungi;p__Olpidiomycota,k__Fungi;p__Rozellomycota,k__Fungi;p__unidentified,Group1,Group2
D21E05C,82439.0,0.0,2128.0,0.0,723.0,1358.0,0.0,0.0,0.0,0.0,Cecum,D21C
D21E05D,126830.0,0.0,14501.0,848.0,0.0,4604.0,0.0,0.0,0.0,0.0,Duodenum,D21D
D21E05I,154738.0,0.0,5693.0,16.0,141.0,1179.0,108.0,0.0,0.0,0.0,Ileum,D21I
D21E05J,75161.0,0.0,6237.0,0.0,87.0,284.0,174.0,0.0,0.0,0.0,Jejunum,D21J
D21E06C,137899.0,0.0,5342.0,0.0,780.0,1394.0,0.0,0.0,0.0,652.0,Cecum,D21C
D21E06D,116736.0,0.0,5198.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,Duodenum,D21D
D21E06I,165805.0,0.0,10633.0,0.0,467.0,2047.0,26.0,0.0,0.0,0.0,Ileum,D21I
D21E06J,86253.0,0.0,2494.0,0.0,40.0,907.0,0.0,0.0,0.0,0.0,Jejunum,D21J
D21E07C,58980.0,0.0,7565.0,39.0,1191.0,2978.0,197.0,0.0,0.0,0.0,Cecum,D21C
D21E07D,76287.0,0.0,8741.0,0.0,1089.0,3800.0,0.0,0.0,0.0,0.0,Duodenum,D21D
D21E07I,150256.0,0.0,4819.0,0.0,0.0,1621.0,87.0,0.0,0.0,0.0,Ileum,D21I
D21E07J,59433.0,0.0,5294.0,0.0,27.0,1257.0,0.0,0.0,0.0,0.0,Jejunum,D21J
D21E08C,97741.0,0.0,1449.0,194.0,98.0,2492.0,174.0,0.0,0.0,0.0,Cecum,D21C
D21E08D,35409.0,0.0,772.0,146.0,0.0,772.0,0.0,0.0,0.0,0.0,Duodenum,D21D
D21E08I,119101.0,0.0,3821.0,0.0,0.0,1328.0,44.0,0.0,0.0,0.0,Ileum,D21I
D21E08J,28189.0,0.0,73109.0,34.0,0.0,210.0,18.0,0.0,0.0,0.0,Jejunum,D21J
D21E09C,87123.0,0.0,18564.0,22.0,0.0,583.0,186.0,0.0,0.0,0.0,Cecum,D21C
D21E09D,42658.0,0.0,6005.0,4.0,44.0,2178.0,0.0,0.0,0.0,0.0,Duodenum,D21D
D21E09I,244034.0,0.0,9999.0,5.0,291.0,2384.0,368.0,0.0,0.0,0.0,Ileum,D21I
D21E09J,69893.0,0.0,1971.0,0.0,0.0,583.0,33.0,0.0,0.0,0.0,Jejunum,D21J
D21E10C,153202.0,0.0,2141.0,223.0,0.0,5381.0,0.0,0.0,0.0,0.0,Cecum,D21C
D21E10D,43999.0,0.0,4857.0,0.0,235.0,1076.0,0.0,0.0,0.0,0.0,Duodenum,D21D
D21E10I,199395.0,0.0,4519.0,124.0,0.0,1727.0,119.0,0.0,0.0,0.0,Ileum,D21I
D21E10J,80892.0,0.0,2611.0,33.0,85.0,642.0,14.0,0.0,0.0,0.0,Jejunum,D21J
D28E01C,130947.0,0.0,12975.0,15.0,0.0,2408.0,0.0,0.0,0.0,0.0,Cecum,D28C
D28E01D,31366.0,0.0,1566.0,0.0,0.0,868.0,168.0,0.0,0.0,0.0,Duodenum,D28D
D28E01I,251958.0,0.0,6691.0,62.0,303.0,640.0,1042.0,0.0,0.0,0.0,Ileum,D28I
D28E01J,67662.0,0.0,3309.0,0.0,8.0,508.0,130.0,0.0,0.0,0.0,Jejunum,D28J
D28E02C,167583.0,0.0,20134.0,163.0,755.0,5779.0,26.0,0.0,0.0,0.0,Cecum,D28C
D28E02D,36199.0,0.0,345.0,7.0,414.0,1000.0,0.0,0.0,0.0,0.0,Duodenum,D28D
D28E02I,201649.0,0.0,19949.0,0.0,0.0,3389.0,574.0,0.0,0.0,0.0,Ileum,D28I
D28E02J,81694.0,0.0,10056.0,0.0,19.0,1105.0,0.0,0.0,0.0,0.0,Jejunum,D28J
D28E03C,236854.0,0.0,25725.0,234.0,274.0,17737.0,0.0,56.0,0.0,0.0,Cecum,D28C
D28E03D,23852.0,0.0,1481.0,0.0,100.0,204.0,0.0,0.0,0.0,0.0,Duodenum,D28D
D28E03I,199724.0,0.0,6051.0,0.0,0.0,968.0,517.0,0.0,0.0,0.0,Ileum,D28I
D28E03J,71831.0,0.0,2907.0,0.0,118.0,1161.0,174.0,0.0,0.0,0.0,Jejunum,D28J
D28E04C,73205.0,0.0,8661.0,271.0,318.0,5679.0,0.0,0.0,0.0,0.0,Cecum,D28C
D28E04D,33457.0,0.0,3286.0,0.0,719.0,22.0,0.0,0.0,0.0,0.0,Duodenum,D28D
D28E04I,180234.0,0.0,6996.0,0.0,114.0,363.0,705.0,0.0,0.0,0.0,Ileum,D28I
D28E04J,62526.0,0.0,6516.0,29.0,0.0,173.0,238.0,0.0,0.0,0.0,Jejunum,D28J
D28E05C,67435.0,0.0,18091.0,0.0,487.0,1272.0,19.0,0.0,0.0,0.0,Cecum,D28C
D28E05D,137871.0,0.0,8453.0,0.0,2.0,3332.0,0.0,0.0,0.0,0.0,Duodenum,D28D
D28E05I,211536.0,0.0,16496.0,11.0,0.0,1913.0,537.0,0.0,0.0,0.0,Ileum,D28I
D28E05J,68036.0,0.0,6049.0,0.0,88.0,328.0,156.0,0.0,0.0,0.0,Jejunum,D28J
D28E06C,86644.0,0.0,10463.0,0.0,22.0,2728.0,4.0,0.0,0.0,0.0,Cecum,D28C
D28E06D,117622.0,0.0,21263.0,5.0,466.0,6699.0,0.0,0.0,0.0,0.0,Duodenum,D28D
D28E06I,194736.0,0.0,82684.0,64.0,203.0,2641.0,596.0,0.0,0.0,0.0,Ileum,D28I
D28E06J,56206.0,0.0,2641.0,12.0,0.0,728.0,6.0,0.0,0.0,0.0,Jejunum,D28J
D28E07C,28685.0,0.0,5764.0,153.0,60.0,439.0,30.0,0.0,9.0,0.0,Cecum,D28C
D28E07D,149504.0,0.0,70136.0,2.0,763.0,1233.0,0.0,0.0,0.0,0.0,Duodenum,D28D
D28E07I,116238.0,0.0,65466.0,7.0,0.0,1771.0,14431.0,0.0,0.0,0.0,Ileum,D28I
D28E07J,66645.0,0.0,1728.0,47.0,43.0,1234.0,57.0,0.0,0.0,0.0,Jejunum,D28J
D28E08C,191578.0,0.0,11200.0,198.0,266.0,6224.0,36.0,0.0,1101.0,0.0,Cecum,D28C
D28E08D,115170.0,0.0,8615.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,Duodenum,D28D
D28E08I,181237.0,0.0,26089.0,0.0,159.0,695.0,13256.0,0.0,0.0,0.0,Ileum,D28I
D28E08J,63314.0,0.0,2730.0,0.0,0.0,702.0,289.0,0.0,0.0,0.0,Jejunum,D28J
D28E09C,61744.0,0.0,9548.0,540.0,54.0,7364.0,17.0,59.0,0.0,0.0,Cecum,D28C
D28E09D,25932.0,0.0,10321.0,0.0,0.0,774.0,257.0,0.0,0.0,0.0,Duodenum,D28D
D28E09I,209170.0,0.0,20861.0,2.0,681.0,5728.0,2375.0,0.0,0.0,0.0,Ileum,D28I
D28E09J,60009.0,0.0,3908.0,0.0,23.0,752.0,50.0,0.0,0.0,0.0,Jejunum,D28J
D28E10C,180872.0,0.0,8255.0,0.0,38.0,6188.0,36.0,205.0,0.0,0.0,Cecum,D28C
D28E10D,38136.0,0.0,9608.0,93.0,0.0,1119.0,0.0,0.0,0.0,0.0,Duodenum,D28D
D28E10I,87795.0,0.0,4540.0,0.0,0.0,13.0,1430.0,0.0,0.0,0.0,Ileum,D28I
D28E10J,28458.0,0.0,1113.0,0.0,0.0,19.0,89.0,0.0,0.0,0.0,Jejunum,D28J
D35E01C,234988.0,0.0,35843.0,94.0,3127.0,18067.0,2.0,0.0,0.0,0.0,Cecum,D35C
D35E01D,74007.0,0.0,2887.0,0.0,499.0,1265.0,0.0,0.0,0.0,0.0,Duodenum,D35D
D35E01I,209616.0,0.0,12842.0,97.0,105.0,1505.0,430.0,0.0,0.0,0.0,Ileum,D35I
D35E01J,81438.0,0.0,5776.0,57.0,47.0,559.0,242.0,0.0,0.0,0.0,Jejunum,D35J
D35E02C,232675.0,0.0,36727.0,72.0,3247.0,18630.0,0.0,0.0,77.0,0.0,Cecum,D35C
D35E02D,108288.0,0.0,26573.0,0.0,343.0,5548.0,71.0,83.0,0.0,0.0,Duodenum,D35D
D35E02I,173488.0,0.0,49050.0,0.0,0.0,2234.0,397.0,0.0,0.0,0.0,Ileum,D35I
D35E02J,60631.0,0.0,1479.0,3.0,83.0,922.0,6.0,0.0,0.0,0.0,Jejunum,D35J
D35E03C,188322.0,0.0,31133.0,74.0,1934.0,15900.0,11.0,0.0,0.0,0.0,Cecum,D35C
D35E03D,59368.0,0.0,5355.0,3.0,446.0,624.0,0.0,0.0,0.0,0.0,Duodenum,D35D
D35E03I,239625.0,0.0,7377.0,5.0,0.0,1072.0,10552.0,0.0,0.0,0.0,Ileum,D35I
D35E03J,88572.0,0.0,3737.0,57.0,0.0,656.0,1203.0,0.0,0.0,0.0,Jejunum,D35J
D35E04C,214167.0,0.0,37666.0,61.0,3089.0,18349.0,0.0,0.0,0.0,0.0,Cecum,D35C
D35E04D,134424.0,0.0,37089.0,674.0,612.0,4996.0,2.0,0.0,0.0,0.0,Duodenum,D35D
D35E04I,236705.0,0.0,21342.0,0.0,0.0,5884.0,96.0,0.0,0.0,0.0,Ileum,D35I
D35E04J,43733.0,0.0,69623.0,0.0,38.0,206.0,7.0,0.0,0.0,0.0,Jejunum,D35J
D35E05C,218554.0,0.0,31685.0,69.0,2855.0,18418.0,0.0,0.0,0.0,26.0,Cecum,D35C
D35E05D,47546.0,0.0,3196.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,Duodenum,D35D
D35E05I,279984.0,0.0,2120.0,71.0,35.0,160.0,275.0,0.0,0.0,0.0,Ileum,D35I
D35E05J,169259.0,0.0,3475.0,5.0,78.0,964.0,101.0,0.0,0.0,0.0,Jejunum,D35J
D35E06C,227537.0,0.0,35867.0,156.0,2433.0,18315.0,14.0,0.0,0.0,0.0,Cecum,D35C
D35E06D,148584.0,0.0,10956.0,186.0,193.0,5237.0,17.0,0.0,0.0,0.0,Duodenum,D35D
D35E06I,60090.0,0.0,9015.0,9.0,0.0,316.0,575.0,0.0,0.0,0.0,Ileum,D35I
D35E06J,98986.0,0.0,2957.0,4.0,0.0,445.0,49.0,0.0,0.0,0.0,Jejunum,D35J
D35E07C,230723.0,0.0,34659.0,65.0,2741.0,14789.0,0.0,0.0,0.0,0.0,Cecum,D35C
D35E07D,266718.0,0.0,6990.0,474.0,0.0,5188.0,5.0,0.0,0.0,0.0,Duodenum,D35D
D35E07I,271515.0,39.0,3325.0,627.0,206.0,5471.0,47.0,0.0,0.0,10.0,Ileum,D35I
D35E07J,100851.0,0.0,3304.0,85.0,139.0,940.0,40.0,0.0,0.0,0.0,Jejunum,D35J
D35E08C,111713.0,0.0,16637.0,89.0,1365.0,8604.0,5.0,0.0,0.0,0.0,Cecum,D35C
D35E08D,16376.0,0.0,190.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,Duodenum,D35D
D35E08I,282148.0,0.0,10056.0,16.0,0.0,1129.0,82.0,0.0,0.0,0.0,Ileum,D35I
