,__,__,Diplodia,Lasiodiplodia,Macrophomina,unidentified,__,Arthrocatena,Cladosporium,Rachicladosporium,Dissoconium,Acrodontium,Cercospora,Septoria,Sphaerulina,Zasmidium,Recurvomyces,unidentified,Aureobasidium,Coniozyma,__,Arthrographis,Eremomyces,__,Camarosporidiella,__,Coniothyrium,Corynespora,Pyrenochaeta,Pyrenochaetopsis,__,Dictyosporium,unidentified,__,Didymella,Neoascochyta,Phoma,Stagonosporopsis,__,Aporospora,Kalmusia,Paraphaeosphaeria,Pseudopithomyces,Darksidea,Lentithecium,Poaceascoma,__,Heterospora,Leptosphaeria,Plenodomus,__,Biappendiculispora,Lophiotrema,Byssothecium,__,Acrocalymma,Multiseptospora,Periconia,__,Chaetosphaeronema,Leptospora,Ophiobolopsis,Ophiosphaerella,Paraphoma,Phaeosphaeria,Septoriella,Setophoma,unidentified,__,Alternaria,Bipolaris,Cochliobolus,Curvularia,Dichotomophthora,Exserohilum,Pleospora,Stemphylium,__,Monodictys,Nigrograna,__,Preussia,Sporormia,Sporormiella,Westerdykella,unidentified,Roussoella,Torula,unidentified,Spissiomyces,__,Ochroconis,__,__,Cyphellophora,__,Cladophialophora,Coniosporium,Exophiala,Minimelanolocus,Phialophora,Veronaea,unidentified,__,Bradymyces,Knufia,Trichomerium,unidentified,unidentified,__,__,Aspergillus,Penicillium,Phialosimplex,Xeromyces,Sagenomella,Talaromyces,Thermomyces,Xerochrysium,unidentified,Mycocalicium,__,__,unidentified,Arachnomyces,unidentified,Ctenomyces,Gymnoascoideus,Gymnoascus,Kraurogymnocarpa,Testudomyces,unidentified,__,Amauroascus,Aphanoascus,Auxarthron,Mallochia,Chrysosporium,Malbranchea,Spiromastix,unidentified,unidentified,Pyxidiophora,Botryolepraria,__,Erysiphe,Phyllactinia,Podosphaera,__,__,Articulospora,Scytalidium,Tetracladium,__,Amphobotrys,Cadophora,Leohumicola,Cistella,Setoscypha,Myxotrichum,Oidiodendron,Botrytis,__,Geomyces,Pseudeurotium,Pseudogymnoascus,unidentified,Thelebolus,__,__,Arthrobotrys,Dactylaria,unidentified,unidentified,__,__,Ascobolus,Cephaliophora,Iodophanus,Kalaharituber,Peziza,Terfezia,unidentified,Coprotus,__,Cheilymenia,Geopora,Heydenia,Lasiobolidium,Paurocotylis,Pseudaleuria,Pulvinula,Scutellinia,unidentified,Pneumocystis,__,Debaryomyces,Hyphopichia,Meyerozyma,Millerozyma,unidentified,Clavispora,Kodamaea,Cyberlindnera,Starmera,Wickerhamomyces,Eremothecium,Issatchenkia,Kazachstania,Saccharomyces,Zygosaccharomyces,Candida,Diutina,Sympodiomyces,Blastobotrys,Trichomonascus,Zygoascus,__,unidentified,Coniochaeta,unidentified,Diaporthe,Cryptosphaeria,Cytospora,unidentified,Colletotrichum,__,Acrostalagmus,Gibellulopsis,Lectera,Plectosphaerella,Sodiomyces,Verticillium,unidentified,__,__,Clonostachys,Geosmithia,Gliomastix,Hydropisphaera,Nectriopsis,Selinia,Verrucostoma,unidentified,__,Aschersonia,Metacordyceps,Metarhizium,Paecilomyces,__,Beauveria,Engyodontium,Lecanicillium,Simplicillium,Monocillium,Trichoderma,__,Acremonium,Emericellopsis,Fusariella,Olpitrichum,Sarocladium,Stanjemonium,Trichothecium,Ustilaginoidea,unidentified,__,Bisifusarium,Cosmospora,Cylindrocarpon,Dactylonectria,Fusarium,Fusicolla,Gibberella,Ilyonectria,Nectria,Neocosmospora,Neonectria,Volutella,Eucasphaeria,__,Drechmeria,Harposporium,Ophiocordyceps,Purpureocillium,__,Achroiostachys,Alfaria,Myrothecium,Paramyrothecium,Stachybotrys,Striatibotrys,unidentified,Tilachlidium,unidentified,__,Falciphora,Gaeumannomyces,Harpophora,Magnaporthe,Magnaporthiopsis,Ophioceras,Pyricularia,Slopeiomyces,unidentified,Melanospora,Aniptodera,unidentified,__,Acaulium,Cephalotrichum,Kernia,Microascus,Petriella,Pithoascus,Scedosporium,Scopulariopsis,unidentified,Cephalotrichiella,Wardomyces,Myrmecridium,Phyllachora,__,Phialemonium,__,Achaetomium,Acrophialophora,Amesia,Botryotrichum,Chaetomium,Dichotomopilus,Humicola,Melanocarpus,Mycothermus,Subramaniula,Thielavia,Zopfiella,unidentified,Endophragmiella,__,Cercophora,Cladorrhinum,Podospora,Schizothecium,unidentified,Neurospora,Sordaria,Ramophialophora,Remersonia,Staphylotrichum,unidentified,Pleurophragmium,Xylomelasma,Phaeoacremonium,Nigrospora,__,Arthrinium,Coniocessia,__,Diatrype,Eutypella,Monosporascus,Monographella,Idriella,Microdochium,unidentified,__,Ascotricha,Coniolariella,Hypoxylon,Poronia,Rosellinia,Xylaria,Zygosporium,Fusidium,Hansfordia,Neoidriella,Phialemoniopsis,unidentified,unidentified,Symbiotaphrina,Basidiobolus,__,__,__,__,Agaricus,Coprinus,Melanophyllum,Tulostoma,Amanita,Conocybe,Panaeolus,Cortinarius,Gymnopilus,Crepidotus,Simocybe,Entoloma,__,Naucoria,__,Bovista,Calvatia,Lycoperdon,Calocybe,Lyophyllum,Mycenastrum,Gymnopus,Mycetinis,Rhodocollybia,Cylindrobasidium,Flammulina,Strobilurus,Pleurotus,Volvariella,__,Coprinellus,Coprinopsis,Parasola,Psathyrella,Aphanobasidium,Radulomyces,Schizophyllum,__,unidentified,Hypholoma,Kuehneromyces,Pholiota,Tubaria,Baeospora,Clitocybe,Collybia,Hemimycena,Lepista,Leucocybe,Megacollybia,Melanoleuca,Mycena,Panellus,Paralepista,Pseudoclitocybe,Tricholoma,Typhula,unidentified,Amyloxenasma,Amphinema,Athelia,Auricularia,Oliveonia,Exidia,Imleria,Hydnomerulius,Hygrophoropsis,Paxillus,Suillus,__,Botryobasidium,Minimedusa,Sistotrema,unidentified,__,Thanatephorus,unidentified,Corticium,Limonomyces,Vuilleminia,Geastrum,Fuscoporia,Hymenochaetopsis,Peniophorella,Resinicium,Trichaptum,__,Alutaceodontia,Hyphodontia,Lyomyces,Oxyporus,Schizopora,Xylodon,Tubulicrinis,Gastrosporium,Lysurus,__,Trametes,unidentified,Antrodia,Cinereomyces,Fomitopsis,Piptoporus,Tyromyces,__,Perenniporia,Hyphoderma,__,Climacocystis,Meripilus,Rigidoporus,unidentified,Bjerkandera,Ceraceomyces,Ceriporia,Hapalopilus,Irpex,Mycoacia,Neofavolus,Phanerochaete,Phlebia,Phlebiopsis,Porostereum,Scopuloides,Hypochnicium,Fomes,Lentinus,Rhodonia,Xenasmatella,Heterobasidion,__,Peniophora,Amylostereum,Stereum,__,Tomentella,Tomentellopsis,Trechispora,Sistotremastrum,unidentified,unidentified,Kurtzmanomyces,Cystobasidium,Occultifur,Symmetrospora,Sakaguchia,Tilletiopsis,Meira,Exobasidium,Golubevia,Quambalaria,Robbauera,Tilletia,Basidioascus,Geminibasidium,Malassezia,unidentified,Ustilentyloma,Colacogloea,Curvibasidium,Rhodosporidiobolus,Rhodotorula,Sporobolomyces,unidentified,Moniliella,Melampsora,Puccinia,Cystofilobasidium,Itersonilia,Mrakia,Tausonia,Filobasidium,Naganishia,Solicoccozyma,Bullera,Genolevuria,Dioszegia,Hannaella,Vishniacozyma,Papiliotrema,Bulleromyces,Cryptococcus,Saitozyma,Apiotrichum,Cutaneotrichosporon,Trichosporon,Thecaphora,Urocystis,__,Moesziomyces,Sporisorium,Tranzscheliella,Ustilago,Wallemia,__,Phlyctochytrium,Rhizophlyctis,Powellomyces,Spizellomyces,unidentified,__,Dominikia,Glomus,Rhizophagus,Septoglomus,Mortierella,unidentified,unidentified,Lichtheimia,__,Actinomucor,Mucor,Rhizopus,Olpidium,unidentified,unidentified,unidentified,Group1,Group2
D01E01C,0,0,0,0,0,0,1150,0,12462,0,0,0,0,0,93,0,0,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,0,47,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,171,0,0,0,0,0,0,79,0,6564,0,0,0,0,0,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,1929,0,0,0,4822,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,75,0,0,0,0,0,0,0,566,26,2283,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,14145,0,0,0,83,0,0,0,97,0,0,0,0,0,0,0,0,0,2135,0,269,0,0,778,0,0,0,0,0,10558,0,0,59,0,326,0,0,0,0,16641,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,73,0,32,0,0,0,0,0,0,0,275,0,0,0,0,0,0,108,24,0,0,0,0,0,8161,257,0,0,0,0,0,0,0,190,0,0,0,0,17,0,69,40,0,0,0,66,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,227,0,0,0,0,0,0,0,0,86,0,0,17,228,0,0,0,0,0,0,0,0,112,0,0,16,0,0,109,0,0,0,0,0,270,22,42,106,0,0,0,0,119,150,76,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,2,0,0,0,642,71,0,0,0,0,4762,0,0,0,0,0,0,0,226,0,229,3023,0,0,0,0,131,0,57,0,0,0,0,568,4385,0,0,0,0,0,0,176,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,2190,0,0,0,0,0,Cecum,D01C
D01E01D,0,0,0,0,0,0,2584,0,16053,0,0,0,0,0,0,0,0,0,3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,14066,0,0,0,21403,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,732,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3741,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,2845,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,10,0,1147,0,0,595,0,0,0,504,0,3064,0,0,0,0,1956,0,0,0,0,12204,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5332,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,0,0,607,0,0,0,2105,0,0,0,0,0,1104,0,0,0,0,0,1457,0,1293,0,3,156,0,0,0,0,0,0,0,0,0,0,0,2,9888,0,0,0,0,0,0,0,3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,1037,324,0,0,0,0,0,Duodenum,D01D
D01E01I,387,0,0,0,0,0,0,0,7969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,200,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,63,318,11401,20003,0,303,0,59162,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,3696,0,0,0,0,0,92,0,0,0,0,0,0,0,703,0,3777,0,0,0,193,4,177,0,0,0,0,0,0,0,0,0,191,171,0,86,0,7872,0,322,0,0,0,0,0,189,0,0,0,0,0,0,0,116,0,683,0,0,0,0,7533,0,0,0,0,0,6508,0,0,0,0,978,0,0,0,0,32359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,35,0,0,0,147,0,87,0,0,0,0,0,0,44,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,93,0,86,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,2103,146,0,0,0,0,0,337,0,0,0,0,128,0,168,0,0,0,0,0,0,0,403,0,0,0,0,0,0,237,1802,0,0,0,0,69,0,316,610,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,242,50,0,0,0,0,Ileum,D01I
D01E01J,0,0,0,0,0,0,1819,0,6646,0,0,0,0,0,0,0,0,0,0,241,0,0,0,142,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,225,0,0,0,0,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,462,11926,4821,0,125,0,66406,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9693,0,54,0,0,0,15,63,0,0,216,0,0,0,0,0,2697,681,0,0,0,0,0,0,0,0,8906,0,0,0,370,0,0,0,0,0,0,2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,212,0,165,0,0,7666,0,497,0,0,0,16456,0,0,89,0,393,0,0,0,0,98112,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,151,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,12,0,511,0,0,0,0,0,0,1262,0,0,0,0,122,74,0,0,263,248,568,0,93,713,0,114,142,0,0,0,608,0,0,0,72,0,0,0,0,0,152,0,0,86,0,0,0,0,0,289,0,39,0,0,0,0,0,0,0,0,0,0,103,127,0,292,0,544,0,0,0,0,0,0,0,0,187,0,0,0,92,0,53,156,0,0,129,0,0,24,68,0,0,0,0,0,0,0,0,80,36,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,1263,0,0,0,2789,145,0,0,0,0,146,68,0,48,0,0,0,0,0,0,140,0,0,0,0,0,0,0,204,0,0,0,0,0,4350,0,0,0,0,320,0,243,665,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,278,157,0,0,0,0,Jejunum,D01J
D01E02C,0,0,0,0,0,0,1266,0,7393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,701,0,0,0,4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5629,0,0,0,0,0,4,0,0,0,314,0,0,0,0,0,5849,10545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,721,0,70,0,0,0,11182,0,0,0,0,0,0,0,0,0,66685,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,19695,5302,0,429,0,0,0,0,0,0,0,0,0,0,292,0,0,192,0,0,0,219,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,205,0,0,0,1758,0,0,0,0,0,2434,19,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,238,0,0,0,0,349,23533,0,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,Cecum,D01C
D01E02D,285,0,0,0,0,0,367,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,7,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,470,0,0,0,6729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,556,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4439,0,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,0,478,17431,0,0,0,0,0,0,0,0,0,0,0,478,434,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,345,0,0,0,0,Duodenum,D01D
D01E02I,0,0,0,0,0,0,0,0,5912,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,12430,11660,0,443,0,131808,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,54,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5267,0,0,0,0,0,408,19,0,0,0,0,0,359,0,0,3627,0,0,0,86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7149,0,0,0,0,0,3295,0,0,0,0,0,0,0,0,0,40130,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,2285,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,441,0,0,0,0,0,4,40,0,0,0,0,0,0,274,0,0,103,0,3,0,0,83,0,0,0,0,0,0,0,2609,0,0,0,0,136,0,408,319,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,39,286,0,0,0,0,Ileum,D01I
D01E02J,103,0,0,0,0,0,505,0,4831,0,0,0,28,0,0,0,0,0,168,0,0,0,0,171,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224,0,0,0,0,0,0,0,0,0,0,0,702,0,0,11,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,237,9058,3496,0,57,0,64366,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,60,137,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7471,0,46,0,0,0,0,63,0,12,0,0,0,129,0,0,5091,436,0,0,0,37,46,0,0,0,565,0,0,0,363,0,0,80,0,157,0,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,115,0,0,8560,0,427,0,0,0,6450,0,0,54,0,7596,0,0,0,5,92310,0,0,0,0,0,0,0,0,0,0,0,0,0,66,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,342,0,0,0,0,0,0,231,0,0,0,0,0,106,0,0,102,147,0,0,49,350,0,0,30,0,0,0,118,0,17,18,67,0,0,0,0,92,0,0,0,0,0,23,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,54,0,38,0,42,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,36,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,635,0,0,0,882,0,0,0,0,0,52,0,0,64,0,0,32,0,115,0,63,438,0,0,0,0,0,0,239,0,0,0,0,0,16742,0,0,6,36,126,0,129,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,24,0,0,0,0,Jejunum,D01J
