"","Genus","Cluster","Importance"
"506","Pseudoxanthomonas",1,0.000108664443055783
"507","Stenotrophomonas",1,0.000108664443106399
"508","Xanthomonas",1,0.000108664443098361
"509","X__.63",1,0.000108664443088969
"510","X__.64",1,0.000108664442963181
"511","Sh765B.TzT.35",1,0.00010866444287668
"512","uncultured.bacterium.37",1,0.00010866444304405
"513","uncultured.proteobacterium",1,0.000108664442977633
"514","uncultured.soil.bacterium.2",1,0.000108664442961976
"515","X__.65",1,0.000108664442967155
"516","Anaeroplasma",1,0.000108674886379207
"517","uncultured.bacterium.38",1,0.000108664443390348
"518","uncultured.organism.2",1,0.000108664443056317
"519","gut.metagenome.3",1,0.000108664443132101
"520","uncultured.bacterium.39",1,0.000108664443108844
"521","uncultured.rumen.bacterium.2",1,0.000108664443141728
"522","X__.66",1,0.000108664443173341
"523","Mycoplasma",1,0.000108664443118389
"524","Chthoniobacter",1,0.000108664443195767
"525","Candidatus.Xiphinematobacter",1,0.000108664442954883
"526","uncultured.33",1,0.000108664443147504
"527","X__.67",1,0.000108664443045758
"528","Akkermansia",1,0.00775545091104487
"529","uncultured.bacterium.40",1,0.000108664443053805
"530","Granulicella",2,0.00178001993140809
"531","Bryobacter",2,0.00015935679073632
"532","X__",2,0.000159280049507524
"533","Blastocatella",2,0.000159278805591677
"534","uncultured",2,0.000159278564641166
"535","RB41",2,0.00178317191688167
"536","X__.1",2,0.000159364129417585
"537","uncultured.bacterium",2,0.000159298882147302
"538","X__.2",2,0.000159365020379836
"539","uncultured.bacterium.1",2,0.00015929873851629
"540","X__.3",2,0.000159364681013066
"541","bacterium.YC.LK.LKJ36",2,0.000159364077915781
"542","X__.4",2,0.00015936763374058
"543","uncultured.Acidimicrobidae.bacterium",2,0.00015938398289121
"544","uncultured.Actinomycetales.bacterium",2,0.000159294366334371
"545","X__.5",2,0.000159305853269276
"546","CL500.29.marine.group",2,0.000159298890453594
"547","uncultured.bacterium.2",2,0.000159364116306813
"548","uncultured.Acidimicrobiales.bacterium",2,0.00015938399443437
"549","Actinomyces",2,0.000159298653209987
"550","Aeriscardovia",2,0.000159281639878338
"551","Bifidobacterium",2,0.0411592492402405
"552","Gardnerella",2,0.000159364284369579
"553","Corynebacterium.1",2,0.0429712030305259
"554","Lawsonella",2,0.000159358721820754
"555","Mycobacterium",2,0.000159288633902901
"556","Nocardia",2,0.000159281102513319
