D01E01I D01E02I D01E03I D01E04I D01E05I D01E06I D01E07I D01E08I D01E09I D01E10I D04E01I D04E02I D04E03I D04E04I D04E05I D04E06I D04E07I D04E08I D04E09I D04E10I D07E01I D07E02I D07E03I D07E04I D07E05I D07E06I D07E07I D07E08I D07E09I D07E10I D14E01I D14E02I D14E03I D14E04I D14E05I D14E06I D14E07I D14E08I D14E09I D14E10I D21E01I D21E02I D21E03I D21E04I D21E05I D21E06I D21E07I D21E08I D21E09I D21E10I D28E01I D28E02I D28E03I D28E04I D28E05I D28E06I D28E07I D28E08I D28E09I D28E10I D35E01I D35E02I D35E03I D35E04I D35E05I D35E06I D35E07I D35E08I D35E09I D35E10I D42E01I D42E02I D42E03I D42E04I D42E05I D42E06I D42E07I D42E08I D42E09I D42E10I
D01E01I NA -0.907657939368052 -0.632025875437456 -0.892803632558342 -1.50723270208057 -0.457113444682099 -1.30734647351551 0.281522479697017 -2.69321085684511 -1.28255681103079 -1.2780745331191 -2.10818286612592 -1.11953798591554 -0.847179271334466 -1.3597419040584 -0.912737029520018 -0.746808412861156 -1.16765556605846 -0.99272645156139 0.101006780004462 -1.06113167965939 -1.72928886364518 -1.41424177937151 -1.32653774810902 -1.27062860511037 -1.40482774679221 -1.19742799976222 -0.961794289687852 -0.993283004892313 -1.40631407466891 -0.732414268013355 -0.511044200684159 -0.610390610798963 -1.15507680148694 -0.828929111271741 -1.11231239784566 -0.249639562062902 -1.71749444731195 -1.63719801380364 -1.12058938922028 -1.09349006573918 -0.940010080924912 -1.2125488253422 -1.06921323090982 -0.807580711375854 -0.759519428999703 -0.65073924221075 -0.996772439973699 -0.953020535598098 -1.08691121865444 -0.249233535346933 -0.420868251937867 -0.750835895423412 -0.859809396060188 -0.402707927796001 -1.2221592279977 -1.12146436490866 -0.770476854958769 -0.368560542953032 -1.52614767072742 -0.98412687636933 -1.27019910912803 -0.837182758833565 -1.25553068905751 -0.90199301687391 -1.55142364000292 -0.80602932129936 -1.16471890194624 -0.774128200135581 -1.01796557652826 -0.644746436553023 -1.09935671686452 -0.781906213108497 -0.45763742060797 -0.931858802185479 -0.929565845823323 -0.770821255708535 -0.767363785253612 -1.10481959980265 -0.612897827990407
D01E02I -0.907657939368052 NA -1.75424724091434 -1.4071698165407 0.419411839748802 0.324369544877382 -1.00368313280468 -0.476315045829068 -1.67441689122486 -1.57007155187744 -0.838479155712419 -1.52465183273832 1.0059917522933 -0.0714388215035964 -0.527276359601114 -0.241416996292274 0.0925442079012545 -0.854454422236918 0.0315121880785611 2.37115235450162 0.359570771982724 -0.629192092832899 -0.850587602952544 -0.753157900495109 -0.223749461095091 -0.459317874083401 -0.730840683030635 -1.33498625890524 -0.424760320940572 -1.32817679900578 0.833500297606326 1.1237443183353 0.992557701231152 0.257296709726509 0.716367430502299 0.0808129547964522 0.711436612772943 -0.92937931382177 -0.766729080807357 -0.101287262355732 -1.45325012104467 0.355539000307786 0.719411426502813 -0.288228135544339 0.265117918024119 0.752566691907054 0.786091456354752 0.385806348710671 0.777780265627499 -0.0931049975276858 0.444033390441719 0.519733663635578 0.247429882356384 -0.731143140314324 0.489542470914101 -0.528906725003235 0.268968836167906 -0.130402537672066 0.601299517895973 0.467636078455723 0.253607945524037 -0.398427795132079 -0.216199257047798 0.889051417338038 -1.13720063759175 -1.11953824316312 0.106420244444479 -0.615854951301358 0.60664701578787 -0.353512835900403 -0.158750596757768 0.961510129891417 -0.12533751317525 0.445093721861322 -0.267143874131994 -0.540405688625958 0.218548564440726 0.54344409288126 -0.658145973486778 0.254245413749777
D01E03I -0.632025875437456 -1.75424724091434 NA -1.01618215530652 -0.370347518893224 -0.309512768382864 -0.66002121381936 -0.921863912818591 -0.698028468480782 -1.71617239019542 -0.80559351494761 -1.37635388770717 0.256903230080317 0.179789970864621 -0.0306871085003684 0.197746301527731 -0.454191147332767 -0.153793769123802 0.229282618814285 2.89458948663739 0.854080493684706 0.26068408978474 0.0286483439410111 0.651154923159957 0.963835782870534 0.771192656135478 -0.665607652270844 -0.855913989252998 -0.123161694630391 -0.170252320165977 0.211414408841054 0.947518776516862 0.301585306854018 0.747817644696577 0.227349569368828 0.282275982345386 0.397793410227708 -0.516230417013023 -0.174488836057191 0.235229789399974 -0.9853124396784 0.0743677991497021 0.527916721314797 0.328712265012069 0.301406531283432 0.513038275262075 0.684824416795726 0.439497992494887 0.42635408217865 0.663727396196651 0.472265409452684 0.957239017029912 0.302755724846912 0.148033294600406 0.498176351861092 0.226129014269023 0.734478215697345 0.298453001477112 0.833464332937813 0.750694114661902 0.394786713103216 0.103364398713875 0.24645837974482 1.06954599202781 0.0954801660085087 -0.680281096391869 0.608972595468128 -0.0138917259663089 0.485737353675138 0.0924738728787219 0.548134286389521 0.783765122941761 0.181609261130777 0.761658420324829 0.194410027067204 0.052526943539748 0.219919966689131 0.498820358629539 0.0218096827247619 0.232991813610939
D01E04I -0.892803632558342 -1.4071698165407 -1.01618215530652 NA 2.70392252821185 2.37495965193703 0.224972264651752 -0.117107268249729 -1.19128321168412 -0.91413854212111 -1.1585527844604 -1.70602471122349 0.596671147662458 0.0609623435688623 0.391144373426797 -0.861155600220394 -1.19321834686624 -1.37174188728686 0.766297304498313 3.17529259521109 2.08524533508901 1.13031496060534 2.64203481358684 3.2944234672359 3.74524417859003 3.84950832788939 -1.3020262079339 -1.1286309109032 -0.138984565800862 0.302643881151413 0.00193146312073493 -1.1187971584053 0.0315412531509883 -0.540704720249451 0.0740526298366406 0.616179002252178 -0.115330231272006 0.778201382821107 0.921467497870203 0.948106321123228 -1.30958308887328 -0.167240638553747 2.02225704679059 -0.0924734966624528 0.836565569184122 0.0605872339361439 1.82642367302277 1.81251927920674 1.29381599545718 -0.396687865085358 0.165259720971817 1.19483886750317 -0.102982726923029 -0.0285793676289094 0.25544197664568 -1.4312743595354 1.99955160586555 0.48246599687404 1.37034579958339 -0.910290820187912 0.0775663241956366 -0.534819792420335 -0.122631869718453 1.53428872801007 0.435617950855786 -1.05999074366712 1.6262748544632 0.343899963487338 1.18322488521949 0.066155696206013 2.70604840884928 0.969033291216216 0.489566975488149 1.33288752738823 -0.0985370325344276 0.403056677750603 0.0558982573020971 -0.161157693312165 -0.149523600423469 -0.292565308579127
D01E05I -1.50723270208057 0.419411839748802 -0.370347518893224 2.70392252821185 NA -0.693312219245668 -0.415184963401532 0.66009735325382 -1.6938083365494 0.0364224348172612 -0.817939912785375 -1.44902568353983 0.00337581455191672 -0.666269617441731 -0.312086368382848 -0.668184281395913 -0.80005598437226 -0.468068355266136 0.15052799063969 1.86198523370109 -0.151741033592796 -0.0952366452736874 -0.271160546518037 -1.25356395905715 -0.495752788788499 -0.540694230259495 -0.869335122039818 -0.928121703751333 -0.780764239103875 -0.704478209628572 0.0331772278127697 -0.3479189932254 0.154951457383656 -0.581264404237524 0.163918687000215 -0.0711160791395816 -0.0778989562062035 -0.198695952497743 -0.148449494087302 -0.106708797374389 -1.09019283997716 0.128310833249524 0.333014573910103 0.245672362883988 0.253918562334009 0.327081669569441 0.490026505503821 0.268282130882565 0.198635927528715 0.625275559754856 0.707283940338245 0.48123098221541 0.13953938777429 0.0657410270496688 0.249605930843081 -0.60827561015825 -0.153002636487483 0.202493969844598 0.486267341770128 -0.805707467744938 0.372568218339855 0.0308029315137764 0.0760960838343801 0.661010791561818 0.0387279480820583 -0.643156636572419 0.565306530472521 0.107868434895189 0.458872326855164 0.199258726284935 0.715977507093775 0.0799636495852944 0.0892311171047365 0.344266445836202 0.170381488882785 0.115514356097822 0.184270584045484 0.208366918649877 0.16103753439112 0.159285026924684
D01E06I -0.457113444682099 0.324369544877382 -0.309512768382864 2.37495965193703 -0.693312219245668 NA -1.22619526282158 1.14848888090268 -1.07823714093491 1.24609501410219 -1.17322995733005 -1.21171672401523 -0.293382483120887 -1.11360499859622 -0.705132131350447 -1.18010971578642 -0.981817875754361 -0.898815158625753 0.055764914187282 2.68754932552123 0.64440069887231 0.0264063081066415 1.10547254975911 3.52647386234727 2.34299677232923 2.3084298745542 -1.4378818057728 -1.43624202493409 -1.24799065559808 -1.02111479771739 -0.151026233504358 -0.133070191141642 0.200396623925105 -0.974558981417869 0.0487331785913384 -0.494734949421171 0.604057780240588 -0.465987423739176 -0.613768322018727 -0.315745896253544 -1.3138603848703 0.220083691441555 1.40580315037274 0.319867961429831 0.159976547170722 0.355785622807105 0.576818037350815 0.226247879083723 0.479799251221283 0.459547222261569 0.711576039343612 0.664064890426518 -0.000121153466646737 -0.111948619250729 0.485805027870451 -1.10127548430166 0.0291198286048454 0.373016077016372 0.913292851963596 1.97836111868408 0.388900093787978 -0.389469157186794 0.142187054187842 1.69691792907255 -0.214853484603463 -0.709202337546226 1.08100476272605 -0.32575787559675 0.399320898039674 0.0665445279384502 0.331627189553326 -0.168759093513037 -0.100490036901017 0.63555800325305 0.0786725954670022 -0.129607323719936 0.00497188784653915 0.400789915127528 -0.110025330756286 0.164556331074576
D01E07I -1.30734647351551 -1.00368313280468 -0.66002121381936 0.224972264651752 -0.415184963401532 -1.22619526282158 NA -0.25626370168524 -1.11193126794419 -1.14322971820378 -0.651477098272081 -1.63226380545366 -0.423161894504908 0.310495329898602 -0.701851320188221 0.626327421103201 -0.744700359818987 0.0251092515132525 -0.541905050591121 2.65477018171574 -0.285063999870072 -0.734659342147625 -0.680766717571627 -0.893007092917316 -0.526028621263594 0.456725971641535 -0.767783765532274 -1.22379553528858 -0.713718666593721 -0.788483398780432 -0.717611429373832 -0.290594172689342 -0.583271740348491 -0.0165537705222755 -0.609852019724977 -0.620220805792874 -0.429529111132352 -1.11674794261542 -0.477051430540555 -0.587639145020927 -0.739289123135177 -0.56465667760613 0.043508338194221 -0.551898202523758 -0.522969277730336 -0.433473914758796 -0.0660607854448667 -0.103988576878243 -0.199164253925604 -0.00272944089316092 -0.0871529858783626 0.566743610422095 -0.798345769277924 -0.823889431664238 -0.191685200602476 -0.131624185728329 -0.0514759267322436 -0.665607396781012 0.48865683808961 1.01542048172801 -0.365502978550065 -0.71301518807413 -0.73084375865222 1.36202767352978 -0.863885618792865 -1.09739350282146 0.078087970471727 -0.828974345162282 -0.30637935953859 -0.611552102549562 0.130631945037693 0.325145827258142 -0.700162998016911 0.132445364664444 -0.659090975405089 -0.81343621076582 -0.596704034566857 -0.261072304461862 -0.737955725975005 -0.761696145369648
D01E08I 0.281522479697017 -0.476315045829068 -0.921863912818591 -0.117107268249729 0.66009735325382 1.14848888090268 -0.25626370168524 NA 0.330420193471306 0.397313771920638 -1.12785897691791 -1.08215858713383 -0.3899081271034 -0.88472617815155 -0.743665210379378 -0.851244521049189 -0.860195828250637 -0.784778836959863 -0.169518142238068 1.14215246536579 0.595112761295771 -0.260614996819303 0.958597840059118 3.4058872603038 2.64977307963517 3.01215340605974 -1.15603534399386 -0.949188368619753 -0.830353991934335 -1.01568320633823 -0.108114106795786 -0.784061449736379 -0.178525229399275 -1.02280439362325 -0.0942317319065631 -0.423509290582346 -0.295090544259805 -0.886754911951157 -0.698466135423078 -0.417980976078789 -1.26285745048448 -0.195074220548016 -0.387039072329025 -0.198656134244678 -0.0276439847140544 0.0408041301491493 0.391535679168202 0.248592247045204 0.0727440372379546 0.0635284828276659 0.170154707249425 -0.245451707170915 -0.174939888628706 -0.129763385205164 0.0444665096766242 -1.07480912896776 -0.0981450702728159 0.365089731243657 0.616040803673114 -0.994567013663075 -0.0267254204660084 -0.446190041820118 0.259186034929238 0.853720834659499 -0.1579546885137 -1.16258505645979 -0.147707927364288 -0.376546745460989 0.0920621379294106 -0.19089970717569 0.198781217665339 -0.173230499447461 -0.0830643066319823 0.248603911532776 -0.18225782480914 -0.153785495933162 -0.119713656717561 -0.150090252995843 -0.540796934987287 -0.030810928856994
D01E09I -2.69321085684511 -1.67441689122486 -0.698028468480782 -1.19128321168412 -1.6938083365494 -1.07823714093491 -1.11193126794419 0.330420193471306 NA -1.9678566097029 -0.808710786869575 -1.55202846876675 -0.754984487012565 -0.616589141445166 -0.945535046772462 -0.549035555671266 0.140432037151147 -1.03179319976342 -0.865810202321018 1.11268861218958 -0.665420015236804 -1.01147744496896 -1.16261577525415 -0.996079909184386 -0.928817306720475 -0.898629076096277 -0.929521539541988 -1.19147678267965 -0.854137241008555 -0.901490293304131 -0.768379448847448 0.130810115610166 -0.625420216699579 -0.373759434866553 -0.770474524376126 -0.747405524045127 -0.03911934344187 -1.32908999055288 -1.2109187074512 -0.865341386709949 -1.05824906229965 -0.816284943185595 -0.243870272733633 -0.753216745640924 -0.685853850293402 -0.526753356340017 -0.309312290992856 -0.516331089847865 -0.66831482346834 -0.43495485039937 -0.260125607088966 -0.274673387346082 -0.768876815908918 -0.854502750982623 -0.233465706198199 -0.687179052012247 -0.25367781052663 -0.665387610474451 -0.0304345019295623 -0.911504911868369 -0.691412161482246 -0.888968553590121 -0.832373762257507 0.390891564374541 -0.837826196643563 -1.18955550007188 -0.318207575186021 -1.10810512874535 -0.531855877394487 -0.821917054642013 -0.197500386140081 -0.299702349898605 -0.780641585075064 -0.131415724132439 -0.741365124729253 -0.881467660192343 -0.708964857272564 -0.369234698417725 -1.01644773924789 -0.59911488500713
D01E10I -1.28255681103079 -1.57007155187744 -1.71617239019542 -0.91413854212111 0.0364224348172612 1.24609501410219 -1.14322971820378 0.397313771920638 -1.9678566097029 NA -0.896587262940196 -1.17118343750919 0.439311779412744 0.798234967118241 0.0416215437085091 0.650279637116326 1.11467262823173 0.28243716095978 0.283782677715595 2.55042370334865 0.571642988699698 0.117904497885192 -0.573770470754551 -1.00192308949318 0.324648906777439 0.803360107598378 -0.617444737246541 -1.22871861541475 0.214637376800477 0.0536810867473615 0.122933645213239 0.521107089703668 0.209406120418156 0.294032828537433 0.238371731775941 0.178905626701772 0.0932755041822345 -0.470560079676953 -0.470900025094486 0.129616873448363 -0.968631234265842 0.0643238238667427 0.542977072017766 0.162069356250477 0.305013376351147 0.583380867644677 0.548933177739465 0.452840106622252 0.688341727456714 0.707261125969322 0.285154210050509 0.524244060663692 0.162974376999601 0.035796097888223 0.577449036514744 0.658097981128093 -0.241546122437493 -0.00833933574788257 0.899079204756233 -0.885948666951975 0.260750867787191 -0.0115544686733281 0.150157683979185 1.01450703014463 0.0848926550836861 -0.934875427152912 0.630508983041544 -0.208578656561862 0.431599292816909 0.068047045072976 0.272005626474223 1.02533465897131 0.102729264295795 0.851984411242434 0.237885460282813 -0.00715047945295634 0.169543076600069 0.569094731256111 -0.192932638792971 0.277216094922206
