D01E01C D01E02C D01E03C D01E04C D01E05C D01E06C D01E07C D01E08C D01E09C D01E10C D04E01C D04E02C D04E03C D04E04C D04E05C D04E06C D04E07C D04E08C D04E09C D04E10C D07E01C D07E02C D07E03C D07E04C D07E05C D07E06C D07E07C D07E08C D07E09C D07E10C D14E01C D14E02C D14E03C D14E04C D14E05C D14E06C D14E07C D14E08C D14E09C D14E10C D21E01C D21E02C D21E03C D21E04C D21E05C D21E06C D21E07C D21E08C D21E09C D21E10C D28E01C D28E02C D28E03C D28E04C D28E05C D28E06C D28E07C D28E08C D28E09C D28E10C D35E01C D35E02C D35E03C D35E04C D35E05C D35E06C D35E07C D35E08C D35E09C D35E10C D42E01C D42E02C D42E03C D42E04C D42E05C D42E06C D42E07C D42E08C D42E09C D42E10C
D14E07C 0.75 0.69 0.85 0.91 0.93 0.89 0.63 0.95 0.87 0.89 -1 -1 -1 -0.96 -0.97 -0.86 -1 -0.88 -1 -0.84 -0.84 -1 -1 -0.99 -1 -0.99 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -0.99 -0.87 -1 -1 -0.92 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -0.96 -0.92 -0.68 -1 -0.1 0.78 -0.61 -0.81 -0.94 -1 -0.98 -0.87 -0.4 -0.83 -0.95 -0.35 -0.99 -0.37 0.44 -0.99
D14E08C 0.68 0.65 0.81 0.87 0.89 0.85 0.58 0.91 0.82 0.85 -0.99 -1 -1 -1 -0.58 -0.99 -1 -0.99 -1 -1 -1 -1 -1 -0.99 -1 -1 1 -1 -0.98 -1 -0.96 -1 -1 -1 -1 -1 -1 0 -1 -1 -0.99 -0.99 -0.93 -0.93 -0.98 -0.76 -0.88 -1 -1 -0.97 1 1 1 1 1 1 1 1 1 1 -0.41 -0.28 -0.32 0.07 -0.07 -0.99 0.59 -0.99 -0.29 -0.48 0.13 -0.38 -0.77 -0.94 -0.84 0.58 -0.99 -0.4 -0.31 -1
D14E09C 0.74 0.69 0.84 0.9 0.92 0.89 0.62 0.94 0.86 0.89 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 0.32 -1 -1 -1 -1 0.19 0.01 -1 -0.98 -0.91 -0.94 -0.72 -0.38 -0.95 0.59 -0.62 -0.89 -0.98 -0.17 -1
D14E10C 0.76 0.71 0.87 0.92 0.93 0.9 0.66 0.95 0.88 0.9 -1 -1 -0.87 -1 -0.99 -0.97 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -0.97 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 0 -0.99 -1 -1 -1 -1 -1 -0.98 -1 -0.99 -1 1 1 1 1 1 1 1 1 1 1 -0.88 -0.97 -0.87 -0.79 0.85 -0.13 -0.15 -1 -0.99 -0.82 -0.97 -0.97 0.11 0.35 0.29 -0.77 -0.99 -0.95 -0.83 -0.31
D21E01C 0.74 0.7 0.85 0.91 0.93 0.89 0.65 0.95 0.88 0.89 -0.92 -1 -0.99 -0.72 -0.83 -0.04 -0.99 -0.99 -0.79 -0.73 -0.96 -0.81 -0.95 -0.15 0.12 0.5 1 -0.71 -0.99 -0.46 -0.98 -0.18 -1 -0.97 -0.68 -0.55 -0.87 -0.99 -1 -0.99 0 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -0.99 -1 -1 -0.96 -0.92 -1 -1 -1 -1 -1 -1 -1 -0.88 -0.91 -1 -0.98 -1 -1
D21E02C 0.75 0.7 0.86 0.91 0.93 0.9 0.65 0.95 0.88 0.9 -0.78 -0.5 -0.04 -0.95 -0.51 -0.73 -0.81 0.14 -1 -0.81 -0.46 -0.89 -0.98 -0.57 -0.98 -0.96 1 -0.99 -1 -0.82 -1 -0.99 -1 -1 -0.89 -0.98 -1 -0.99 -0.99 -1 -1 0 -1 -1 -1 -0.95 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -0.99 -1 -1 -0.84 -1 -0.98 -1 -1 -0.97 -0.99 -1 -1 -1 -1 -0.84 -1 -1
D21E03C 0.79 0.74 0.88 0.93 0.95 0.92 0.68 0.96 0.9 0.92 -0.94 -1 -1 -0.95 -0.69 -0.91 -0.97 -0.99 -0.99 -0.92 -0.85 -0.95 -1 -0.91 -0.89 -1 1 -0.99 -0.97 -0.79 -1 -1 -1 -1 -1 -1 -1 -0.93 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -0.9 -1 -1 -1 -1 -1 -1 -1 -0.94 -0.98 -1 -1 -1 -1 -1
D21E04C 0.76 0.72 0.86 0.92 0.94 0.9 0.66 0.95 0.89 0.9 -0.99 -0.99 -0.09 -0.16 -0.41 -0.96 -0.65 -0.71 -0.97 -0.87 -0.58 -0.98 -1 -1 -0.91 -1 1 -0.98 -0.98 -0.85 -1 -1 -1 -1 -0.82 -1 -0.92 -0.93 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.57 -1 -1 -0.69 -1 -1 -1 -1 -1
D21E05C 0.73 0.68 0.83 0.9 0.91 0.88 0.62 0.94 0.86 0.88 -0.89 -1 -0.82 -0.9 -0.81 0.26 0.11 0.03 -0.78 -0.91 -0.94 -0.75 -0.99 -0.93 -0.99 -0.51 1 -0.98 -0.98 -0.8 -0.94 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -0.99 -1 -1 -1 0 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -0.96 -1 -0.96 -0.99 -0.78 -0.99 -1 -0.99 -1 -0.98 -0.25 -0.96 -0.39 -0.95 -1 -1 -1 -0.98 -1
D21E06C 0.77 0.72 0.87 0.92 0.93 0.91 0.66 0.96 0.89 0.91 -0.81 -1 -1 -0.95 -0.92 -0.95 -1 -0.8 -0.93 -0.81 -0.97 -0.76 -0.75 -0.12 -0.76 -1 1 -0.79 -0.98 -0.97 -0.91 -0.96 -0.98 -1 -0.86 -0.89 -1 -0.76 -1 -1 -1 -0.95 -1 -1 -1 0 -1 -1 -1 -0.98 1 1 1 1 1 1 1 1 1 1 -0.95 -1 -1 -1 -0.97 -0.99 -0.94 -1 -1 -1 -1 -0.98 -1 -0.96 -0.97 -0.99 -1 -0.82 -0.99 -0.91
D21E07C 0.75 0.7 0.86 0.91 0.93 0.9 0.65 0.95 0.88 0.9 -0.86 -0.98 -1 -0.99 -0.95 -0.34 -0.99 -0.77 -0.95 -0.72 -0.89 -1 -1 -0.95 -0.71 -1 1 -0.68 -0.74 -0.98 -1 -0.99 -1 -1 -1 -1 -1 -0.88 -1 -0.98 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -0.99 -1 -1 0.71 -1 -1 -1 -1 -1 -1 -1 -0.49 -1 -0.97 -1 -0.99 -0.99 -1
D21E08C 0.75 0.71 0.85 0.92 0.93 0.9 0.65 0.95 0.87 0.9 -0.97 -1 -0.96 -1 -0.54 -0.05 -0.89 -0.91 -0.91 -1 -1 -0.87 -1 -1 -0.81 -0.24 1 -0.93 -1 -0.86 -0.99 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -0.98 -1 -0.9 -0.99 -0.99 -1 -1 -0.96 -1
D21E09C 0.74 0.68 0.84 0.9 0.92 0.89 0.63 0.94 0.87 0.89 -0.99 -1 -0.56 -0.7 -0.55 -0.64 -0.62 -0.39 -0.98 -0.09 -0.39 -0.56 -1 -0.7 -0.99 -0.62 1 -1 -1 -0.87 -0.9 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -0.91 -1 -0.59 -0.99 -1 -1 -1 -1 -1
D21E10C 0.74 0.69 0.84 0.9 0.92 0.88 0.64 0.94 0.86 0.88 -1 -1 -0.99 -1 -0.85 -0.99 -1 -1 -1 -1 -0.83 -0.96 -1 -1 -0.94 -1 1 -0.99 -0.98 -0.99 -1 -1 -1 -1 -1 -1 -1 -0.97 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 0 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -0.97 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1
D28E01C 0.68 0.64 0.8 0.87 0.89 0.86 0.57 0.91 0.83 0.86 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -0.8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 -1 -1 -1 -1 -1 -1 -1 -1 -0.75 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
D28E02C 0.7 0.65 0.81 0.88 0.9 0.86 0.59 0.93 0.84 0.86 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -0.09 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 -1 -1 -1 -1 -1 -1 -1 -0.22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
D28E03C 0.75 0.7 0.85 0.91 0.93 0.89 0.64 0.95 0.86 0.89 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 0 -1 -0.95 -0.7 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
D28E04C 0.69 0.65 0.81 0.88 0.9 0.85 0.59 0.92 0.83 0.85 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.93 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
D28E05C 0.55 0.49 0.67 0.75 0.77 0.72 0.43 0.81 0.69 0.72 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -0.74 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -0.95 -1 0 -1 -0.71 -1 -0.02 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
D28E06C -0.01 -0.1 0.26 0.47 0.52 0.41 -0.23 0.62 0.33 0.41 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -0.99 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -0.7 -1 -1 0 -0.98 -0.97 -0.99 -0.6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
D28E07C -0.02 0.65 0.26 0.46 0.51 0.38 -0.22 0.6 0.33 0.38 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.92 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -0.71 -0.98 0 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
D28E08C 0.06 0.68 0.35 0.53 0.58 0.47 -0.16 0.68 0.41 0.47 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -0.97 -1 0 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
D28E09C -0.02 -0.11 0.27 0.47 0.52 0.4 -0.23 0.61 0.33 0.4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -0.02 -0.99 -1 -1 0 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
D28E10C 0.6 0.54 0.7 0.78 0.29 0.76 0.48 0.85 0.73 0.76 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -0.75 -0.22 -1 -1 -1 -0.6 -1 -1 -1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
D35E01C 0.83 0.78 0.91 0.95 0.96 0.94 0.73 0.98 0.93 0.94 -0.69 -0.95 0.48 -0.91 0.65 -0.57 -0.12 0.13 -0.74 0.01 0.51 0.1 -0.51 -0.74 0.37 0.71 1 -0.52 -0.73 0.96 -0.66 -0.99 -0.67 -0.62 -0.93 -0.08 -0.96 -0.41 0.32 -0.88 -1 -1 -1 -1 -1 -0.95 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D35E02C 0.75 0.7 0.85 0.91 0.93 0.89 0.64 0.95 0.86 0.89 -0.96 -1 0.24 -0.96 -0.7 -0.11 -0.97 -0.48 -1 -0.69 -0.43 -0.89 -1 -0.51 0.03 -0.42 1 -0.96 -1 -0.2 -1 -0.91 -1 -0.85 -1 -0.98 -0.92 -0.28 -1 -0.97 -1 -1 -1 -1 -0.96 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D35E03C 0.76 0.72 0.86 0.92 0.94 0.9 0.66 0.95 0.89 0.9 0.04 -0.82 -0.09 -0.92 0.69 -0.25 0.63 0.25 -0.78 0.4 0.58 0.09 -1 -0.77 0.45 0.43 1 -0.66 -0.99 -0.38 -0.76 -1 -1 -0.85 -0.99 -0.36 -0.68 -0.32 -1 -0.87 -0.99 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D35E04C 0.78 0.74 0.87 0.93 0.94 0.91 0.67 0.96 0.9 0.91 -0.96 -0.84 -0.49 -0.27 -0.31 0.76 -0.68 0.65 -0.4 0.02 -0.25 -0.51 -0.99 -0.05 -0.13 0.4 1 -0.67 0.05 -0.37 0.01 -0.88 -0.97 -0.78 -0.94 -0.97 -1 0.07 -1 -0.79 -1 -0.99 -1 -1 -0.96 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D35E05C 0.75 0.72 0.85 0.92 0.93 0.9 0.66 0.95 0.88 0.9 -0.97 -0.96 0.02 0.85 0.37 0.78 -0.58 0.52 -0.25 0 -0.74 -0.26 0.26 -0.05 0.08 0.06 1 -0.43 -0.63 0.69 -0.95 -0.84 -1 -0.94 -0.41 -0.36 -0.1 -0.07 -1 0.85 -1 -1 -1 -1 -0.99 -0.97 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.96 -1 -1 -1 -0.99 -1
D35E06C 0.84 0.79 0.92 0.96 0.96 0.95 0.74 0.98 0.93 0.95 -0.54 0.47 0.89 0.56 0.85 0.08 0.1 0.62 0.92 0.8 0.27 0.16 0.55 -0.21 1 0.82 1 0.75 0.58 0 0.45 0.08 -0.9 -0.38 0.26 0.99 0.78 -0.99 0.19 -0.13 -0.96 -1 -0.9 -1 -0.78 -0.99 0.71 -0.99 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 0 -0.99 -0.99 -0.93 -1 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 -0.98
D35E07C 0.82 0.77 0.91 0.95 0.96 0.94 0.73 0.97 0.93 0.94 -0.87 -0.75 -0.53 -0.52 0.02 -0.19 -0.35 -0.28 -0.69 -0.37 0.15 -0.84 -0.99 0.15 0.04 0.35 1 -0.04 0.46 -0.4 -0.17 -0.04 -0.87 -0.36 -0.87 0.14 -0.61 0.59 0.01 -0.15 -0.92 -0.84 -1 -1 -0.99 -0.94 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -0.99 0 -1 -1 -1 -1 -0.95 -1 -1 -1 -1 -1 -1 -1 -1
D35E08C 0.55 0.52 0.67 0.77 0.79 0.73 0.45 0.82 0.71 0.73 -0.86 -0.97 -0.89 -0.99 -0.66 -0.55 -0.27 -0.66 -0.99 -0.95 -0.97 0.05 -1 -1 -0.92 -0.92 1 -0.6 -1 -0.94 -0.79 -1 -0.99 -1 -1 -1 -0.81 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -0.99 -1 0 -1 -1 -0.99 -1 -1 -0.97 -1 -1 -1 -1 -1 -1
D35E09C 0.79 0.74 0.88 0.93 0.94 0.92 0.69 0.96 0.9 0.92 -0.78 -0.76 0 -0.98 0.62 0.93 -0.8 -0.65 -0.9 -0.82 -0.07 0.45 -1 -0.21 -0.33 -0.51 1 -0.41 -0.55 -0.02 -1 -1 -1 -0.98 -0.17 -0.49 -0.94 -0.29 -0.98 -0.99 -1 -0.98 -1 -1 -0.99 -1 -1 -1 -0.99 -0.97 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -0.93 -1 -1 0 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1
D35E10C 0.78 0.73 0.88 0.93 0.95 0.92 0.68 0.96 0.9 0.92 -0.71 -0.86 0.27 0.01 0.3 0.14 0.34 0.25 -0.27 -0.7 0.98 0.67 -0.99 -0.88 0.72 -0.81 1 -0.81 -0.81 0.96 -0.98 0.42 -1 -0.89 -0.87 -0.97 -1 -0.48 -0.91 -0.82 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D42E01C 0.76 0.7 0.85 0.91 0.93 0.89 0.65 0.95 0.88 0.89 -0.99 -0.99 -0.58 0.04 -0.57 -0.25 -0.05 -0.47 -0.52 -0.77 -0.86 -0.94 -1 -0.99 -0.82 -0.78 1 -0.74 -0.92 -0.76 -1 -0.98 -0.92 -0.65 -0.99 -0.94 -0.98 0.13 -0.94 -0.97 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1
D42E02C 0.82 0.78 0.91 0.95 0.96 0.94 0.73 0.97 0.93 0.94 -0.31 -0.95 0.7 -0.34 0.19 0.81 -0.96 0.07 -0.32 0.41 0.93 -0.09 -0.83 0.58 0.8 0.1 1 0.91 0.95 0.87 -0.98 -0.92 -0.94 0 -0.34 -0.61 -0.87 -0.38 -0.72 -0.97 -1 -0.97 -1 -0.57 -0.25 -0.98 -1 -0.98 -0.91 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -0.98 -0.95 -1 -0.99 -1 -1 0 -0.98 -1 -1 -0.96 -1 -1 -0.95 -1
D42E03C 0.83 0.79 0.92 0.95 0.96 0.95 0.74 0.98 0.93 0.95 -0.93 -0.48 -0.67 -0.29 0.67 0.39 -0.88 0.8 -0.79 -0.96 -0.34 0.85 -1 -0.79 -0.25 -0.09 1 -0.69 -1 0.82 -1 -0.81 -1 -0.59 -0.01 -0.85 -0.4 -0.77 -0.38 0.11 -1 -0.99 -1 -1 -0.96 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 0 -0.99 -0.99 -1 -1 -1 -1 -1
D42E04C 0.79 0.75 0.89 0.94 0.95 0.92 0.7 0.96 0.9 0.92 -0.98 -1 -0.14 0.61 -0.41 0.07 0.26 -0.87 -0.77 -0.61 -0.45 -0.22 -0.99 -0.68 0.73 -0.33 1 -0.89 -0.88 -0.41 -0.99 -0.74 -0.99 -0.25 -0.89 -0.73 -0.83 -0.94 -0.95 0.35 -1 -1 -0.94 -1 -0.39 -0.96 -0.49 -0.9 -0.59 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -0.97 -1 -1 -1 -1 -0.99 0 -1 -1 -1 -1 -1 -1
D42E05C 0.78 0.74 0.88 0.93 0.95 0.92 0.7 0.96 0.9 0.92 -0.84 -0.97 -0.62 -0.27 0.99 0.2 -0.45 0.15 0.89 0.04 0.28 0.1 -0.94 0.13 0.84 0.33 1 -0.87 0.42 -0.56 -0.87 -0.27 -0.98 -0.32 -0.95 -0.83 -0.95 -0.84 0.59 0.29 -0.88 -1 -0.98 -0.69 -0.95 -0.97 -1 -0.99 -0.99 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -0.96 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 0 -1 -1 -1 -1 -0.99
D42E06C 0.8 0.76 0.9 0.94 0.95 0.92 0.69 0.96 0.91 0.92 0.03 -0.85 -0.07 0.18 -0.48 0.15 -0.73 -0.67 -0.73 -0.74 -0.07 0.25 -0.94 -0.94 0.37 -0.1 1 -0.48 -0.51 0.3 -0.75 -0.77 -0.64 -0.03 0.18 -0.29 -0.35 0.58 -0.62 -0.77 -0.91 -1 -1 -1 -1 -0.99 -0.97 -0.99 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.96 -1 -1 -1 0 -1 -1 -1 -1
D42E07C 0.78 0.74 0.87 0.93 0.94 0.91 0.67 0.96 0.9 0.91 -0.98 -1 -0.87 -0.79 -1 -0.31 -0.85 -0.83 -0.98 -0.83 -0.25 -0.99 -1 -0.86 -0.27 -0.89 1 -0.58 -0.63 -0.98 -1 -1 -1 -0.99 -1 -1 -0.99 -0.99 -0.89 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1
D42E08C 0.86 0.8 0.93 0.96 0.97 0.95 0.77 0.98 0.95 0.95 0.08 -0.99 0.73 -0.13 0.57 0.89 0.93 0.95 0.15 0.73 -0.24 0.14 -0.99 -0.88 0.72 0.74 1 -0.32 -0.72 0.14 -0.09 -0.73 -0.99 -0.55 -0.87 -1 -0.37 -0.4 -0.98 -0.95 -0.98 -0.84 -1 -1 -1 -0.82 -0.99 -1 -1 -0.99 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1
D42E09C 0.81 0.77 0.9 0.95 0.95 0.93 0.71 0.97 0.92 0.93 0.9 -0.57 0.42 0.5 -0.16 -0.04 0.17 -0.43 -0.71 0.5 0.65 0.56 -0.96 -0.99 0.93 -0.41 1 -0.02 0.54 -0.2 -1 0.91 -0.3 -0.52 -0.4 0.09 0.44 -0.31 -0.17 -0.83 -1 -1 -1 -1 -0.98 -0.99 -0.99 -0.96 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -0.95 -1 -1 -1 -1 -1 -1 0 -1
D42E10C 0.67 0.64 0.78 0.87 0.88 0.84 0.58 0.91 0.82 0.84 -1 -1 -0.97 -0.6 -0.72 0.32 -0.19 -0.81 -0.97 -0.99 -1 -0.99 -1 -1 -0.98 -0.87 1 -1 -0.88 -1 -1 -1 -1 -1 -1 -0.98 -0.99 -1 -1 -0.31 -1 -1 -1 -1 -1 -0.91 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 0
