D01E01J D01E02J D01E03J D01E04J D01E05J D01E06J D01E07J D01E08J D01E09J D01E10J D04E01J D04E02J D04E03J D04E04J D04E05J D04E06J D04E07J D04E08J D04E09J D04E10J D07E01J D07E02J D07E03J D07E04J D07E05J D07E06J D07E07J D07E08J D07E09J D07E10J D14E01J D14E02J D14E03J D14E04J D14E05J D14E06J D14E07J D14E08J D14E09J D14E10J D21E01J D21E02J D21E03J D21E04J D21E05J D21E06J D21E07J D21E08J D21E09J D21E10J D28E01J D28E02J D28E03J D28E04J D28E05J D28E06J D28E07J D28E08J D28E09J D28E10J D35E01J D35E02J D35E03J D35E04J D35E05J D35E06J D35E07J D35E08J D35E09J D35E10J D42E01J D42E02J D42E03J D42E04J D42E05J D42E06J D42E07J D42E08J D42E09J D42E10J
D01E01J NA -1.12114489269165 -1.64818752618605 -1.20057276541485 -0.892282680575467 -1.46935158450977 2.96394418726896 -0.334380287564235 0.19787510320626 0.61062375207539 1.59529483986157 3.7711208925826 0.888027384327782 0.175111255300596 -0.290470913370927 0.330935866030273 0.0695797273783619 0.984785652953405 1.15288658993334 0.802020966655898 0.120126780760305 1.88260340605108 2.49049876667527 1.72894712365143 2.16040194668322 1.31221003127688 -0.261058687482756 -0.977788905677252 0.664089836873482 -0.164933577731892 0.251796074118593 1.06546970860326 2.17588154360829 0.508258170765111 1.02685556166021 1.32546246266148 1.70401044589815 0.84011063676509 0.211829466596059 0.740237947611629 -0.946320851656802 0.858406388919633 1.64269294433626 1.6185614669338 0.611879203952177 1.01357728059218 1.07870052373936 -0.376381343054287 1.2454932864627 1.41393845376126 -0.524230630796362 0.762789792259178 0.723444030175671 -0.978637151942096 0.29113762456014 1.17924319566135 1.97645081261846 1.34098892964926 -0.146423998048395 0.068082794605524 -0.263752994226305 2.07842290448132 -0.0898250539049409 -0.871229885546119 1.83267393905822 2.01531568614674 1.02956907764339 0.45612168323771 0.781792870793092 1.29665150275919 -0.173339714031197 1.19674804306636 0.0597454797819975 -0.123204336048383 0.733384014690863 0.966941204452861 -0.308872489493784 1.0898518907159 -0.893872466501047 1.02399161934952
D01E02J -1.12114489269165 NA -0.772804948478626 0.163084650076084 -0.8271092140968 -2.5041582631839 -0.851971316283267 -0.767666264871525 -0.559545907324638 -0.119110597838869 -0.801912940512731 0.992818971673537 -0.628581524912275 -0.741426309944311 -0.887443418456486 -0.76457941811658 -0.773067149284957 -0.696399120863592 -0.511463414932732 -0.704446382592964 -0.868264403151629 -0.595040415739549 -0.591256417492394 -0.644635216282873 -0.711742216301616 -0.788108137489359 -0.867234728932381 -1.47158962244905 -0.744168516126234 -0.893288931896609 -0.774582255353284 -0.861818906945998 -0.637140786792625 -0.788393193872646 -0.786216120351997 -0.639085176570132 -0.775390864601949 -0.780587107181657 -0.730474443036931 -0.695448441816265 -0.985040473939103 -0.789323558344009 -0.724099788516581 -0.738603917901488 -0.886915760764146 -0.800836923305754 -0.762172619075094 -1.3215213900016 -0.821049731735897 -0.68865635065945 -1.03462584439815 -0.51460796719726 -0.746207672075303 -0.826823629265854 -0.818051515016206 -0.648884568968674 -0.347595637668454 -0.608860636887262 -0.862122199925277 -0.924647798233798 -0.937289833978666 -0.704573090913091 -0.840743009680645 -1.36534536038276 -0.754261619800656 -0.542010523539857 -0.573341001957331 -0.87568729607316 -0.522788647077694 -0.462436882143679 -1.26233259299185 -0.596043629232788 -0.789666115709609 -0.969284375211505 -0.612272201165252 -0.686418035310042 -0.884213192575884 -0.728779839253242 -1.59222832119984 -0.792897425452986
D01E03J -1.64818752618605 -0.772804948478626 NA -1.99329194711701 -1.55207448998898 -1.33804074559278 -1.30384426496345 -1.22667124338416 -0.557257226424404 -1.02380365187148 0.458661028122596 2.29517928010739 0.671144836992179 0.462198150892278 -0.270476397421232 0.173418527697897 0.258577544715023 1.07088020155693 0.971713135847348 0.992553882827957 -0.147862827507682 0.880898293573425 1.67057835697112 -0.651651074616936 0.63943747841711 0.991236926894896 -0.158071684224866 -1.22373638993101 0.592216428557015 -0.591734036416809 0.82092112980969 0.614619617871254 1.70855513838899 0.488950632510124 0.65618015221738 1.42053497637704 0.906799023072567 0.478765315603016 0.356441809933116 0.442522621575082 -0.86501191789006 0.697492275475585 1.17708222758404 1.06174894160553 -0.220643394092961 0.659774832668297 0.733533448735576 -0.822640118805208 0.48079714509154 1.04325332983332 -0.705762175456896 0.786130124913866 0.906075732481296 -1.20182763892969 -0.126129412587607 1.60130312993368 1.2064802596379 1.83070054865939 -0.121388340921792 -0.478101621035408 -0.224749987384227 0.984865057247967 -0.196388562692181 -1.06968287098361 1.22525518795589 1.23973716196618 0.839346414604166 0.0659074262900071 0.914391732191745 1.12474984886096 -0.55890557218916 1.56343589709291 0.150501889896893 0.0220805052875003 0.693771547486173 1.28027907573289 -0.24710833726573 0.847629978921905 -1.22231891264567 0.424754897411218
D01E04J -1.20057276541485 0.163084650076084 -1.99329194711701 NA -0.627820949397932 -0.862480026814331 3.9060763717165 1.42383887270571 -0.50302090569793 0.605133342467776 0.211498472393422 3.04682214331447 0.448362347024371 0.147088048533868 0.0426886257432041 0.0736310667877389 0.127404295327301 0.467853120985626 0.506537786968659 0.155341246576892 0.0491706684022554 0.925334328318732 0.483892349578244 -0.0774267247918135 0.160437197674892 0.418552713897271 0.0321830494520562 0.0986777450622116 -0.166148108278364 0.466641516332783 0.166710704438692 0.172924782724958 0.338935937354294 0.133189770936811 0.398513924903764 0.511601201810155 0.433735705869919 0.173572736270068 0.219957902815174 0.45932718252324 -0.667468637048806 0.194728547453983 0.247637130939781 0.208135727284684 0.148101692293638 0.208363304907489 0.216929265871634 -0.0589924004224944 0.215864714141179 0.246839658974472 0.0569641144671769 0.481958699232201 0.208621018336334 0.0325027891608373 0.127149455149688 0.514207703466864 1.66796560901811 0.494005946566575 0.363115099672934 0.347905334034746 0.102061235796858 0.155485637436513 0.127114690815594 -0.0470715719437002 0.212119318387376 1.09926877805135 0.438358647032971 0.348834501780138 0.29406496963164 0.396412255674925 0.0710768146439419 0.310409720054735 0.118442371329076 0.210644924328019 0.213809986393463 0.241328058874524 0.03378277978045 0.221492218022448 -0.26049868875614 0.230696557010286
D01E05J -0.892282680575467 -0.8271092140968 -1.55207448998898 -0.627820949397932 NA -0.711695344396006 1.60070547961567 -0.934478547091271 -0.168117090786168 -0.575885997834818 0.248366405984515 2.61274508635665 0.476393554780032 0.211282405210195 0.0228178471787655 0.145046029450152 0.296796407200309 0.354674639407291 0.586492692596318 0.287268580441313 0.142780922958695 0.205996759659257 0.783612754826343 0.760839895347668 0.177653793105985 0.26252148659249 -0.0379290066470693 -1.00351670510248 0.318443454431481 -0.101039962663687 0.0432268776266493 0.22811623227187 0.421164794321514 0.167630504754373 0.363293622007696 0.539162490185689 0.390592346346206 0.291553793213524 0.218532397779425 0.364238152659454 -0.585003905502602 0.292320585734013 0.456459490205766 0.370726519668827 0.0635581465014408 0.287964639529006 0.143378585354618 -0.914707483744599 0.285203880424314 0.426990810689032 -0.133107755801179 0.393208802263425 0.346747965803205 -0.0741945861071421 0.0866077613711873 0.394161489206627 1.10231818405044 0.366567100999367 0.104439206471276 0.0412223907512466 -0.104869201325301 0.359697568561209 0.122826577221895 -0.887186140373289 0.167415065664085 0.94131913305179 0.444576009509531 0.0549210522924658 0.485293306767483 0.54793046299589 -0.357658681115049 0.47206514245694 0.113778643599881 -0.0495036482773779 0.324988037628886 0.353978130349378 -0.0112403193726426 0.348565217336156 -1.01085221356892 0.102193454175048
D01E06J -1.46935158450977 -2.5041582631839 -1.33804074559278 -0.862480026814331 -0.711695344396006 NA 1.99114722674493 -0.924352031057932 -0.659054092082162 -0.263443196298857 0.415508391011483 3.06432103795968 0.605020406194292 0.136406833685221 0.0181749836295556 0.131352061781425 0.170336334545296 0.427765339917574 0.699391846151542 0.309420179421874 0.202655445213941 0.577531154019666 0.839523354247638 -0.354926207954487 0.383188627377512 0.387411458435069 -0.472358533444369 -0.987726043613421 -0.592240124918248 -0.572076379743263 0.0829669677635188 0.329916783626759 0.42354951271419 0.257003678606331 0.533441144455101 0.510003682517937 0.543371605926415 0.470951588560441 0.386466128606154 0.484302683266316 -0.718828933756263 0.378581435306279 0.574471221732691 0.47295336104949 0.240957903908591 0.493389379853065 0.394402878452634 0.197086277371519 0.374921477799577 0.556432395887506 0.0329317924595388 0.408203788710891 0.337527027769065 0.143498187406603 0.24582323904515 0.456622649487381 1.44533489439633 0.450213109239478 0.138286918212078 0.209424719525056 0.0704992104495921 0.749403449461115 0.259125618595449 0.0208597925098358 0.374288008357063 1.20601083410523 0.490133518041381 0.241267379215211 0.509905106029666 0.619615016597511 0.142595476031102 0.49059558894787 0.199119007122631 0.258597015147514 0.401974361338005 0.456153719648718 0.0981635826094997 0.46950968892192 -0.443004983127713 0.253190182220741
D01E07J 2.96394418726896 -0.851971316283267 -1.30384426496345 3.9060763717165 1.60070547961567 1.99114722674493 NA 3.68742482843099 -0.596487979556843 2.16387854644562 4.54089152664286 3.51877777735993 1.59924159697976 3.867872193628 2.31758769033803 3.55509244701348 4.55207625844457 2.08382992800879 2.20192566221228 1.49193868934443 3.19360039211279 3.86993153411819 2.69710655008463 4.03412845707359 4.67563732906822 4.09015556856932 1.21927836260868 -0.00839814153242687 2.7001636457911 2.48447841595711 3.33110157897468 4.10596853957391 3.59921312874004 4.0288151442536 1.7347810924633 4.57215957260487 3.6429583489916 1.36001201921185 4.77525507158487 2.77124836188522 0.590656625216773 3.85842912963133 3.93208188443631 3.63818842652711 2.7008148681269 1.59188783884598 1.86271789988144 0.553228088640599 3.32041251569666 2.20574959678242 0.705691752548373 1.90241313529305 2.95046275469695 2.56588050802287 3.6294894070648 5.17187994048383 2.9384990268077 4.9003245485949 2.64533841317713 1.06106989577835 2.1737869259106 3.36833301126849 2.25160807038032 0.936682397502695 4.0046771426201 3.49004307862329 3.03649957087894 1.61891046043949 3.04248668174757 3.10703944897304 2.71830408924335 4.84026043760312 2.73212160512283 3.62288138420923 1.70533408650015 4.45566502505845 1.78839017778049 3.35838457234355 0.64478806756939 3.82692426142495
D01E08J -0.334380287564235 -0.767666264871525 -1.22667124338416 1.42383887270571 -0.934478547091271 -0.924352031057932 3.68742482843099 NA 0.737901486196031 -0.656842987113776 1.57758288500363 3.40239277195487 0.220990717191576 0.495139866316762 0.19165499191721 -0.438390677387116 0.735454238390367 1.34808446894821 1.71307768272854 0.302728591055401 -0.580420030426003 1.77259569688624 0.853266562042001 -0.0169210973934355 1.26636475836036 0.872043807457553 0.0573706897356206 -1.74613290531198 0.644106709929065 -1.01100815136002 0.977226954451912 -0.392401579045763 1.45914366516308 0.793253007249602 0.0146350130236768 2.18870394563706 0.190202292420426 -0.274081167711526 0.835793874939459 -0.240469181616479 -0.516564489439811 -0.369029384456049 0.0421408028072292 -0.0569553986791243 -0.560335092668546 -0.0810686602672834 -0.321209993225169 -0.942195773056714 -0.381012233546951 0.261456227981726 -0.937160688562715 0.985028490626983 -0.273445934845493 0.0991407198275458 0.548396794100493 2.27223171958163 1.21992279690618 2.20302266375527 0.333736493035575 -0.682248580455759 0.0751663344896668 0.387475949830851 -0.643682011772374 -1.00098037743719 0.161917124079154 0.305016403900618 0.219109740509939 -0.358264608543423 0.885062447340296 0.245594150254373 -0.982301067247362 1.34352513666673 0.322371964391911 -0.584427540193378 0.659369168814553 1.12685963361957 -0.703865972789139 -0.256205450821899 -1.33203118006902 0.818674645020491
D01E09J 0.19787510320626 -0.559545907324638 -0.557257226424404 -0.50302090569793 -0.168117090786168 -0.659054092082162 -0.596487979556843 0.737901486196031 NA -0.547824445096336 3.37380494405191 4.22851215622179 1.62889388550002 2.30123299831688 1.09587493047385 -0.0334264533131265 1.13147242255715 3.78444732288449 2.70955046931327 0.653055211362001 0.238286262390867 4.25813257451679 2.14049107135563 0.0821538907613055 2.04647198672409 1.09030164999703 1.78061435439206 -1.26857515913323 0.425967975796927 -0.372673624181199 2.85451475423635 1.05861159074071 2.06979323573337 2.70322799191087 1.84053240812785 4.00370437760305 2.24258490930461 0.962566443312424 0.645744821983712 0.447311920294515 0.611924861007781 0.883988443066012 1.7387247002266 1.52364714498244 0.736145296160102 1.25559358627646 1.67355875586048 2.77878552980439 1.12990875090492 1.66714970122599 -0.659345889463812 2.39929559159232 1.28655496412095 2.9406981080076 3.06331313895154 4.63334691379157 2.3048299698532 4.41500857908094 1.68909641443629 0.537823881407008 1.11732433064535 1.5150454543212 -0.111971202945038 2.61884978808951 1.9002739822531 1.36701396647378 1.81011692654588 1.47792694321023 1.81884769254162 1.86775462090676 0.0113071629050197 3.27719918742578 1.16926496808415 1.34960141944146 1.47467793842657 2.66571725117869 0.333282015467088 1.42122626612136 1.65499313739328 3.21835896133376
D01E10J 0.61062375207539 -0.119110597838869 -1.02380365187148 0.605133342467776 -0.575885997834818 -0.263443196298857 2.16387854644562 -0.656842987113776 -0.547824445096336 NA 0.116492442927281 1.18477483002956 0.213770239350793 0.253195224313344 0.196554717111469 0.238880661283113 -0.0874638304561903 0.0766400270099992 0.403448709213998 0.215563634588938 0.507284225493911 0.231317265049128 0.707714814901797 -0.195539766893172 0.396776128331002 0.259495354928751 -0.367106540700502 -0.370160868271891 1.01960501484508 0.635724449987164 -0.374566438382429 -0.180781147265752 1.04196089313057 -0.669889734450857 0.229820635016717 0.130094260110434 0.321206127293963 0.130110666324412 -0.209521747097354 0.290299693622112 0.330877680924865 0.18144859874217 0.352864503335883 0.565620713540665 0.18096215680649 -0.208147163112332 0.349155100139005 -0.741903319274737 0.292741712051776 0.313435334788648 0.0324954616319731 0.341331167057823 0.0317435636608165 -0.12527776967703 -0.20681813325814 -0.0129752472079082 1.00560972125448 0.34349505145769 -0.243116780333275 -0.519641337031702 0.492873281595304 0.523046291856057 0.0840213800196883 -0.703520206592583 -0.48462122792451 0.376725867908857 0.57257021437989 0.833139499980725 0.466244795436737 1.26617534972112 0.0914043058673276 0.248275554667166 0.0843186771622969 0.332203505568957 0.316773209357106 -0.119467010843191 0.0272759447094453 -0.126168276823747 -0.520657846032009 -0.480657589203706
