D01E01D D01E02D D01E03D D01E04D D01E05D D01E06D D01E07D D01E08D D01E09D D01E10D D04E01D D04E02D D04E03D D04E04D D04E05D D04E06D D04E07D D04E08D D04E09D D04E10D D07E01D D07E02D D07E03D D07E04D D07E05D D07E06D D07E07D D07E08D D07E09D D07E10D D14E01D D14E02D D14E03D D14E04D D14E05D D14E06D D14E07D D14E08D D14E09D D14E10D D21E01D D21E02D D21E03D D21E04D D21E05D D21E06D D21E07D D21E08D D21E09D D21E10D D28E01D D28E02D D28E03D D28E04D D28E05D D28E06D D28E07D D28E08D D28E09D D28E10D D35E01D D35E02D D35E03D D35E04D D35E05D D35E06D D35E07D D35E08D D35E09D D35E10D D42E01D D42E02D D42E03D D42E04D D42E05D D42E06D D42E07D D42E08D D42E09D D42E10D
D01E01D NA -2.69000963712353 -1.49862797921841 1.4690519931105 -0.606786751571903 -2.76296666836725 -1.88294450302835 -1.43966869522305 0.218397839424411 -2.28468807000852 1.81574263507513 1.00564642506285 0.874431411943439 0.941804257151588 1.11396192743721 1.39364465129567 1.04365241962412 0.658827183377818 -0.0319775204978656 -0.357319205366305 1.12298416237009 0.865847431889262 1.85299007041963 0.162929285951519 0.700784000504937 -0.119200441635598 -0.0312731371721314 0.219845698184051 0.882098517430747 0.958342185470723 1.10806114374801 -0.299705535337726 -0.330249686303717 -0.187515314470008 0.335747190370691 -0.0693435653171754 -0.154981738224869 -0.476738402928804 1.89181578849258 0.0294739559760066 0.221466619267148 -0.221823463730681 0.359407983493695 -0.0204501721883841 0.678617501899488 0.0559413451679655 0.773316520807327 1.01824659673596 -0.730462384320506 -0.192952509454111 -0.0269966610458362 -0.951840550999941 -0.910827505020124 -0.364995417001017 0.257248700603191 0.106212222311161 -0.431011451769028 -0.290491860712407 -0.918539547085148 -0.885517490805005 -0.122062364241418 0.0242745502435904 -1.03375928262769 0.461488656405123 -0.517453699246905 0.61901670876296 0.151892095304759 -1.24412127238297 -1.67395401558754 -1.17818838547906 0.042285918871285 0.102497500069344 0.206382573553418 0.602042981588937 -0.0493492070048074 -0.601364018269602 -1.07819472256229 -0.0657305363762167 -0.946805045413331 -0.759482754646048
D01E02D -2.69000963712353 NA -1.85526092874964 -1.46711115543049 -0.906287354107096 -1.90445031296285 -1.78900924466218 -2.01491915124363 0.126291662537749 -2.48870080308149 0.858934844463274 0.619412233417635 0.409490404766456 -0.248823665407224 1.07661104922651 -0.204439073562031 0.244390662505701 -0.219992134487351 -0.958069609843524 -0.824515808197545 0.943307094095641 -0.834841713244896 1.43049737042395 -0.604039020258538 0.826198187574451 -1.06540823378935 -0.990728518821032 0.45477394441554 -0.873342113472321 -0.498773138962428 -0.836930695902595 -0.26184973197072 -0.130763244939004 -0.445877025579545 0.335523137525464 0.120063234229248 0.00397546168045962 -0.194853220467176 0.961183558116624 -0.315060090529285 -0.14490886334222 -0.11003927981808 0.435204037261115 -0.163622288184684 -0.126478720139427 -0.193042056775292 0.254064566036611 0.429862375845549 0.201099891840741 -0.408122307229962 -0.473513034943161 -0.937854412048435 -0.582750283459665 -0.907611072306164 0.170559204156583 1.57590549529607 -0.826310341764044 -0.339662374702162 -1.19426381517912 -0.860110028004512 1.46860185839268 0.279851968009396 -0.336464726706882 -0.821115786509688 0.103627154882728 1.01097235385838 0.174653285373155 -1.48900612976163 -0.587501691061888 -0.635777153608533 0.0310173749761934 -0.31673000836413 -0.121039325011236 -0.162246469922003 0.163635367949812 -0.155461022659698 -0.39068556158174 -0.243971417004514 -0.0639954600738251 0.804267538617831
D01E03D -1.49862797921841 -1.85526092874964 NA -1.73561918663408 -0.524106922112564 -1.8213647272268 -2.15723585401413 -2.0791184967168 -2.08426604934921 -1.54867267059657 0.993245844297629 0.342072435046345 -0.596579703568864 -0.0631843748049309 0.883694306829808 0.0168099829143854 -0.733461505466905 -0.508326594625926 -0.816361532241769 -0.572853069285546 0.656164606923286 -0.441875758009215 0.95039729010226 -0.47169385239855 0.654375643969201 -0.818377909011092 -0.480362925365882 0.411042546135036 -0.370733739353151 0.117164780510513 -0.578199717752992 -0.688147341208131 -0.701947923770024 -0.851273966234707 0.0436442019294016 -0.251600747432677 -0.755839321404242 -0.374503492128503 0.906070887801482 -0.750118004846162 -0.589736602297873 -0.856614371317439 0.0212497137120034 -0.513824237344714 -0.527913343634483 -0.789526201159569 0.0474155699214327 0.0645228919555336 -0.0106666459037679 -0.800606893738503 -0.83755672734194 -1.39380689909794 -1.12213090409218 -0.973576745029467 -0.208363550723445 1.16628534016215 -1.14244288790999 -0.726935379098281 -1.35902510126484 -1.40037229557498 -0.251597621098337 0.472512202692184 -0.472383511673502 -0.0305811342768549 -0.576680816057032 0.702798969447227 0.410877609219482 -1.73137507455785 -1.0452426359525 -0.882224467728667 -0.292864577579687 -0.471466940912884 -0.0487194524954497 -0.443451326837314 0.29528138302713 -0.713939347353612 -0.471459110387026 0.245220148319589 -0.317798973870431 0.100444354914644
D01E04D 1.4690519931105 -1.46711115543049 -1.73561918663408 NA -0.0874242777334203 -0.107815921104361 -0.24006845945204 -1.26552404518377 0.942410778423916 -1.26300380203143 4.5201830222537 3.56032154044298 0.907455070863882 3.24934844733768 2.8804938252809 2.99832018484994 -0.264734654786898 -0.166952183768415 0.332518504676447 1.87259226726475 3.74419540375443 4.27978143188053 5.12378076802721 1.62250305065949 2.88111764287792 -0.208131432505421 -0.09658559630497 0.401596062228458 3.64386300489865 4.37882133742264 0.200201450542806 0.0254935012408292 -0.0260841974160519 -0.103544258015243 0.322075177790853 2.38177070720965 -0.0190249627509873 -0.211670205270392 1.26690172573169 -0.313542241517465 0.13038864433788 -0.0610815081175568 0.405983730239954 -0.0859770516386082 0.164708089642584 -0.275432137139571 0.18462835742549 0.332953480478311 1.5175113708987 1.2578014420769 1.05440016168065 -0.916080708948172 0.382732069293059 0.500370501395374 0.0422217697225452 2.41553711630394 -0.152570241895842 1.14764073121055 0.189531574924695 0.312086192191161 1.66652982284078 0.39882534527494 -0.229775178206152 1.73245514631901 0.484378342357298 3.59607322329409 0.598451682455152 -0.351328707731018 -0.332131790188 -0.430060540397428 1.63132981694679 -0.134362903669004 2.35776024967939 3.12510892951672 1.74860722253848 1.05702242992282 -0.703676042790816 -0.0463605255695116 -0.179017458554919 -0.0216995869258514
D01E05D -0.606786751571903 -0.906287354107096 -0.524106922112564 -0.0874242777334203 NA -0.26006537496586 -0.897005793414209 -0.456023176265496 0.105906721968407 -0.78719383517537 2.10360259089086 0.717916836901126 0.457058160381531 0.631244974490796 1.55724236616164 1.21424258897159 0.247945590369867 0.401657059500263 -0.0455986023458768 0.123511013557177 0.977000284920176 0.0395364147754316 1.44530751462816 0.935065373399243 0.842323939023268 0.237953623621855 -0.104384400066865 0.872952413177417 -0.188259266808931 0.56959816708081 0.955457702979962 0.424791646159563 0.0867899236241335 0.842062067349161 1.00557301763576 1.02518476584524 0.439242213042396 0.365883975044335 1.16688340488636 0.488887444376617 0.689195174374612 0.416085833732617 1.30896408721813 0.763245580076319 0.158701572787385 0.604208498233434 0.575664743093657 0.728525590084594 0.288549630824573 0.574195417919714 0.712445887170466 0.364402832055143 -0.285000410803487 0.673608791578197 0.730171015954445 1.13788588559011 1.22204083873404 0.261033098017977 0.0992421994477607 0.175977250552431 -0.262051698779539 0.771036993566184 -0.129221886886694 0.565952816778184 0.207953722722476 1.34672803480663 0.552926922400258 -0.34757996900706 -0.0946615829106298 0.823519595226344 0.800495583624715 0.477326395414325 0.654855368750085 1.22375707297553 1.3641980649385 1.7543028894463 0.805152164056844 0.328835568387425 1.23025505392747 0.586426535444301
D01E06D -2.76296666836725 -1.90445031296285 -1.8213647272268 -0.107815921104361 -0.26006537496586 NA -0.60178047919719 -1.91594433346772 -0.210171005538557 -1.86698788023663 0.628125245884463 1.21929967546634 1.35880172844719 1.26790077848871 0.939047554963799 -0.0444399235853121 0.513194982917129 -0.365588002462341 -0.543771774422981 0.295336905754574 1.21508352811335 -0.250752054358199 2.4360168342689 1.75002781370062 1.22264738553468 0.440167651422779 -0.486278465722899 0.983493189940141 -0.0367159014359537 0.428041013578191 3.40618484153157 0.092751836617493 0.211583427731739 0.708382231163593 1.18622485904903 0.107973038986018 -0.674618065439467 -0.987605809680649 2.40664729636559 -0.247985135702963 1.16275223937044 0.576342184018817 0.893160303020334 0.306096973310002 1.55818706946457 0.45847145867905 0.207963995400059 1.43596209496862 -0.261898291597167 -0.561428192002284 -0.718459485504644 -0.540098053953479 -0.0813131778073652 -1.20203117607628 -0.517418678588273 0.536289617547146 0.507016701828407 0.0598990685641937 -0.626853485070469 -0.745236648938681 0.501636180847749 0.506613348021439 0.192039188872825 0.381499970896396 0.122573492067345 0.844890292030409 -1.18725875761536 -1.31342911664695 -0.387203292350954 0.250770566211353 -0.156003775162403 1.38552316138735 0.413780915546179 0.04659239157694 0.510938721481964 1.54525513789271 -0.684254623604399 0.137115072040963 -0.450516875199996 0.4287047233815
D01E07D -1.88294450302835 -1.78900924466218 -2.15723585401413 -0.24006845945204 -0.897005793414209 -0.60178047919719 NA -1.66057859990769 -2.26544701035295 -2.27709022922994 1.14748335209266 3.45171909450164 2.97577471773563 2.88588159913356 1.11305656321798 0.606708437559965 0.726704386208169 0.241988473552315 -0.432626160474925 2.30562542508805 3.35718686846397 3.65042952118619 5.25327693777635 3.46250133098212 3.63953578996127 2.13490526147809 2.36756592379201 3.38063689894582 3.5918627372508 4.04197387047096 3.04945400019042 1.473910642571 1.47252895033896 1.36862109501059 2.43163010566391 2.25030962045143 0.198005768921115 -0.808505404946981 4.09612319634543 -0.193251125552691 1.91997909450244 1.29235112982687 1.94453502308214 1.62330400886774 2.29506027443679 1.22585825855884 0.754374717180551 2.73195423026994 2.24322136584209 -0.369443812883189 0.133479925964726 0.647585132375293 1.41801886012721 -0.779345141589461 -0.432861515440569 2.23933344084492 1.17841420791989 1.20402491146648 -1.04103532728159 -0.990854261573056 1.66352776057357 2.28685176876702 1.21968835217297 1.26119995844228 0.0506414503755586 3.3502184317703 -0.650566471735021 -0.0674839122332056 0.148809491521979 0.935731514466243 1.93115703919328 2.74484187987616 1.42005468773659 2.05573948712989 2.72325382485112 2.52085401266782 1.11618902435209 1.89200159592443 1.1640683333673 1.33014441209746
D01E08D -1.43966869522305 -2.01491915124363 -2.0791184967168 -1.26552404518377 -0.456023176265496 -1.91594433346772 -1.66057859990769 NA -1.35774679309882 -2.28443098632376 3.13146508321587 3.43706315362383 1.45307523676579 2.95939946342459 2.95624510272591 2.88218772402643 1.84963150034866 2.45512619664262 1.62036837906375 2.21845228105352 3.19348141999827 3.00349026123689 4.44008636999829 3.02143755447875 2.17190190176327 2.74508947288615 0.298338378069534 3.16020301039272 2.14764631673053 3.31943829533883 3.74081917576263 1.21148866778293 1.49218183682158 1.87906132709584 2.60525145166994 1.61810763686624 2.21002318377424 -0.202203486296415 4.61160636372562 1.59925275153502 1.99774494772767 1.49675938974844 1.44121519768447 1.54198279676649 0.589466888562052 1.95561204564605 2.60245708439493 2.43556307081285 -0.162632534141752 1.49712265009232 1.58453069006764 0.656993891739712 0.438310180556548 1.71627099798629 1.71169033302688 1.68259216609461 1.17006171979856 1.8072912704608 0.870035244912341 0.640790812449418 1.19021984306252 1.61678126787241 0.813335340714569 1.67244210738749 1.28956440723472 1.73610902952679 0.256392686246425 0.793481105402894 0.674526497770271 1.75077120258435 1.3637050648481 2.28103699354542 2.00481819792933 1.76960413123869 2.07810427953535 2.55630387750262 1.51752733750568 1.61946159702307 2.33845537587347 2.65201432862078
D01E09D 0.218397839424411 0.126291662537749 -2.08426604934921 0.942410778423916 0.105906721968407 -0.210171005538557 -2.26544701035295 -1.35774679309882 NA -0.166077784121553 0.795559894583271 1.00510174805201 0.358363239251652 0.416104749809432 0.759520366351749 0.373798496247989 -0.138006800250335 -0.0206839457147166 0.0689988255299178 0.479055729112647 0.809891589947737 0.513519306729929 1.42704253028154 1.09608440976531 0.657387337956155 0.559817633208956 0.352467040652286 1.30288271544521 0.818411080470674 0.281718164399871 0.41293676998551 -0.311197564170719 0.0268585424200913 -0.243465879136261 0.379322013853004 -0.144438022561131 0.0239711302940625 -0.85024540634327 1.67802963424186 -0.334473708974052 0.219150478241961 0.0700340781593931 -0.132327633554159 -0.0963099289329831 0.545634982492075 0.400454052532127 0.380790842258694 0.334798287065105 -0.0758146966413845 0.158009233754529 0.240069066847969 -0.0639447311786887 -0.112792631384865 0.0192466769592119 0.239167848944001 -0.0362168982411146 -0.149315985006631 -0.0406743011521756 -0.31258097207401 -0.420146112388715 -0.183217198291953 0.112973949319167 -0.40648718531154 0.062751664055263 -0.161348573428134 0.399590101014373 -0.555503402328953 -0.372111657120067 -0.357029547021283 0.424768135980934 -0.0071262065879277 0.499069600678367 0.256234048132238 -0.0157708948045807 0.591365985129004 0.546960730073695 1.00471136561778 0.479923123107524 1.30907104405087 1.52803428250186
D01E10D -2.28468807000852 -2.48870080308149 -1.54867267059657 -1.26300380203143 -0.78719383517537 -1.86698788023663 -2.27709022922994 -2.28443098632376 -0.166077784121553 NA 3.41104258676955 1.81433240678131 1.12551094604244 1.09181853445867 2.02612983260393 1.37665119024779 1.38837203828949 1.24706767921685 -0.3603724779668 0.157016992904736 1.63106981795587 -0.414666082847208 2.84693256290313 0.646944583172964 1.66499427200369 -0.360351106907101 -0.734716266093663 -0.375575471611673 -0.378380939734772 0.463148554200537 1.65828912080654 0.371668266639423 0.892559036442847 1.18259361191489 1.54609299032819 1.38010120304716 0.493304216675017 -0.0783191469357279 3.30136906388747 0.616377116821364 0.667268175031872 0.133598828887985 1.44229891905574 0.985037182083477 1.88746178103987 0.865221419490412 1.90811799280549 1.15623079419121 0.852308319227773 0.584733165844644 0.995506160441367 -0.129574603388234 0.0126670259483215 0.561247318339412 1.64909353435349 1.28469953436224 0.879952556955094 0.429917149471047 0.112742202926192 -0.4749299658604 -0.00473992058346179 1.30803438671783 1.0247587646001 1.0139719505019 -0.20494651240808 1.84037824536038 1.5483100938639 -0.899691820581841 -0.29555605792363 -0.114674134235846 0.859649803527789 0.947966365694593 0.872208446864893 1.90328039700735 0.843967966445089 0.819953516497409 -0.849216776231766 0.689811484635258 -0.47335321143733 -0.413810609269688
