D01E01C D01E02C D01E03C D01E04C D01E05C D01E06C D01E07C D01E08C D01E09C D01E10C D04E01C D04E02C D04E03C D04E04C D04E05C D04E06C D04E07C D04E08C D04E09C D04E10C D07E01C D07E02C D07E03C D07E04C D07E05C D07E06C D07E07C D07E08C D07E09C D07E10C D14E01C D14E02C D14E03C D14E04C D14E05C D14E06C D14E07C D14E08C D14E09C D14E10C D21E01C D21E02C D21E03C D21E04C D21E05C D21E06C D21E07C D21E08C D21E09C D21E10C D28E01C D28E02C D28E03C D28E04C D28E05C D28E06C D28E07C D28E08C D28E09C D28E10C D35E01C D35E02C D35E03C D35E04C D35E05C D35E06C D35E07C D35E08C D35E09C D35E10C D42E01C D42E02C D42E03C D42E04C D42E05C D42E06C D42E07C D42E08C D42E09C D42E10C
D21E06C 0.39 -0.79 -0.82 -0.71 -0.79 -0.13 -0.38 0.18 -0.34 -0.21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.87 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D21E07C -0.25 -0.9 -0.7 -0.97 -0.88 0.26 -0.21 0.02 -0.81 -0.39 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D21E08C -0.04 -0.77 -0.26 -0.77 -0.68 0.3 -0.01 0.32 -0.92 -0.35 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D21E09C -0.75 -0.68 -0.89 -0.88 -0.98 -0.82 -0.6 -0.3 -0.8 -0.82 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.37 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -0.93 -0.97 -0.97 -1 -0.97 -1 -1 -1 -0.99 -0.92 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1
D21E10C 0.94 0.4 0 -0.37 -0.3 0.8 0.96 0.97 -0.18 0.7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D28E01C 0.81 -0.1 0.12 0.52 -0.35 0.92 0.72 0.96 0.32 0.61 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D28E02C 1 0.94 0.89 0.99 0.98 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -1
D28E03C 1 1 1 1 1 1 1 1 1 1 -1 -1 -0.96 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -0.97 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -0.99 -0.93 -0.9 -0.84 -0.95 -0.96 -1 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.71 -1 0.04 -1 -0.96 -0.97
D28E04C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.44 -1 -0.64 -1 -0.99 -1
D28E05C -0.02 -0.21 -0.66 -0.08 -0.9 0.22 -0.51 0.75 -0.08 0.17 -0.99 -1 -1 -1 -1 -1 -0.99 -0.99 -0.98 -1 -1 -1 -1 -0.97 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.94 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -0.9 -1 -0.99 -0.85 -0.95 -0.99 -0.97 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D28E06C -0.13 -0.86 -0.45 -0.78 -0.69 0.28 0.64 0.92 -0.02 -0.19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -0.99 -0.99 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D28E07C 0.57 -0.17 0.06 -0.22 0.18 0.81 0.83 0.98 0.47 0.52 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -0.99 -0.99 -1 -0.99 -1 -0.99 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D28E08C 0.97 0.82 0.61 -0.1 0.56 0.97 0.99 1 0.76 0.92 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1
D28E09C 0.99 0.91 0.81 0.91 0.65 0.99 0.99 1 0.97 0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -0.99 -1 -1 -0.97 -0.99 -1 -0.98 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D28E10C 0.98 0.66 0.15 0.57 0.51 0.97 0.99 1 0.71 0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -1
D35E01C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.92 -1 -1 -1 -1 -0.99 -0.96 -0.99 -0.95 -0.97 -1 0.59 -1 -0.98 -1 -1 -1 -1 -0.93 -1 -1 -1 -1 -1 -0.9 -1 -0.99 -1 -0.99 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.71 0.97 -1 0.72 -1 -0.92 -0.95
D35E02C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -0.98 -0.88 -0.98 -0.72 -0.89 -0.99 0.71 -1 -0.97 -1 -1 -1 -1 -0.97 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 0.68 -1 -0.17 -1 -0.97 -0.93
D35E03C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.97 -1 -1 -1 -1 -0.98 -0.97 -0.97 -0.92 -1 -0.99 -0.67 -1 -0.99 -1 -1 -1 -1 -0.97 -1 -1 -1 -1 -1 -0.99 -0.99 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 0.89 -1 -0.12 -1 -0.98 -1
D35E04C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.78 -1 -1 -1 -1 -0.98 -0.92 -0.97 -0.63 -0.79 -1 0.92 -1 -0.95 -0.97 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.85 -0.99 -0.99 -1 -0.97 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.88 0.97 -0.98 0.68 -1 -0.82 -0.87
D35E05C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.81 -1 -1 -1 -1 -0.98 -0.97 -0.89 -0.59 -0.97 -1 0.68 -1 -0.99 -0.96 -1 -1 -1 -0.97 -1 -1 -1 -1 -1 -0.95 -0.98 -1 -1 -0.99 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 1 -0.99 0.33 -1 -0.89 -0.93
D35E06C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -0.99 -0.78 -0.98 -1 0.59 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -0.98 0.78 -0.99 -0.07 -1 -0.97 -0.98
D35E07C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 -0.96 -1 -0.84 -0.99 -1 0.08 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.97 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 0.41 -1 -0.65 -1 -0.96 -0.97
D35E08C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -0.99 -0.99 -1 -0.92 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 0.32 -1 -0.47 -1 -0.99 -1
D35E09C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -0.99 -0.99 -0.65 -0.99 -0.99 -0.07 -1 -1 -0.99 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 0.85 -1 -0.03 -1 -0.99 -0.98
D35E10C 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -0.99 -0.9 -0.96 -0.79 -0.95 -0.99 0.55 -1 -0.97 -0.99 -1 -1 -1 -0.92 -1 -1 -1 -1 -1 -0.99 -1 -0.98 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 0.84 -1 -0.15 -1 -0.96 -0.98
D42E01C 0.47 0.17 0.22 0.06 0.34 0.89 0.97 0.99 0.45 0.82 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.75 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1
D42E02C 0.39 0.27 -0.04 -0.09 -0.58 0.43 0.23 0.61 0.16 0.7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1
D42E03C 0.52 -0.06 -0.4 -0.45 -0.55 0.79 0.58 0.87 0.73 0.75 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1
D42E04C -0.11 0.22 -0.73 -0.4 -0.87 -0.09 0.36 0.54 -0.16 -0.53 -0.98 -1 -1 -1 -0.97 -0.99 -0.95 -0.87 -0.99 -0.99 -1 -1 -0.98 -1 -1 -1 -0.98 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.69 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.71 -0.99 -0.99 -0.88 -0.98 -0.98 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1
D42E05C -0.03 -0.35 -0.57 -0.39 -0.62 0.17 0.42 0.63 -0.17 -0.3 0.97 0.33 0.86 0.57 0.9 0.64 0.98 0.99 0.56 0.55 0.83 0.67 0.93 0.89 0.66 -0.1 0.77 0.78 -0.67 0.27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.74 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -0.98 0.71 -0.44 -1 -1 -1 -1 -1 -0.98 0.97 0.68 0.89 0.97 1 0.78 0.41 0.32 0.85 0.84 -1 -1 -1 -1 0 -1 -1 -1 -1 -1
D42E06C 0.93 0.89 0.71 0.84 0.65 0.98 0.96 1 0.6 0.98 -0.99 -1 -1 -1 -1 -1 -0.98 -0.91 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.63 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -0.99 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1
D42E07C -0.59 -0.71 -0.99 -0.84 -0.96 -0.67 -0.24 -0.2 -0.7 -0.85 0.45 -0.65 -0.11 -0.09 -0.23 -0.4 0.79 0.92 -0.11 0.24 0.29 0.15 0.43 0.29 -0.46 -0.71 -0.1 -0.29 -0.99 -0.42 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.04 -0.64 -1 -1 -1 -0.99 -1 -1 0.72 -0.17 -0.12 0.68 0.33 -0.07 -0.65 -0.47 -0.03 -0.15 -1 -1 -1 -1 -1 -1 0 -1 -1 -1
D42E08C 0.46 0.1 -0.29 -0.6 -0.32 0.69 0.55 0.33 -0.6 0.76 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1
D42E09C -0.53 -0.91 -0.95 -0.61 -0.93 -0.36 -0.48 -0.56 -0.76 -0.57 -0.98 -1 -0.99 -1 -0.97 -0.96 -0.62 -0.87 -0.92 -0.96 -1 -1 -0.8 -1 -0.99 -1 -1 -0.98 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.96 -0.99 -1 -1 -1 -1 -1 -1 -0.92 -0.97 -0.98 -0.82 -0.89 -0.97 -0.96 -0.99 -0.99 -0.96 -1 -1 -1 -1 -1 -1 -1 -1 0 -1
D42E10C -0.57 -0.92 -0.39 -0.46 -0.72 0.22 0.53 0.54 -0.88 -0.34 -0.99 -1 -0.99 -0.99 -0.99 -0.98 -0.93 -0.84 -0.85 -0.99 -0.88 -1 -0.99 -0.98 -0.99 -0.99 -0.65 -0.99 -1 -0.91 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.88 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.97 -1 -1 -1 -1 -1 -1 -1 -0.95 -0.93 -1 -0.87 -0.93 -0.98 -0.97 -1 -0.98 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 0
