D01E01I D01E02I D01E03I D01E04I D01E05I D01E06I D01E07I D01E08I D01E09I D01E10I D04E01I D04E02I D04E03I D04E04I D04E05I D04E06I D04E07I D04E08I D04E09I D04E10I D07E01I D07E02I D07E03I D07E04I D07E05I D07E06I D07E07I D07E08I D07E09I D07E10I D14E01I D14E02I D14E03I D14E04I D14E05I D14E06I D14E07I D14E08I D14E09I D14E10I D21E01I D21E02I D21E03I D21E04I D21E05I D21E06I D21E07I D21E08I D21E09I D21E10I D28E01I D28E02I D28E03I D28E04I D28E05I D28E06I D28E07I D28E08I D28E09I D28E10I D35E01I D35E02I D35E03I D35E04I D35E05I D35E06I D35E07I D35E08I D35E09I D35E10I D42E01I D42E02I D42E03I D42E04I D42E05I D42E06I D42E07I D42E08I D42E09I D42E10I
D21E01I -0.98 -1 -1 -1 -0.95 -1 -1 -1 -1 -1 -1 -0.76 -1 -1 -1 -1 -1 -1 -0.99 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -0.98 -1 1 -0.75 -0.71 -1 0.51 -0.99 -1 -1 -1 -1 -1 -0.91 -1 -1 -1 -0.85 -1 -1 -1 -1 -1 1 -1 0.76 0.82 -0.7 -0.88 -1 -0.96 0.89 -1 -0.99 -0.92 -0.74 -1
D21E02I -1 -1 -0.96 -1 -0.86 -0.99 -0.9 -1 -0.53 -0.8 -1 -0.96 -1 -1 -1 -1 -1 -1 -1 0.07 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -0.52 -0.92 -0.85 -1 -1 -0.99 -1 -1 -1 -1 -1 -0.9 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.84 -1 -0.64 0.09 -0.98 -0.97 -1 -0.99 -0.74 -1 -0.99 -1 -1 -1
D21E03I -0.84 -0.95 -0.78 -0.97 -0.65 -0.94 -0.26 -0.98 -0.22 -0.75 -1 -0.97 -1 -1 -1 -1 -0.84 -1 -1 -0.91 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -0.91 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.69 -1 -0.94 -0.97 -0.99 -1 -1 -1 -0.93 -1 -1 -1 -1 -1
D21E04I 0.08 0.23 0.92 -0.21 0.91 0.27 0.99 -0.15 0.97 0.96 -1 -0.99 -1 -1 -1 -1 0.25 -1 -1 -0.96 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -0.99 -1 -0.99 -1 -1 -1 -1 -1 -1 -0.82 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D21E05I -0.07 -0.29 0.64 -0.1 0.59 0.18 0.97 0.22 0.87 0.66 -1 -0.99 -1 -1 -1 -1 -0.48 -1 -1 -0.86 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 -1 -0.95 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D21E06I 1 1 1 1 1 1 1 1 1 1 0.4 0.2 -0.78 -0.74 -1 -0.49 1 -1 -1 0.89 -0.9 -0.83 -0.89 0.61 -0.94 -0.67 -1 -0.87 -1 -0.98 0.5 0.06 -0.72 -1 -1 -1 0.84 -1 -0.9 -1 1 -0.52 -0.91 -1 -1 0 -0.57 -0.68 -0.88 -1 -0.98 -0.82 0.77 -0.52 -0.88 0.85 -0.3 0.98 -1 -0.91 -1 -1 0.81 -0.99 0.99 0.81 -0.98 -0.45 -1 -1 -1 -0.99 0.07 -1 -1 -1 -1 -1 -1 0.76
D21E07I 0.6 0.07 0.93 0.04 0.87 -0.1 0.96 -0.66 0.91 0.93 -0.96 -1 -1 -1 -1 -0.96 -0.1 -1 -1 1 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.62 -0.94 -0.83 -0.98 -1 -1 -1 -1 -1 -1 -0.75 -0.92 -1 -1 -1 -0.57 0 -1 -1 -0.76 -1 -1 -0.98 -1 -1 -0.94 -0.92 -0.89 -1 -1 -0.98 -1 -1 -1 -0.88 -0.68 0.87 -0.99 -0.43 -0.18 0.32 -1 -0.97 -0.95 0.19 -1 -1 -1 -0.96 -0.97
D21E08I 0.76 0.21 0.95 0.17 0.94 0.32 0.99 -0.14 0.93 0.96 -0.78 -1 -1 -1 -1 -0.89 0.05 -1 -1 0.99 -0.94 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.04 -0.77 -0.67 -0.94 -0.99 -1 -1 -1 -1 -1 -0.71 -0.85 -0.99 -1 -1 -0.68 -1 0 -1 -0.89 -0.99 -1 -0.98 -0.99 -1 -0.98 -0.9 -0.79 -1 -0.99 -0.99 -1 -0.99 -1 -0.86 -0.75 0.8 -0.97 -0.46 -0.35 0.32 -0.99 -0.99 -0.98 0.04 -1 -1 -1 -0.96 -0.99
D21E09I -0.96 -0.99 -0.72 -0.99 -0.64 -0.91 -0.44 -1 -0.65 -0.81 -1 -0.83 -1 -1 -1 -1 -0.99 -1 -1 -0.68 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.88 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.14 -1 -0.99 -0.88 -0.97 -1 -1 -1 -0.95 -1 -1 -1 -0.99 -1
D21E10I 0.99 0.97 1 0.9 1 0.95 1 0.64 1 1 -0.85 0.26 -0.94 -0.98 -1 -0.5 0.6 -1 -1 -1 -0.98 -1 -1 -0.96 -0.98 -0.98 -1 -0.95 -1 -1 0.38 -0.81 -0.53 -0.95 -1 -1 -0.84 -1 -1 -1 0.51 -1 -1 -1 -1 -1 -0.76 -0.89 -1 0 -0.94 -0.96 -0.36 -1 -1 -0.09 -0.94 -0.07 -1 -0.98 -1 -1 -0.81 -0.99 0.24 -0.93 -1 -0.99 -1 -0.86 -0.61 -1 -0.93 -0.97 -0.98 -1 -1 -1 -1 -0.66
D28E01I 0.25 -0.63 -0.19 -0.9 0.48 -0.65 0.05 -0.59 0.64 0.1 -1 -0.71 -1 -1 -1 -1 -0.92 -1 -1 0.69 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -0.99 -1 -1 -1 -0.98 -1 -0.99 -1 -0.94 0 -1 -1 -1 -1 -1 -0.97 -1 -1 -1 -1 -1 -1 -1 -1 -0.92 0.84 -1 -0.99 -1 -1 -0.99 -1 -0.99 -1 -1 -1 -1 -1 -1
D28E02I -0.94 -0.97 -0.5 -0.75 -0.83 -0.83 -0.32 -0.96 -0.3 -0.89 -1 -1 -1 -1 -1 -1 -0.93 -1 -1 -0.32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.93 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.82 -1 -1 -1 -0.96 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -0.29 -1 -0.81 -0.89 -0.78 -1 -1 -1 -0.69 -1 -1 -1 -0.94 -1
D28E03I -0.66 -1 -0.99 -1 -0.49 -1 -0.98 -1 -0.79 -0.92 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 0.95 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 0.77 -0.98 -0.98 -1 -0.36 -1 -1 0 -1 -1 -1 -0.96 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 0.52 0.08 -1 -0.99 -1 -1 -0.19 -1 -1 -1 -0.98 -1
D28E04I -0.98 -1 -0.93 -1 -0.83 -1 -0.91 -1 -0.87 -0.98 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 0.74 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.52 -1 -0.99 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.87 -1 -0.21 -0.35 -1 -1 -1 -0.97 -0.31 -1 -0.99 -1 -1 -1
D28E05I 0.12 -0.12 0.3 -0.55 0.46 -0.12 0.87 -0.56 0.23 0.15 -1 -0.96 -1 -1 -1 -0.99 -0.74 -1 -1 0.56 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.94 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.88 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.17 -0.99 -0.68 -0.82 -0.97 -1 -1 -1 -0.76 -1 -1 -1 -0.96 -1
D28E06I -0.09 -0.8 -0.33 -0.77 -0.53 -0.92 0.38 -0.88 -0.48 -0.83 -0.99 -0.61 -1 -1 -1 -0.98 -0.9 -1 -0.99 1 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 -1 -0.99 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 0.85 -0.94 -0.98 -1 -0.09 -1 -1 -1 -1 -1 0 -0.99 -1 -0.98 -1 -0.86 -1 -1 -1 -1 -0.98 1 -1 0.17 0.47 -0.78 -1 -1 -1 0.75 -1 -0.91 -1 -0.57 -1
D28E07I -0.17 -0.25 0.37 0.33 0.43 0.4 0.07 -0.15 0.79 0.76 -1 -0.93 -1 -1 -1 -0.85 -0.19 -1 -1 0.15 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -0.99 -0.91 -0.99 -0.9 -1 -0.95 -1 -0.96 -1 -1 -1 -0.91 -0.9 -0.98 -1 -1 -0.3 -0.92 -0.9 -1 -0.94 -0.97 -1 -0.96 -1 -1 -0.99 0 -0.99 -1 -1 -0.97 -0.99 -0.95 -1 -0.84 -0.63 0.91 -1 -0.85 -0.74 -0.92 -1 -1 -1 -0.52 -1 -0.97 -1 -0.84 -0.99
D28E08I -0.99 -1 -1 -1 -0.94 -1 -0.99 -1 -1 -1 -1 -0.92 -1 -1 -1 -1 -1 -1 -0.94 0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.83 -0.99 -1 -1 -1 -1 -1 -1 -1 -0.99 -0.98 0.98 -0.89 -0.79 -1 -0.07 -1 -1 -1 -1 -1 -1 -0.99 0 -0.94 -1 -0.61 -1 -1 -1 -1 -1 1 -1 0.6 0.99 -0.95 -0.95 -1 -1 0.68 -1 -0.98 -1 -0.92 -1
D28E09I 0.55 0.39 0.76 0.11 0.67 0.17 0.88 -0.3 0.84 0.56 -0.99 -0.98 -1 -1 -1 -1 0.14 -1 -1 0.42 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -0.94 0 -1 -1 -1 -1 -1 -0.97 -0.92 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
D28E10I -0.96 -1 -0.93 -1 -0.92 -0.99 -0.9 -1 -0.99 -1 -1 -0.97 -1 -1 -1 -1 -1 -1 -1 0.54 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.91 -1 -0.99 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 0.31 -1 -0.78 -0.92 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1
D35E01I 0.82 0.52 0.99 -0.57 0.99 0.18 0.99 0.33 0.99 0.99 -0.99 -0.52 -1 -1 -1 -0.99 -0.15 -1 -1 -0.94 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 -1 -0.99 -1 -1 -1 -0.97 -1 -1 -1 -0.85 -1 -1 -1 -1 -1 -0.98 -0.99 -1 -1 -1 -1 -1 -1 -1 -0.86 -0.97 -0.61 -1 -1 0 -1 -1 -1 -0.78 -0.99 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98
D35E02I -0.63 -0.96 0.08 -0.93 -0.21 -0.82 0.05 -0.88 -0.22 -0.27 -1 -1 -1 -1 -1 -1 -0.94 -1 -1 -0.47 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 0 -1 -1 -1 -1 -0.96 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1
D35E03I -1 -0.99 -0.95 -1 -0.98 -1 -0.85 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 0.7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.81 -1 -0.99 -1 -0.81 -1 -1 -1 -1 -1 -1 -0.95 -1 -1 -1 -1 -1 0 -1 -1 -1 1 -1 0.43 0.6 -0.93 -1 -1 -1 0.33 -1 -1 -1 -0.67 -1
D35E04I -0.93 -0.77 -0.4 -0.83 -0.41 -0.83 -0.13 -0.86 -0.4 0.28 -1 -1 -1 -1 -1 -1 -0.98 -1 -1 -0.77 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -0.9 -1 -0.91 -0.91 -1 -1 -1 -1 -0.87 -1 -1 -1 -1 -1
D35E05I -0.97 -1 -0.99 -1 -0.95 -1 -0.97 -1 -0.96 -0.99 -1 -0.92 -1 -1 -1 -0.99 -0.99 -1 -0.81 1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -0.95 -0.94 -0.9 -0.62 -0.91 -1 -1 -1 -1 -1 -1 -1 -0.82 -0.95 0.99 -0.88 -0.86 -1 0.24 -1 -1 -1 -1 -1 -1 -0.84 -1 -0.97 -1 -0.78 -1 -1 -1 0 -1 1 -1 0.91 0.92 -0.95 -0.56 -1 -0.91 0.64 -1 -0.85 -0.87 -0.74 -1
D35E06I -0.97 -1 -0.99 -1 -0.95 -0.97 -0.91 -1 -1 -0.99 -1 0.23 -0.99 -1 -1 -1 -1 -1 -1 0.89 -1 -0.99 -1 -0.98 -1 -0.99 -1 -1 -1 -1 -0.99 -1 -1 -0.99 -0.97 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 0.81 -0.68 -0.75 -1 -0.93 -0.92 -0.99 -1 -1 -1 -0.98 -0.63 -1 -0.92 -1 -0.99 -1 -1 -1 -1 0 0.99 -1 0.73 0.8 -0.65 -0.83 -0.98 -0.49 0.58 -0.99 -0.8 -0.99 -0.54 -1
D35E07I 1 1 1 1 1 1 1 1 1 1 0.99 0.99 -0.12 0.5 -1 0.94 1 -0.94 -1 0.14 0.36 -0.18 -0.45 0.92 -0.45 0.41 -0.95 -0.62 -1 -0.19 1 0.99 0.99 0.86 -0.99 -1 1 -0.79 -0.66 -0.96 1 0.84 -0.69 -1 -1 -0.98 0.87 0.8 -0.14 -1 0.84 -0.29 1 0.87 0.17 1 0.91 1 -0.98 0.31 -0.99 -0.96 1 -0.9 1 0.99 0 0.51 -0.9 -0.07 0.97 -0.6 0.98 0.21 -0.97 -0.44 -1 -0.95 0.07 1
D35E08I -0.91 -0.97 -0.37 -0.9 -0.47 -0.72 -0.43 -0.92 -0.41 0.15 -1 -0.84 -1 -1 -1 -1 -0.96 -1 -1 -0.17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.45 -0.99 -0.97 -1 -0.99 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.51 0 -0.89 -0.98 -0.99 -1 -1 -0.99 -0.98 -1 -1 -1 -1 -1
D35E09I 1 1 1 1 1 0.99 1 0.99 1 1 0.06 0.74 -0.96 -0.98 -1 -0.68 1 -1 -1 0.91 -0.99 -0.82 -0.99 -0.34 -0.96 -0.93 -1 -1 -1 -1 -0.29 -0.83 -1 -1 -1 -1 0.78 -0.96 -0.94 -1 0.76 -0.64 -0.94 -1 -1 -1 -0.43 -0.46 -0.99 -1 -0.99 -0.81 0.52 -0.21 -0.68 0.17 -0.85 0.6 -1 -0.78 -1 -1 0.43 -0.91 0.91 0.73 -0.9 -0.89 0 -1 -1 -0.93 -0.02 -1 -1 -1 -1 -1 -0.99 0.1
D35E10I 1 1 1 1 1 1 1 1 1 1 -0.02 0.49 -0.94 -0.67 -1 -0.76 1 -1 -1 0.98 -0.93 -0.93 -0.89 -0.39 -0.96 -0.92 -0.99 -0.97 -1 -0.99 -0.36 -0.72 -1 -1 -1 -1 0.6 -0.98 -0.99 -0.99 0.82 0.09 -0.97 -1 -1 -1 -0.18 -0.35 -0.88 -0.86 -1 -0.89 0.08 -0.35 -0.82 0.47 -0.74 0.99 -1 -0.92 -1 -1 0.6 -0.91 0.92 0.8 -0.07 -0.98 -1 0 -1 -1 -0.74 -1 -1 -1 -1 -1 -0.83 0.78
D42E01I 0.99 0.77 0.97 0.16 0.99 0.55 0.99 0.19 1 0.99 -0.96 0.73 -1 -1 -1 -0.99 -0.1 -1 -1 1 -0.99 -0.85 -1 -0.93 -1 -0.99 -1 -1 -1 -1 -0.97 -1 -1 -1 -0.98 -1 -0.88 -0.98 -1 -1 -0.7 -0.98 -0.99 -1 -1 -1 0.32 0.32 -0.97 -0.61 -1 -0.78 -1 -1 -0.97 -0.78 -0.92 -0.95 -1 -1 -1 -0.99 -0.93 -1 -0.95 -0.65 0.97 -0.99 -1 -1 0 -0.98 -1 -1 -1 -1 -1 -0.99 -1 -0.98
D42E02I 0.66 0.4 0.9 0.33 0.96 0.5 0.98 0.47 0.97 0.98 -1 -0.99 -1 -1 -1 -1 0.42 -1 -1 -0.23 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.97 -0.98 -0.99 -1 -1 -1 -0.98 -1 -0.99 -1 -0.88 -0.97 -1 -1 -1 -0.99 -1 -0.99 -1 -1 -0.99 -1 -0.99 -1 -1 -1 -1 -0.95 -1 -1 -1 -1 -1 -1 -0.56 -0.83 -0.6 -1 -0.93 -1 -0.98 0 -1 -1 -0.99 -0.99 -1 -1 -1 -0.98
D42E03I -0.56 -0.81 -0.78 -0.96 -0.74 -0.95 -0.05 -0.96 -0.48 -0.77 -1 -0.74 -1 -1 -1 -1 -0.89 -1 -0.99 0.84 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -0.97 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.07 -0.97 -0.99 -1 -0.93 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.98 0.98 -1 -0.02 -0.74 -1 -1 0 -1 -0.93 -1 -1 -1 -0.96 -1
D42E04I 0.68 0.64 0.65 0.39 0.99 0.88 0.99 0.74 0.99 0.94 -0.99 -1 -1 -1 -1 -0.99 0.72 -1 -1 -0.56 -1 -1 -1 -0.96 -1 -1 -1 -1 -1 -1 -0.96 -0.92 -1 -1 -0.95 -1 -0.99 -1 -1 -1 -0.96 -0.99 -1 -1 -1 -1 -0.95 -0.98 -1 -0.97 -0.99 -1 -1 -0.97 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.91 -0.49 0.21 -0.99 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -0.97 -0.99
D42E05I 1 1 1 1 1 1 1 0.99 1 1 -0.01 0.91 -0.98 -1 -1 -0.81 0.98 -0.99 -1 0.97 -0.98 -0.84 -0.97 -0.77 -0.99 -0.99 -1 -0.99 -1 -0.99 -0.77 -0.96 -0.99 -1 -1 -1 0.71 -0.76 -0.78 -1 0.89 -0.74 -0.93 -1 -1 -1 0.19 0.04 -0.95 -0.98 -1 -0.69 -0.19 -0.31 -0.76 0.75 -0.52 0.68 -1 -0.99 -1 -1 0.33 -0.87 0.64 0.58 -0.97 -0.98 -1 -1 -1 -0.99 -0.93 -1 0 -1 -1 -1 -0.98 -0.44
D42E06I -0.8 -0.8 -0.09 -0.94 -0.12 -0.93 0.5 -0.99 0.04 -0.56 -1 -0.98 -1 -1 -1 -1 -0.87 -1 -1 -0.77 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -0.44 -1 -1 -1 -1 -0.99 -1 -1 -1 0 -1 -1 -1 -1
D42E07I -0.15 -0.39 0.7 -0.03 0.87 -0.41 0.9 -0.51 0.88 0.71 -1 -0.85 -1 -1 -1 -1 -0.38 -1 -1 0.26 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -0.99 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -0.91 -0.97 -0.98 -1 -1 -1 -1 -1 -1 -0.85 -0.8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -0.99 -1
D42E08I -0.26 -0.56 0.08 -0.74 0.32 -0.82 0.58 -0.9 0.25 0.17 -0.99 -1 -1 -1 -1 -1 -0.34 -1 -1 -0.77 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -0.98 -1 -1 -1 -0.92 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.87 -0.99 -0.95 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 0 -1 -1
D42E09I 0.85 0.44 0.99 -0.19 1 0.24 0.99 0.39 1 1 -0.98 -0.89 -1 -1 -1 -0.98 -0.28 -1 -1 -0.68 -1 -1 -1 -1 -0.99 -0.75 -1 -1 -1 -1 -0.78 -0.98 -0.99 -1 -1 -1 -0.85 -1 -1 -1 -0.74 -1 -1 -1 -1 -1 -0.96 -0.96 -0.99 -1 -1 -0.94 -0.98 -1 -0.96 -0.57 -0.84 -0.92 -1 -1 -1 -1 -0.67 -1 -0.74 -0.54 0.07 -1 -0.99 -0.83 -1 -1 -0.96 -0.97 -0.98 -1 -0.99 -1 0 -1
D42E10I -1 -1 -1 -1 -0.96 -1 -0.98 -1 -1 -1 -1 -0.78 -1 -1 -1 -1 -1 -1 -1 0.97 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.93 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.76 -0.97 -0.99 -1 -0.66 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 1 -1 0.1 0.78 -0.98 -0.98 -1 -0.99 -0.44 -1 -1 -1 -1 0
